"ligand" "ligand_cell" "receptor" "associated_genes" "receptor_cell" "pathway" "score"
"1395" "Cst3" "EC_WT" "Tgfbr2" "Cdkn1b,Thbd,Kras,Bcl2" "FAP_WT" "mmu04933" "0.62929393545547"
"1396" "Cst3" "EC_WT" "Tgfbr2" "Tlr2,Ifngr2,C3" "EC_WT" "mmu05142" "0.61865685276239"
"1397" "Cst3" "EC_WT" "Tgfbr2" "Nfkbia,Ccl2,Il6,Ppp2r1b,Calr,Serpine1" "EC_WT" "mmu05142" "0.626923755379755"
"1398" "Cst3" "FAP_WT" "Tgfbr2" "Ran,H2-T10,Calr,Fdps,Rras2,Vdac1,Slc25a4,Slc25a5,Vdac2,Vdac3,Vac14,Ranbp1,Mad2l1,Bub1b,Bub3,Cdc20,Anapc7,Pcna,Pold3,Pole2,Pole3,Pole4,Ccnd1,Cdk4,E2f1,Kat2a,Cdkn2c,Mybl2,Chek2,Ccnb2" "FAP_WT" "mmu05166" "0.645363843604106"
"1399" "Cst3" "EC_WT" "Tgfbr2" "Birc5,Stat1,Cdk4,Tpm3,E2f1,Cks1b,Cks2,Skp2,Ccne1,Hdac1,Mlh1,Msh2,Msh6,Rad51,Casp8,Fh1" "FAP_WT" "mmu05200" "0.690536493629056"
"1400" "Cst3" "FAP_WT" "Tgfbr2" "Birc5,Stat1,Cdk4,Tpm3,E2f1,Cks1b,Cks2,Skp2,Ccne1,Hdac1,Mlh1,Msh2,Msh6,Rad51,Casp8,Fh1" "FAP_WT" "mmu05200" "0.750824287354206"
"1401" "Cst3" "FAP_WT" "Tgfbr2" "Fzd7,Dvl1,Plekhg5,Abl1,Araf,Jun,Jup" "EC_WT" "mmu05200" "0.620949346119879"
"1402" "Cst3" "EC_WT" "Tgfbr2" "Lpar6,Itga6,Pik3r1,Foxo1,Cdkn1b" "FAP_WT" "mmu05200" "0.617918777874102"
"1403" "Cst3" "FAP_WT" "Tgfbr2" "Lpar6,Itga6,Pik3r1,Foxo1,Cdkn1b" "FAP_WT" "mmu05200" "0.735589792437972"
"1404" "Cst3" "EC_WT" "Tgfbr2" "Gng11,Gngt2,Bcl2,Rala" "FAP_WT" "mmu05200" "0.616216878654551"
"1405" "Cst3" "EC_WT" "Tgfbr2" "Pgf,Stk4,Bmp2" "EC_WT" "mmu05200" "0.661677915050902"
"1406" "Cst3" "EC_WT" "Tgfbr2" "Runx1,Cd14,Myc,Rel,Plau,Ewsr1,Birc3" "EC_WT" "mmu05202" "0.7087140242544"
"1407" "Cst3" "EC_WT" "Tgfbr2" "Hdac1,Pbx3,Supt3,Cdkn2c" "FAP_WT" "mmu05202" "0.643336485860632"
"1408" "Cst3" "FAP_WT" "Tgfbr2" "Hdac1,Pbx3,Supt3,Cdkn2c" "FAP_WT" "mmu05202" "0.751118053261574"
"1409" "Cst3" "FAP_WT" "Tgfbr2" "Jup,Pbx1,Lmo2,Klf3,Cdkn1b,Ldb1,Elk4,Tgfbr2,Foxo1" "FAP_WT" "mmu05202" "0.603966079400824"
"1410" "Cst3" "FAP_WT" "Tgfbr2" "Bcl6,H3f3b,Igf1,Id2,Nupr1,Dusp6" "FAP_WT" "mmu05202" "0.638721291173324"
"1411" "Cst3" "EC_WT" "Tgfbr2" "Birc5,Myc,Casp3,Mlh1,Msh2,Msh6" "FAP_WT" "mmu05210" "0.650018259315059"
"1412" "Cst3" "FAP_WT" "Tgfbr2" "Birc5,Myc,Casp3,Mlh1,Msh2,Msh6" "FAP_WT" "mmu05210" "0.677550442237466"
"1413" "Cst3" "FAP_WT" "Tgfbr2" "Cdk4,E2f1,Rad51" "FAP_WT" "mmu05212" "0.768630064368284"
"1414" "Cst3" "FAP_WT" "Tgfbr2" "Ccnd1,Cdk4,E2f1,Hdac1" "FAP_WT" "mmu05220" "0.680299557917647"
"1415" "Ctgf" "FAP_WT" "Erbb4" "Plcg1,Abl1,Map2k7,Shc1,Mapk3,Gab1,Rps6kb2" "EC_WT" "mmu04012" "0.692959029621898"
"1416" "Ctgf" "EC_WT" "Erbb4" "Stat5a,Pak4,Map2k2,Pik3cd,Akt1,Eif4ebp1,Bad" "EC_WT" "mmu04012" "0.668441786784419"
"1417" "Ctgf" "EC_WT" "Erbb4" "Stat5a,Pak4,Map2k2,Pik3cd,Akt1,Eif4ebp1,Bad" "FAP_WT" "mmu04012" "0.600314362807483"
"1418" "Ctgf" "FAP_WT" "Erbb4" "Stat5a,Pak4,Map2k2,Pik3cd,Akt1,Eif4ebp1,Bad" "FAP_WT" "mmu04012" "0.631708759668826"
"1419" "Ctgf" "FAP_WT" "Erbb4" "Abl2,Hbegf,Nras,Raf1,Myc" "FAP_WT" "mmu04012" "0.642549477008322"
"1420" "Ctgf" "FAP_WT" "Erbb4" "Atp2b4,Adrb2,Adcy9,Stim1,Itpr3" "EC_WT" "mmu04020" "0.713159707172651"
"1421" "Ctgf" "EC_WT" "Erbb4" "Atp2b4,Adrb2,Adcy9,Stim1,Itpr3" "FAP_WT" "mmu04020" "0.617754746733951"
"1422" "Ctgf" "EC_WT" "Erbb4" "Adcy7,P2rx4,P2rx7,Cd38,Tnnc2,Phkg2" "FAP_WT" "mmu04020" "0.604290207980454"
"1423" "Ctgf" "EC_WT" "Erbb4" "Tgfb3,Eps15,Adrb2,Hspa1l,Hspa1a,Hspa2,Hspa1b,Vps26a,Chmp1b,Rab5b,Rab22a,Cyth1" "FAP_WT" "mmu04144" "0.619429597167473"
"1424" "Ctgf" "EC_WT" "Erbb4" "Tfrc,Ap2a2,Bin1,Snx12,H2-Q10" "EC_WT" "mmu04144" "0.710990428470981"
"1425" "Ctgf" "EC_WT" "Erbb4" "Tfrc,Ap2a2,Bin1,Snx12,H2-Q10" "FAP_WT" "mmu04144" "0.645841982442594"
"1426" "Ctgf" "EC_WT" "Erbb4" "Ap2a1,Ap2m1,Rnf41,Sh3gl1,Epn1,Grk6,Arpc1b,Mvb12b,Vps37c,Chmp6,Chmp1a,H2-Q1,H2-T22,Gm11127,Gm7030,Rab5c,Rab35,Pard6a,Git1,Acap3,Arf1,Arf5" "FAP_WT" "mmu04144" "0.718885696396332"
"1427" "Ctgf" "EC_WT" "Erbb4" "Mras,Gab1,Itpr2,Mmp2,Fas,Fn1,Fzd1,Fzd5,Plcg1,Col1a1,Col1a2" "EC_WT" "mmu05205" "0.723643792145732"
"1428" "Ctgf" "FAP_WT" "Erbb4" "Map2k2,Akt2,Ppp1ca,Nudt16l1" "FAP_WT" "mmu05205" "0.657914561552379"
"1429" "Ctgf" "EC_WT" "Erbb4" "Pik3cd,Cd63,Tnf,Itgb5" "EC_WT" "mmu05205" "0.779767385251992"
"1430" "Ctgf" "FAP_WT" "Itga5" "Actg1,H2-D1,H2-K1,H2-Q4,Atp6v0a2,Dync1h1,Thbs1,Rac1" "EC_WT" "mmu04145" "0.686268130627017"
"1431" "Ctgf" "EC_WT" "Itga5" "Stx18,Atp6v0c,Sec61b,Sec61g,Cyba" "EC_WT" "mmu04145" "0.618937477914353"
"1432" "Ctgf" "FAP_WT" "Itga5" "Stx18,Atp6v0c,Sec61b,Sec61g,Cyba" "EC_WT" "mmu04145" "0.614551622302564"
"1433" "Ctgf" "EC_WT" "Itga5" "H2-Q1,Gm11127,Gm7030,Rab5c,Tfrc,Tuba4a,Tuba1a,Tuba1c,Tuba1b,Tubb4b,Tubb6,Tubb5,Sec61a1,Tap2,Calr,Itga5,Scarb1" "FAP_WT" "mmu04145" "0.760173861956012"
"1434" "Ctgf" "EC_WT" "Itga5" "H2-Q10,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Atp6v1b2,Atp6v0d1,Ctss,Fcgr3,C3,Itgb5,Tlr2,Cd14" "EC_WT" "mmu04145" "0.704419762820954"
"1435" "Ctgf" "EC_WT" "Itga5" "Atp6v1c1,Atp6v1d,Atp6v1e1,Atp6v0e,Atp6ap1,Lamp1,Ctsl" "FAP_WT" "mmu04145" "0.745282996719586"
"1436" "Ctgf" "EC_WT" "Itga5" "Atp6v1f,Atp6v1g1,Atp6v0b" "FAP_WT" "mmu04145" "0.666019851556911"
"1437" "Ctgf" "EC_WT" "Itga5" "Il4ra,Jak1,Itga5,Ppp2r1a,Ppp2r1b,Ppp2r5c,Myc,Cdk2,Cdk4,Ccne1,Trp53" "FAP_WT" "mmu04151" "0.686093450855893"
"1438" "Ctgf" "EC_WT" "Itga5" "Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Lama4,Lamb1,Lamc1,Thbs2,Thbs3,Thbs4,Fn1,Tnc,Ppp1cc,Parva,Vav3,Rap1b,Mapk9,Birc2" "EC_WT" "mmu04510" "0.660323868266201"
"1439" "Ctgf" "FAP_WT" "Itga5" "Comp,Igf1,Jun" "FAP_WT" "mmu04510" "0.657198427938459"
"1440" "Ctgf" "EC_WT" "Itga5" "Spp1,Itgav,Itgb5" "EC_WT" "mmu04510" "0.740083177876629"
"1441" "Ctgf" "EC_WT" "Itga5" "Rhoa,Myl12b,Mylpf,Bcl2" "EC_WT" "mmu04510" "0.687168696910607"
"1442" "Ctgf" "EC_WT" "Itga5" "Rhoa,Myl12b,Mylpf,Bcl2" "FAP_WT" "mmu04510" "0.701853954261607"
"1443" "Ctgf" "EC_WT" "Itga5" "Ilk,Vasp,Grb2" "FAP_WT" "mmu04510" "0.696857676547239"
"1444" "Ctgf" "EC_WT" "Itga5" "Pik3cd,Vav2,Pak4" "EC_WT" "mmu04510" "0.61710413181657"
"1445" "Ctgf" "EC_WT" "Itga5" "Pik3cd,Vav2,Pak4" "FAP_WT" "mmu04510" "0.606464192050571"
"1446" "Ctgf" "EC_WT" "Itga5" "Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Lama4,Lamb1,Lamc1,Comp,Thbs2,Thbs3,Thbs4,Fn1,Tnc,Itgb1,Dag1" "EC_WT" "mmu04512" "0.671729715557221"
"1447" "Ctgf" "FAP_WT" "Itga5" "Col4a1,Col4a2,Thbs1,Agrn,Hspg2,Itga5,Sdc1" "EC_WT" "mmu04512" "0.623587092239178"
"1448" "Ctgf" "EC_WT" "Itga5" "Il1b,Tnf,Cd44,Tfrc,Csf2ra,Il3ra,Il4ra,Cd14" "EC_WT" "mmu04640" "0.722042672038567"
"1449" "Ctgf" "EC_WT" "Itga5" "Il1b,Tnf,Cd44,Tfrc,Csf2ra,Il3ra,Il4ra,Cd14" "FAP_WT" "mmu04640" "0.643106956964558"
"1450" "Ctgf" "EC_WT" "Itga5" "Csf1,Cd1d1,Itga5" "FAP_WT" "mmu04640" "0.61775699641031"
"1451" "Ctgf" "EC_WT" "Itga5" "Cd34,Cd9,Itga6" "FAP_WT" "mmu04640" "0.642817275095424"
"1452" "Ctgf" "FAP_WT" "Itga5" "Mras,Arhgef6,Arhgef7,Pip4k2b,Limk2,Wasf2,Ssh1,Spata13" "EC_WT" "mmu04810" "0.645401021143863"
"1453" "Ctgf" "EC_WT" "Itga5" "Vav3,Mylpf,Tmsb4x" "FAP_WT" "mmu04810" "0.675250020305368"
"1454" "Ctgf" "EC_WT" "Itga5" "Pik3cd,Arpc4,Mad2l2" "EC_WT" "mmu05100" "0.758712500228148"
"1455" "Ctgf" "FAP_WT" "Itga5" "Pik3cd,Arpc4,Mad2l2" "FAP_WT" "mmu05100" "0.711586219869797"
"1456" "Ctgf" "EC_WT" "Itga5" "Itga5,Cfl1,Myd88,Rela,Mapk3,Gnai2,Nod1" "FAP_WT" "mmu05133" "0.660764320403964"
"1457" "Ctgf" "EC_WT" "Itga5" "Calm1,Calm2,Rhoa,Cfl2,Mapk9" "EC_WT" "mmu05133" "0.614610528370468"
"1458" "Ctgf" "EC_WT" "Itga5" "Calm3,Casp7,Tirap,Irak4" "FAP_WT" "mmu05133" "0.665827516285076"
"1459" "Ctgf" "EC_WT" "Itga5" "Pycard,Il1b,C1qa,C1qc,Cd14,Ticam1,Tnf" "EC_WT" "mmu05133" "0.712166840177457"
"1460" "Ctgf" "EC_WT" "Itga5" "Mras,Gab1,Itpr2,Mmp2,Fas,Fn1,Fzd1,Fzd5,Plcg1,Col1a1,Col1a2" "EC_WT" "mmu05205" "0.723643792145732"
"1461" "Ctgf" "FAP_WT" "Itga5" "Map2k2,Akt2,Ppp1ca,Nudt16l1" "FAP_WT" "mmu05205" "0.657914561552379"
"1462" "Ctgf" "EC_WT" "Itga5" "Pik3cd,Cd63,Tnf,Itgb5" "EC_WT" "mmu05205" "0.779767385251992"
"1463" "Ctgf" "FAP_WT" "Itga5" "Pim1,Mcl1,Zeb2,Rassf1,Ccng1,Nras,Notch2,Thbs1,Ptgs2,Mdm2,Raf1" "FAP_WT" "mmu05206" "0.637395137168137"
"1464" "Ctgf" "EC_WT" "Itga5" "Ezr,Rhoa,Ube2i,Ikbkb" "FAP_WT" "mmu05206" "0.675423700857068"
"1465" "Ctgf" "EC_WT" "Itga5" "Rptor,Pak4,Irs2,Socs1,Bak1,Grb2,Map2k2" "FAP_WT" "mmu05206" "0.62480607367021"
"1466" "Ctgf" "EC_WT" "Itga5" "Actb,Emd,Lmna,Tnf" "EC_WT" "mmu05410" "0.608154143984412"
"1467" "Ctgf" "EC_WT" "Itga5" "Prkab2,Prkag2,Ace,Igf1" "FAP_WT" "mmu05410" "0.767032951420176"
"1468" "Ctgf" "FAP_WT" "Itga5" "Itga6,Itga9,Adcy9" "EC_WT" "mmu05414" "0.684198745757453"
"1469" "Ctgf" "EC_WT" "Itga5" "Emd,Lmna,Tnf" "EC_WT" "mmu05414" "0.797636189918249"
"1470" "Ctgf" "EC_WT" "Itga5" "Emd,Lmna,Tnf" "FAP_WT" "mmu05414" "0.618316524006301"
"1471" "Hbegf" "FAP_WT" "Cd44" "Col4a1,Col4a2,Thbs1,Agrn,Hspg2,Itga5,Sdc1" "EC_WT" "mmu04512" "0.602529908128592"
"1472" "Hbegf" "FAP_WT" "Cd44" "Pim1,Mcl1,Zeb2,Rassf1,Ccng1,Nras,Notch2,Thbs1,Ptgs2,Mdm2,Raf1" "FAP_WT" "mmu05206" "0.648756004687846"
"1473" "Hbegf" "FAP_WT" "Cd44" "Dnmt3a,Crebbp,Abl1,Bmf,Stat3,Notch1,Shc1,Pdgfa,Pdgfrb" "FAP_WT" "mmu05206" "0.603299752703083"
"1474" "Hbegf" "EC_WT" "Egfr" "Prkaca,Tgfb1,Tab1,Map3k12,Map3k4,Map2k6,Dusp7,Map2k5" "EC_WT" "mmu04010" "0.6383775790896"
"1475" "Hbegf" "FAP_WT" "Egfr" "Rps6ka2,Map2k7,Flna,Flnb,Arrb1,Nfatc1" "EC_WT" "mmu04010" "0.601185631146264"
"1476" "Hbegf" "FAP_WT" "Egfr" "Abl2,Hbegf,Nras,Raf1,Myc" "FAP_WT" "mmu04012" "0.755745053141674"
"1477" "Hbegf" "FAP_WT" "Egfr" "Pdgfa,Pdgfrb,Shc1,Ralgds,Rgl1" "EC_WT" "mmu04014" "0.641419604112339"
"1478" "Hbegf" "FAP_WT" "Egfr" "Pdgfa,Pdgfrb,Shc1,Ralgds,Rgl1" "FAP_WT" "mmu04014" "0.684544713669394"
"1479" "Hbegf" "EC_WT" "Egfr" "Nras,Rassf1,Raf1,Rel,Abl2" "EC_WT" "mmu04014" "0.635678110820043"
"1480" "Hbegf" "FAP_WT" "Egfr" "Nras,Rassf1,Raf1,Rel,Abl2" "FAP_WT" "mmu04014" "0.633445481130298"
"1481" "Hbegf" "EC_WT" "Egfr" "Pdgfrb,Sphk1,Itpkc" "EC_WT" "mmu04020" "0.604785711649949"
"1482" "Hbegf" "FAP_WT" "Egfr" "Pdgfrb,Sphk1,Itpkc" "FAP_WT" "mmu04020" "0.669943021817762"
"1483" "Hbegf" "EC_WT" "Egfr" "Ccl27a,Vegfb,Flt3l,Tgfb1,Il11ra1,Ifnar2,Il10rb,Tnfrsf21" "EC_WT" "mmu04060" "0.615151912194109"
"1484" "Hbegf" "FAP_WT" "Egfr" "Pdgfa,Tnfsf9,Ifngr2" "FAP_WT" "mmu04060" "0.735621030153785"
"1485" "Hbegf" "EC_WT" "Egfr" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.693884567406559"
"1486" "Hbegf" "EC_WT" "Egfr" "Timp1,Tfrc,Ldha,Pgk1" "EC_WT" "mmu04066" "0.630947385324036"
"1487" "Hbegf" "FAP_WT" "Egfr" "Nras,Dgkq,Gna13,Adcy7" "FAP_WT" "mmu04072" "0.622280835147171"
"1488" "Hbegf" "EC_WT" "Egfr" "Rras,Cyth1,Cyth2" "FAP_WT" "mmu04072" "0.659200981847016"
"1489" "Hbegf" "FAP_WT" "Egfr" "Pdgfa,Pdgfrb,Itga7" "FAP_WT" "mmu04151" "0.61403900715413"
"1490" "Hbegf" "EC_WT" "Egfr" "Vegfb,Gnb5,Gng5,Creb3l1,Pik3r2" "EC_WT" "mmu04151" "0.618673314579029"
"1491" "Hbegf" "FAP_WT" "Egfr" "Pdgfa,Pdgfrb,Raf1,Tubb2a,Tubb2b,Csnk1d" "FAP_WT" "mmu04540" "0.682911127847363"
"1492" "Hbegf" "FAP_WT" "Egfr" "Pdgfa,Pdgfrb,Itga7,Pip5k1a,Pip4k2c,Arpc1a" "EC_WT" "mmu04810" "0.600598209599901"
"1493" "Hbegf" "FAP_WT" "Egfr" "Atf4,Camk2g,Map2k3,Hbegf,Raf1,Map2k1" "FAP_WT" "mmu04912" "0.600085041082977"
"1494" "Hbegf" "FAP_WT" "Egfr" "Myc,Gna13,Itgav,Nfkbia,Ptgs2,Birc3,Traf3,Cbl,Cblb,Jak1,Stat3,Nras,Ccdc6,Hif1a" "FAP_WT" "mmu05200" "0.613326109956487"
"1495" "Hbegf" "FAP_WT" "Egfr" "Pim1,Mcl1,Zeb2,Rassf1,Ccng1,Nras,Notch2,Thbs1,Ptgs2,Mdm2,Raf1" "FAP_WT" "mmu05206" "0.648756004687846"
"1496" "Hbegf" "FAP_WT" "Egfr" "Dnmt3a,Crebbp,Abl1,Bmf,Stat3,Notch1,Shc1,Pdgfa,Pdgfrb" "FAP_WT" "mmu05206" "0.603299752703083"
"1497" "Hbegf" "FAP_WT" "Egfr" "Rela,Akt1,Mapk3,Trp53" "EC_WT" "mmu05212" "0.632377259385145"
"1498" "Hbegf" "FAP_WT" "Egfr" "Pik3ca,Pik3r1,Pten,Pdpk1,Akt3,Sos1,Sos2,Kras,Braf,Mapk1,Ctnnb1,Ctnna1,Apc,Gsk3b" "FAP_WT" "mmu05213" "0.611110558095739"
"1499" "Hbegf" "FAP_WT" "Egfr" "Nras,Raf1,Myc" "FAP_WT" "mmu05213" "0.629156113422331"
"1500" "Hbegf" "FAP_WT" "Egfr" "Pdgfa,Pdgfrb,Plcg1,Camk2g,Shc1,Sos1,Sos2,Kras,Araf,Braf,Raf1,Pik3ca,Pik3r1,Akt3,Pten" "FAP_WT" "mmu05214" "0.614014590886361"
"1501" "Hbegf" "FAP_WT" "Egfr" "Trp53,Rela,Mapk3" "EC_WT" "mmu05215" "0.620118213458346"
"1502" "Hbegf" "FAP_WT" "Egfr" "Nras,Braf,Raf1,Map2k1,Mapk1,Rassf1,Mdm2,E2f3,Thbs1,Hbegf" "FAP_WT" "mmu05219" "0.634215716328472"
"1503" "Hbegf" "FAP_WT" "Egfr" "Ncoa1,Fgfr1,Heyl" "EC_WT" "mmu05224" "0.638522189043327"
"1504" "Hbegf" "FAP_WT" "Egfr" "Fos,Sp1,Sos1,Sos2,Kras,Braf,Raf1,Map2k1,Mapk1,Pik3ca,Pik3r1,Pten,Akt3,Rps6kb1,Jag1,Fzd1,Fzd5,Lrp6,Gsk3b,Axin1,Apc,Ctnnb1,Csnk1a1,E2f3" "FAP_WT" "mmu05224" "0.604603911289045"
"1505" "Hbegf" "FAP_WT" "Egfr" "Myc,Hif1a,Pdgfrb" "FAP_WT" "mmu05230" "0.627582832020769"
"1506" "Hbegf" "FAP_WT" "Erbb4" "Abl2,Hbegf,Nras,Raf1,Myc" "FAP_WT" "mmu04012" "0.755745053141674"
"1507" "Hbegf" "EC_WT" "Erbb4" "Pdgfrb,Sphk1,Itpkc" "EC_WT" "mmu04020" "0.604785711649949"
"1508" "Hbegf" "FAP_WT" "Erbb4" "Pdgfrb,Sphk1,Itpkc" "FAP_WT" "mmu04020" "0.669943021817762"
"1509" "Hmgb1" "EC_WT" "Ager" "Cdkn1b,Thbd,Kras,Bcl2" "EC_WT" "mmu04933" "0.612834335256591"
"1510" "Hmgb1" "EC_WT" "Ager" "Prkcd,Vegfa,Ccl2,Il1b,Tnf,Pik3cd" "EC_WT" "mmu04933" "0.696224519152759"
"1511" "Hmgb1" "EC_WT" "Ar" "Adcy4,Prkaca,Mapk3,Anapc2,Ppp2r5d,Calm3" "FAP_WT" "mmu04114" "0.60214624257228"
"1512" "Hmgb1" "EC_WT" "Ar" "Ywhaq,Ywhae,Ywhah,Cdc23,Calm1" "EC_WT" "mmu04114" "0.692381094627814"
"1513" "Hmgb1" "EC_WT" "Ar" "Gng11,Gngt2,Bcl2,Rala" "EC_WT" "mmu05200" "0.670153959381258"
"1514" "Hmgb1" "EC_WT" "Ar" "Gng11,Gngt2,Bcl2,Rala" "FAP_WT" "mmu05200" "0.712770523283272"
"1515" "Hmgb1" "FAP_WT" "Ar" "Pik3r2,Casp9,Creb3l1" "EC_WT" "mmu05215" "0.62262324823593"
"1516" "Hmgb1" "FAP_WT" "Ar" "Pik3r2,Casp9,Creb3l1" "FAP_WT" "mmu05215" "0.745824556032104"
"1517" "Hmgb1" "EC_WT" "Ar" "Trp53,Rela,Mapk3" "EC_WT" "mmu05215" "0.636709419322174"
"1518" "Hmgb1" "EC_WT" "Ar" "Trp53,Rela,Mapk3" "FAP_WT" "mmu05215" "0.715424139820836"
"1519" "Hmgb1" "FAP_WT" "Nr3c1" "P2ry14,S1pr2,P2rx4,P2rx7" "EC_WT" "mmu04080" "0.623074832887851"
"1520" "Hmgb1" "EC_WT" "Pgr" "Adcy4,Prkaca,Mapk3,Anapc2,Ppp2r5d,Calm3" "FAP_WT" "mmu04114" "0.60214624257228"
"1521" "Hmgb1" "EC_WT" "Pgr" "Ywhaq,Ywhae,Ywhah,Cdc23,Calm1" "EC_WT" "mmu04114" "0.692381094627814"
"1522" "Hmgb1" "EC_WT" "Pgr" "Gnai2,Adcy4,Prkaca,Mapk3,Cdc25b,Anapc2" "FAP_WT" "mmu04914" "0.625575532423764"
"1523" "Mif" "FAP_WT" "Cd74" "Tnf,H2-Q10,Lgmn,Ctsb,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Cd74,Ctss" "EC_WT" "mmu04612" "0.62125265904992"
"1524" "Mif" "EC_WT" "Cd74" "Hspa8,Hspa4,Hsp90aa1,Hsp90ab1,Canx,Pdia3,Nfya,Hspa5" "EC_WT" "mmu04612" "0.645146039196896"
"1525" "Mif" "FAP_WT" "Cd74" "Hspa1l,Hspa1a,Hspa1b,Creb1,Nfyb" "FAP_WT" "mmu04612" "0.633670579623825"
"1526" "Mif" "FAP_WT" "Cd74" "Tnf,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Cd74,Ctss,Fcer1g,Syk,Cd14,Il1b,Ctsd,Atp6v0a1,Tcirg1,Atp6v0d1,Fcgr3" "EC_WT" "mmu05152" "0.650742161226501"
"1527" "Mif" "EC_WT" "Cd74" "Fadd,Bid,Stat1,Irak4,Cebpb,Tgfb1,Atp6v0c" "EC_WT" "mmu05152" "0.622829999738261"
"1528" "Mif" "FAP_WT" "Cd74" "Fadd,Bid,Stat1,Irak4,Cebpb,Tgfb1,Atp6v0c" "FAP_WT" "mmu05152" "0.682016800515235"
"1529" "Mif" "EC_WT" "Cd74" "Cycs,Bcl10,Hspa9,Hspd1,Il6,Atp6v1h" "EC_WT" "mmu05152" "0.60127227202246"
"1530" "Mif" "EC_WT" "Cd74" "Mapk8,Chuk,Map3k7,Tbk1,Il6,Ppp1cb,Skp1a,Cul1,Srsf1,Srsf3,Srsf7,Csnk2a1,Hcfc2,Taf13,Hnrnpk,Fas,Clock" "EC_WT" "mmu05168" "0.64565475263412"
"1531" "Mif" "EC_WT" "Cd74" "Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5" "FAP_WT" "mmu05168" "0.725162133242919"
"1532" "Mif" "FAP_WT" "Cd74" "Jun,Eif2ak3,Ifngr1,Arntl" "FAP_WT" "mmu05168" "0.762857735447997"
"1533" "Mif" "EC_WT" "Cd74" "Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23" "EC_WT" "mmu05168" "0.687522333588745"
"1534" "Mif" "FAP_WT" "Cd74" "Tlr2,C3,Ifngr2" "EC_WT" "mmu05168" "0.636993253788867"
"1535" "Mif" "FAP_WT" "Tnfrsf14" "Ccl11,Vegfa,Bmp2,Il1r2" "EC_WT" "mmu04060" "0.603791752845453"
"1536" "Mif" "EC_WT" "Tnfrsf14" "Tnfsf12,Il3ra,Crlf2,Ltbr" "EC_WT" "mmu04060" "0.664598323905794"
"1537" "Mif" "EC_WT" "Tnfrsf14" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.620825108926964"
"1538" "Mif" "FAP_WT" "Tnfrsf14" "Tgfb3,Lifr,Ifnar1,Ifngr1,Tgfbr2,Acvr1" "FAP_WT" "mmu04060" "0.671164284047024"
"1539" "Mif" "EC_WT" "Tnfrsf14" "Mapk8,Chuk,Map3k7,Tbk1,Il6,Ppp1cb,Skp1a,Cul1,Srsf1,Srsf3,Srsf7,Csnk2a1,Hcfc2,Taf13,Hnrnpk,Fas,Clock" "EC_WT" "mmu05168" "0.64565475263412"
"1540" "Mif" "EC_WT" "Tnfrsf14" "Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5" "FAP_WT" "mmu05168" "0.725162133242919"
"1541" "Mif" "FAP_WT" "Tnfrsf14" "Jun,Eif2ak3,Ifngr1,Arntl" "FAP_WT" "mmu05168" "0.762857735447997"
"1542" "Mif" "EC_WT" "Tnfrsf14" "Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23" "EC_WT" "mmu05168" "0.687522333588745"
"1543" "Mif" "FAP_WT" "Tnfrsf14" "Tlr2,C3,Ifngr2" "EC_WT" "mmu05168" "0.636993253788867"
"1544" "Ccl11" "EC_WT" "Ccr3" "Cxcl12,Il6st,Pdgfrb,Acvr1b" "FAP_WT" "mmu04060" "0.706939630355962"
"1545" "Ccl11" "FAP_WT" "Ccr3" "Ccl11,Vegfa,Bmp2,Il1r2" "FAP_WT" "mmu04060" "0.651581616112105"
"1546" "Ccl11" "FAP_WT" "Ccr3" "Stat1,Stat2,Prkaca,Lyn,Vav2,Prex1,Plcb3" "FAP_WT" "mmu04062" "0.659059880690007"
"1547" "Ccl11" "FAP_WT" "Ccr3" "Ywhae,Ywhah,Ccne1,Vdac3,Cdk1,Gtf2e1,Ccnd1,Ccna2,Skp2,Psmc1,Rbl1,Hdac1,Cdk4,Cdc20,Mad1l1,Ranbp1" "FAP_WT" "mmu05203" "0.633774946362241"
"1548" "Ccl11" "FAP_WT" "Ccr3" "Stat5a,Pik3cd,Rela,Nfkb2,Trp53,Prkaca,Gtf2h4,Snd1,Mrps18b,Syk,Atp6v0d1,Bak1,Pkm,Kat2a,Vac14,Irf7,H2-Q10,H2-Q7,H2-T10" "FAP_WT" "mmu05203" "0.681837468413989"
"1549" "Ccl11" "FAP_WT" "Ccr3" "Sp100,Lyn,Hdac3,Hdac6,Irf9,Casp8,H2-T24,H2-T9" "FAP_WT" "mmu05203" "0.681955428840416"
"1550" "Ccl11" "EC_WT" "Ccr3" "Hist1h2bk,Hist1h2bl,Irf3,H2-M3" "EC_WT" "mmu05203" "0.635134051206711"
