tracking_id	Endothelium.D0.NTX	Endothelium.1D.NTX	Endothelium.2D.NTX	Endothelium.3D.NTX	Endtoehlium.5D.NTX	Endothelium.6D.NTX	Endothelium.7D.NTX	Endothelium.10D.NTX
Gm3219	10.7881	5.02144	6.92476	7.77238	4.61055	5.67319	34.7754	4.51503
Gm3230	1.6949	0.720012	0.423215	1.22578	0.270621	0.379752	0.754109	1.04319
Gm3238	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3258	3.92919	2.71222	2.23456	3.436	0.83828	2.44547	3.64666	0.596802
Gm3259	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3264	1.28386	1.80986	4.06732	1.19021	6.36318	5.36308	0.0414746	4.78985
Gm3264	1.39512	1.69322	5.0502	1.20817	6.47911	5.13019	0.0414746	4.86912
Gm3279	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3285	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3286	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3286	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3286	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3286	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3317	4.56978	1.06332	3.42839	0.754614	4.25831	3.81191	0.755472	3.53526
Gm3336	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0516401
Gm3383	0.537742	1.13364	2.59855	0.490486	3.83406	2.27397	0.0755653	3.03877
Gm3383	0.539503	1.1373	2.63436	0.584655	3.85774	2.29038	0.0619388	3.03099
Gm3402	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3404	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3409	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3414	0.131322	0.200164	0.544625	0.133247	0.639257	0.248782	0.0387624	0.73175
Gm3415	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3415	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3417	0.0896241	0.001	0.001	0.0312864	0.001	0.001	0.0269448	0.001
Gm3417	0.0440136	0.001	0.001	0.0745668	0.001	0.001	0.0132345	0.001
Gm3428	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3434	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3435	0.57161	0.78216	1.46049	1.1318	1.48687	1.80164	0.738404	1.82722
Gm3494	4.62829	1.16695	3.31788	0.823928	4.39412	3.87526	0.751181	3.60689
Gm3500	1.53645	0.624733	1.83995	0.343127	2.47713	2.19439	0.268985	2.34868
Gm3500	1.56164	0.65445	1.9015	0.380944	2.65603	2.29025	0.301099	2.45499
Gm3558	2.19907	1.38186	3.0061	0.92881	3.83663	3.60237	0.170144	3.90058
Gm3604	0.375419	0.001	0.061726	0.0139206	0.165663	0.302694	0.0545589	0.350619
Gm362	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm364	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3646	2.49944	0.001	0.001	0.312563	0.001	0.001	0.001	0.001
Gm3696	1.86205	0.891114	2.1628	0.59217	2.84761	2.18992	0.388485	2.19622
Gm3701	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3701	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3706	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3706	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3716	0.24998	0.0852089	0.251186	0.106225	0.001	0.001	0.001	0.0955325
Gm3763	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3776	0.001	0.12418	0.191129	0.001	0.001	0.0501385	0.001	0.0178121
Gm382	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm3833	0.001	0.001	0.001	0.001	0.0249818	0.0422609	0.0191982	0.001
Gm3893	0.0222016	0.0283235	0.423117	0.0974905	0.108973	0.108764	0.564428	0.55375
Gm3925	0.911483	0.001	0.379647	0.001	0.001	0.001	0.284328	0.001
Gm3985	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4013	16.2869	2.19754	5.34799	1.19479	2.60281	1.83193	8.87591	1.71232
Gm4064	0.001	0.001	0.001	0.001	0.0130882	0.001	0.001	0.010329
Gm41	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm410	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4133	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4177	0.001	0.001	0.001	0.00965578	0.001	0.001	0.001	0.001
Gm4179	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4187	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4201	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4201	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4214	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4214	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4216	0.001	0.001	0.001	0.00965578	0.001	0.001	0.001	0.001
Gm4224	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4251	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4262	1.00067	0.991047	0.901572	1.49124	1.43826	1.3772	2.23761	1.40027
Gm4265	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4278	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm428	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm428	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4285	4.54592	0.82476	2.26672	3.08925	1.63285	2.11598	3.0564	2.00771
Gm4297	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4301	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4302	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4303	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4303	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4312	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4312	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4340	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4345	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4349	0.0587336	0.407638	0.331846	0.212691	0.273451	0.753961	0.0263059	0.569431
Gm436	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4371	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm438	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm44	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4461	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4477	0.001	0.001	0.001	0.001	0.0835205	0.001	0.001	0.001
Gm4489	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4498	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4532	0.101508	0.001	0.246934	0.106774	0.238195	0.25609	0.367248	0.274
Gm4541	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4541	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4541	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4541	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4541	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4559	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4566	0.001	0.001	0.001	0.001	0.001	0.185924	0.001	0.001
Gm4567	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0179609
Gm4567	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0179609
Gm4598	0.001	0.001	0.001	0.001	0.001	0.001	0.109724	0.001
Gm4636	0.584442	0.180094	0.874427	0.0899024	0.633154	0.762143	0.149037	0.80475
Gm4710	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4719	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4724	1.75585	0.41451	1.35987	0.413878	1.39787	1.12175	0.756626	1.18455
Gm4724	1.73894	0.410691	1.39855	0.409195	1.35312	1.10562	0.756661	1.23002
Gm4736	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4745	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4759	0.0128517	0.170722	0.60116	0.0392971	0.356391	0.243175	0.0171161	0.425136
Gm4763	0.001	0.001	0.001	0.001	0.001	0.001	0.0700777	0.001
Gm4776	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4787	0.314318	0.0495265	0.116657	0.001	0.223699	0.0314865	0.0429818	0.110791
Gm4788	0.0110732	0.001	0.0178025	0.0112985	0.0341395	0.0433056	0.001	0.0727808
Gm4791	0.001	0.001	0.001	0.001	0.001	0.167407	0.001	0.001
Gm4792	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4794	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4814	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4827	0.001	0.001	0.001	0.001	0.001	0.001	0.156608	0.001
Gm4832	0.001	0.001	0.420947	0.001	2.04153	0.210646	2.92039	0.380046
Gm4841	0.349837	0.129449	1.32276	0.236681	0.438903	0.3576	0.75889	0.715855
Gm4846	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4847	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4850	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4858	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4861	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4871	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4872	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4884	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4890	0.15931	0.163056	0.494059	0.165256	0.210509	0.148277	0.629576	0.354692
Gm4894	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4906	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4907	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0223277
Gm4922	0.001	0.001	0.001	0.0262874	0.001	0.001	0.001	0.001
Gm4925	0.362366	0.207753	0.389201	0.206827	0.001	0.208329	0.0718337	0.110272
Gm4926	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4937	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4944	4.61145	0.542801	2.84731	0.703093	1.7553	1.45025	0.982121	1.92111
Gm4951	0.302718	0.162659	1.36907	1.3439	3.2025	2.08572	0.125077	4.89135
Gm4952	0.001	0.0429767	0.100585	0.001	0.193162	0.001	0.001	0.001
Gm4956	0.001	0.001	0.001	0.117909	0.001	0.001	0.204219	0.001
Gm4961	0.135155	0.304943	0.260923	0.165792	0.312781	0.738349	0.456795	0.569378
Gm4971	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4975	0.001	0.001	0.001	0.0241115	0.001	0.0103186	0.001	0.001
Gm4980	1.27652	3.11104	1.37328	2.9829	1.54315	1.51179	2.98195	1.71167
Gm4981	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm4984	0.001	0.001	0.001	0.001	0.001	0.001	0.129961	0.065521
Gm5	5.23416	0.001	0.442828	0.001	0.429824	0.001	0.001	0.159452
Gm5039	0.001	0.0130909	0.188797	0.001	0.0147235	0.0328813	0.0339661	0.0115986
Gm5065	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5069	2.02012	1.67228	1.28057	1.41099	0.662977	1.20662	1.06923	1.02771
Gm5071	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5072	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5072	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5077	0.267161	0.458267	3.53966	0.890887	0.791784	0.387376	0.173857	1.39026
Gm5082	0.001	0.229188	0.214351	0.201869	0.001	0.480224	0.0791625	0.001
Gm5083	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5084	0.001	0.001	0.001	0.001	0.001	0.0214396	0.0291212	0.001
Gm5086	0.001	0.001	0.001	0.001	0.001	0.001	0.443162	0.0903158
Gm5087	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5088	2.66486	6.80033	2.35653	3.86154	2.94019	3.69137	8.76131	1.54012
Gm5089	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5091	0.001	0.001	0.001	0.171393	0.001	0.001	0.0494891	0.001
Gm5095	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5105	0.001	0.001	0.001	0.0769496	0.001	0.0485499	0.001	0.001
Gm5108	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5111	0.001	0.001	0.001	0.001	0.001	0.0894352	0.001	0.001
Gm5113	0.616528	1.29568	0.753102	0.867352	0.630736	1.20193	0.437885	1.20837
Gm5114	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5122	0.001	0.001	0.001	0.001	0.001	0.001	0.0340586	0.001
Gm5124	1.30843	0.576206	0.601689	0.669805	0.577204	0.283159	0.138668	0.541547
Gm5126	0.001	0.0287224	0.001	0.0286266	0.001	0.001	0.001	0.001
Gm5127	0.376464	0.001	0.001	0.140322	0.555157	0.754496	0.001	0.438049
Gm5129	0.379375	0.544146	0.308464	0.402962	0.59627	0.315846	0.460136	0.226241
Gm5132	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5134	0.0422229	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5136	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm514	0.0923536	0.001	0.001	0.001	0.001	0.001	0.001	0.0841933
Gm5141	0.597869	0.018503	0.829888	0.30763	0.606949	0.380145	0.150096	0.34641
Gm5142	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5148	84.3728	57.7016	88.9517	69.3971	51.2796	77.007	73.3695	46.6885
Gm5150	0.001	0.0783713	0.181209	0.001	1.39542	0.571634	1.34323	0.001
Gm5166	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5168	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5169	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5176	1.19505	0.152295	1.54562	0.0750824	0.997022	1.484	1.21895	0.125353
Gm5177	0.0792565	0.0198808	0.0125263	0.0687675	0.001	0.285284	0.0380378	0.0525002
Gm525	8.37873	3.73173	2.27249	3.6823	3.13932	3.14742	4.11955	3.32605
Gm527	2.0342	0.536744	1.56941	1.20196	0.803713	1.3979	0.386351	1.10555
Gm5294	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm53	0.001	0.001	0.001	0.001	0.001	0.001	0.222893	0.219575
Gm5334	0.001	0.001	0.001	0.001	0.001	0.0523386	0.001	0.001
Gm5346	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5347	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5382	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5409	0.001	0.001	0.0777965	0.001	0.001	0.001	0.001	0.001
Gm5414	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5415	0.001	0.001	0.001	0.0160338	0.001	0.001	0.001	0.0216977
Gm5416	0.001	0.001	0.001	0.001	0.001	0.001	2.35758	0.001
Gm5420	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0252713
Gm5431	0.0837465	0.179192	0.89929	0.737236	0.83342	0.403901	0.196338	1.2128
Gm5434	0.001	0.001	0.001	0.001	0.001	0.112849	0.001	0.0199229
Gm5441	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5458	0.200327	0.0260857	0.121818	0.0107467	0.18425	0.15386	0.001	0.306579
Gm5460	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5464	0.0565752	0.001	0.001	0.001	0.0654795	0.0367747	0.0251666	0.0517973
Gm5468	0.0207553	0.001	0.001	0.001	0.001	0.001	0.0368685	0.001
Gm5475	0.001	0.001	0.001	0.001	0.0604942	0.001	0.001	0.001
Gm5476	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5477	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5478	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5480	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5483	0.439365	0.989228	2.1646	0.001	10.5369	2.51265	47.8483	0.001
Gm5485	0.001	0.001	0.001	0.001	0.282009	0.001	0.001	0.001
Gm5494	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5506	56.6071	42.9383	31.5221	60.5562	28.9835	39.657	110.782	28.8002
Gm5512	2.16978	0.219461	0.00203756	0.001	0.01906	0.001	0.992856	0.00103997
Gm5512	0.513002	0.601043	0.897265	0.380948	0.779031	0.84838	0.15763	0.889258
Gm5523	1.04228	3.65574	4.48153	3.31358	4.59393	7.32095	2.7862	2.47894
Gm5531	0.0954489	0.001	0.001	0.001	0.0551905	0.031079	0.127251	0.0109351
Gm5535	0.001	0.001	0.001	0.001	0.001	0.001	0.127065	0.001
Gm5538	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5544	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0696317
Gm5547	0.001	0.206534	0.001	0.001	0.001	0.001	7.22217	0.001
Gm5549	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5577	0.001	0.001	0.001	0.0918914	0.001	0.001	0.0797332	0.0407166
Gm5591	0.001	0.001	0.001	0.0175418	0.001	0.001	0.001	0.001
Gm5592	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5595	0.42591	0.328775	0.954639	0.231493	0.721733	1.1735	0.520975	1.62753
Gm5607	0.0931342	0.001	0.001	0.0117092	0.0132939	0.0301686	0.0102122	0.0317737
Gm561	51.0819	22.0991	33.4116	16.4209	19.1117	21.8271	56.2297	18.9149
Gm5615	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5617	20.503	7.4928	8.66511	15.3101	1.95293	3.71186	42.8292	2.44284
Gm5622	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5627	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0661022
Gm5634	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5635	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5640	0.0209164	0.001	0.001	0.0417754	0.001	0.001	0.0402523	0.001
Gm5643	0.001	0.001	0.001	0.001	0.001	0.001	0.00792973	0.001
Gm5643	13.273	9.88149	28.3851	10.3784	30.9948	45.1159	26.308	19.1996
Gm5662	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5712	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm572	0.001	0.001	0.111298	0.142172	0.213784	0.001	0.001	0.001
Gm5725	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5726	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5726	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5728	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5728	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5741	1.3085	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5766	0.001	0.0638446	0.001	0.0318069	0.001	0.0403417	0.001	0.0284248
Gm5771	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5779	0.001	0.001	0.001	0.15682	0.001	0.001	0.001	0.001
Gm5795	0.281576	0.0159957	0.0336448	0.0179725	0.001	0.0693902	0.001	0.135591
Gm5795	0.292747	0.0361556	0.115781	0.0341359	0.160085	0.138913	0.001	0.199151
Gm5795	0.255852	0.022414	0.115781	0.0145885	0.163137	0.137642	0.001	0.18639
Gm5796	1.75237	1.27893	3.06512	1.29785	5.2863	3.98041	0.3601	3.42798
Gm5797	0.427839	0.023432	0.488966	0.0797792	0.25859	0.0666041	0.001	0.111002
Gm5800	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5801	0.520177	1.25172	2.25301	1.43302	1.33739	1.68972	0.539048	1.07103
Gm5803	1.54157	4.39247	10.899	2.92295	9.26676	13.6008	0.556207	6.10594
Gm581	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5820	0.13928	0.171475	0.201682	0.001	0.001	0.001	0.0247802	0.102024
Gm5833	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5860	4.84618	0.639429	0.445747	1.08006	2.02402	1.44214	3.61052	0.668666
Gm5868	0.001	0.001	0.111754	0.001	0.001	0.001	0.001	0.001
Gm5878	0.0504415	0.0256916	0.001	0.001	0.001	0.0330039	0.0111798	0.0347667
Gm5885	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5886	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5891	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00821699
Gm5891	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00821699
Gm590	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5901	0.001	0.349338	0.486057	0.208152	0.467577	0.342123	0.0599934	1.21291
Gm5916	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5918	5.32617	1.85132	3.23951	3.88005	2.40392	5.03707	2.9652	3.86988
Gm5925	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5934	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5935	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5936	0.0209473	0.001	0.001	0.0133525	0.001	0.001	0.0403122	0.001
Gm5938	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm5941	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm595	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm597	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6026	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6026	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6034	0.306407	0.157956	0.092539	0.0786404	0.0888225	0.247923	0.102455	0.139929
Gm6040	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6042	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm608	1.60884	1.84951	3.1072	1.57085	4.23152	2.78086	0.969292	4.74967
Gm6084	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6086	0.028994	0.00739032	0.001	0.0589976	0.033472	0.0243717	0.001	0.0532668
Gm609	0.0575534	0.0295366	0.001	0.001	0.0666177	0.0374029	0.001	0.263433
Gm6116	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6121	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm614	0.001	0.202775	0.465185	1.50613	2.69109	0.846795	0.0864198	1.63783
Gm6150	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6164	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6164	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6194	0.0363569	0.280878	0.614767	0.130539	0.674271	0.777251	0.0324041	0.598
Gm6213	0.117286	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6225	0.915984	0.264225	0.177018	0.225545	0.169886	0.189866	0.424553	0.133912
Gm6249	0.0358329	0.001	0.0863868	0.0730076	0.0413932	0.116967	0.0159028	0.0822211
Gm6251	19.5763	7.33331	15.8173	8.89307	7.49283	19.7269	27.6165	8.86518
Gm6260	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6268	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6277	0.178728	0.001	0.001	0.001	0.103743	0.0576924	0.001	0.0814968
Gm6289	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6297	0.0865615	0.0447282	0.209254	0.0790748	0.001	0.001	0.171695	0.157935
Gm6300	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6307	0.001	0.001	0.001	0.001	0.001	0.001	0.0270294	0.001
Gm6313	0.117576	0.0240766	0.0850874	0.0240061	0.353498	0.0918944	0.0417968	0.129323
Gm6329	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6367	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6367	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6370	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6377	0.128345	0.001	0.257942	0.0654595	0.692324	0.223112	0.646046	0.17655
Gm6402	4.14818	3.19669	2.907	2.86481	3.83239	5.10739	4.65372	1.97632
Gm6406	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6408	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6416	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6432	0.0299658	0.001	0.109207	0.001	0.001	0.001	0.0810965	0.0324434
Gm6455	0.001	0.001	0.0747808	0.001	0.001	0.001	0.0830211	0.001
Gm6460	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm648	0.001	0.001	0.15501	0.001	0.001	0.163906	0.001	0.001
Gm6484	0.001	0.001	0.001	0.001	0.001	0.001	0.0717872	0.001
Gm6498	0.320158	0.700899	1.3104	0.603903	3.90998	1.30216	0.104889	0.34307
Gm6524	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6525	0.282592	0.001	0.345213	0.150956	0.001	0.526234	0.128972	0.0629791
Gm6531	0.001	0.001	0.001	0.001	0.001	0.0328625	0.0448909	0.0231309
Gm6537	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6548	9.06871	4.61058	9.2302	5.82873	9.38689	10.4872	20.5479	9.05511
Gm6567	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6568	0.262512	0.393471	1.54645	0.273311	1.92643	0.908575	0.101149	0.679094
Gm6578	0.001	0.215921	0.001	0.071462	0.001	0.001	0.001	0.001
Gm6583	0.001	0.001	0.0648578	0.001	0.001	0.0349613	0.023904	0.0492308
Gm6588	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6592	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6602	0.001	0.001	0.001	0.001	0.001	0.0414652	0.001	0.001
Gm6607	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6614	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm6623	0.639755	0.392972	1.31875	0.558061	1.56022	1.39413	0.144717	0.906304
Gm6634	0.001	0.141306	0.165809	0.001	0.001	0.222574	0.001	0.0941501
Gm6639	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
