tracking_id	locus	Endothelium D0 NTX	Endothelium 1D NTX	Endothelium 2D NTX	Endothelium 3D NTX	Endtoehlium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX
Olfr1212	chr2:88958467-88959403	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1213	chr2:88972953-88980267	0.001	0.001	0.001	0.0511133	0.001	0.001	0.001	0.001
Olfr1214	chr2:88987264-88988200	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1215	chr2:89001347-89002290	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1216	chr2:89013126-89014062	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1217	chr2:89022994-89024099	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1218	chr2:89054488-89055424	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1219	chr2:89074153-89075089	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr122	chr17:37768641-37772620	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1220	chr2:89096937-89097963	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1221	chr2:89111574-89112510	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1222	chr2:89124793-89125729	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1223	chr2:89144085-89151336	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1225	chr2:89170218-89171245	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1226	chr2:89193099-89194032	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1228	chr2:89248720-89249692	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1229	chr2:89282195-89283131	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr123	chr17:37795445-37796375	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1230	chr2:89296350-89297268	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1231	chr2:89302648-89303590	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1232	chr2:89325242-89326178	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1233	chr2:89339382-89340300	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1234	chr2:89362482-89363427	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1238	chr2:89406129-89407077	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1239	chr2:89417493-89418411	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr124	chr17:37805068-37806190	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1240	chr2:89439269-89440343	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1241	chr2:89482188-89483133	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1242	chr2:89493293-89494346	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1243	chr2:89527490-89528408	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1245	chr2:89574711-89575773	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1246	chr2:89590068-89591146	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1247	chr2:89609088-89610153	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1248	chr2:89617167-89618245	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1249	chr2:89629939-89630896	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr125	chr17:37834910-37836028	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1250	chr2:89656494-89657439	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1251	chr2:89666927-89667884	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1252	chr2:89721164-89722109	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1253	chr2:89751869-89752826	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1254	chr2:89788405-89789350	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1255	chr2:89816327-89817260	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1256	chr2:89835022-89835943	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1257	chr2:89880827-89881757	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1258	chr2:89929810-89930746	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1259	chr2:89943183-89944113	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr126	chr17:37850593-37851553	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1260	chr2:89977779-89978712	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1261	chr2:89993394-89994315	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1262	chr2:90002407-90003322	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1263	chr2:90014931-90015852	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1264	chr2:90021137-90022064	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1265	chr2:90036920-90037850	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1269	chr2:90118666-90119596	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr127	chr17:37903547-37904519	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1270	chr2:90149018-90150036	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1271	chr2:90265510-90266428	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1272	chr2:90281646-90282573	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1273-ps	chr2:90295935-90296859	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1274-ps	chr2:90400639-90401674	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1275	chr2:111230852-111231791	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1276	chr2:111257116-111258055	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1277	chr2:111269453-111270365	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1278	chr2:111292269-111293211	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1279	chr2:111306200-111307142	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr128	chr17:37923567-37924494	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1280	chr2:111315480-111316398	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1281	chr2:111328420-111329338	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1282	chr2:111335158-111336076	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1283	chr2:111368633-111369551	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1284	chr2:111379001-111379937	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1286	chr2:111420031-111420949	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1287	chr2:111449141-111450059	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1288	chr2:111478785-111479724	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1289	chr2:111483431-111484328	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr129	chr17:38054598-38059784	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1290	chr2:111489217-111490156	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1294	chr2:111537348-111538287	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1295	chr2:111564503-111565442	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1297	chr2:111621133-111622072	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1298	chr2:111645056-111645995	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1299	chr2:111661452-111665166	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr13	chr6:43173987-43174920	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr130	chr17:38067172-38068126	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1300-ps1	chr2:111667436-111693319	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1301	chr2:111754250-111755189	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1302	chr2:111780312-111781260	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1303	chr2:111813785-111814724	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1305	chr2:111872914-111873853	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1306	chr2:111911989-111912928	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1307	chr2:111944515-111945454	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1308	chr2:111960108-111961071	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1309	chr2:111983133-111984096	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr131	chr17:38082031-38082976	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1310	chr2:112008245-112009184	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1311	chr2:112020913-112021852	0.001	0.001	0.001	0.001	0.001	0.001	0.0648962	0.001
Olfr1312	chr2:112042076-112043030	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1313	chr2:112071645-112072581	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1314	chr2:112091760-112092699	0.001	0.001	0.001	0.001	0.001	0.001	0.0648962	0.001
Olfr1316	chr2:112129870-112130815	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1317	chr2:112141946-112142897	0.001	0.001	0.001	0.001	0.001	0.181708	0.001	0.001
Olfr1318	chr2:112155897-112157007	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr132	chr17:38130248-38131190	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1320	chrX:49683503-49684463	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1321	chrX:49726972-49727932	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1322	chrX:49885468-49886401	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1323	chrX:50009305-50010235	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1324	chrX:50425495-50426494	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1325	chrX:74594327-74595275	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1328	chr4:118933898-118934840	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1329	chr4:118916523-118917465	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr133	chr17:38148589-38149528	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1330	chr4:118893084-118894032	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1331	chr4:118868782-118869736	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1333	chr4:118829484-118830438	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1335	chr4:118808854-118809862	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1336	chr7:6460510-6461455	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1337	chr4:118781635-118782583	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1338	chr4:118753594-118754536	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1339	chr4:118734530-118735478	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr134	chr17:38175085-38176024	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1340	chr4:118726248-118727196	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1341	chr4:118709408-118710347	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1342	chr4:118689502-118690450	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1344	chr7:6439901-6440867	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0632949
Olfr1346	chr7:6474111-6475053	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1347	chr7:6487912-6488872	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1348	chr7:6501285-6502224	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1349	chr7:6514473-6515427	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr135	chr17:38208246-38209185	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1350	chr7:6569992-6570919	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1351	chr10:79017323-79018283	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1352	chr10:78981049-78984721	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1353	chr10:78963308-78970612	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1354	chr10:78916841-78917936	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1355	chr10:78875548-78880106	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1356	chr10:78846950-78847913	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1357	chr10:78611668-78618074	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1359	chr13:21674000-21674942	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Olfr1359	chr13:21703002-21703944	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr136	chr17:38335158-38336097	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1360	chr13:21674000-21674980	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1361	chr13:21658367-21659321	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1362	chr13:21611019-21612004	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1364	chr13:21573509-21574454	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1366	chr13:21536973-21538027	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1367	chr13:21346929-21347880	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1368	chr13:21142110-21143055	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr137	chr17:38304520-38305459	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1370	chr13:21072348-21073299	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1371	chr11:52213051-52213987	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1372-ps1	chr11:52154875-52157907	1.59094	2.03523	1.61048	0.833639	1.19295	0.727905	0.938095	1.0666
Olfr1373	chr11:52144592-52145528	0.001	0.001	0.001	0.001	0.169217	0.001	0.001	0.001
Olfr1377	chr11:50984702-50985626	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1378	chr11:50969019-50969967	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr138	chr17:38274772-38275711	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1380	chr11:49563922-49564858	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1381	chr11:49551748-49552684	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1382	chr11:49535186-49536122	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1383	chr11:49523724-49524660	0.0483366	0.126636	0.0879135	0.0628458	0.225623	0.0925482	0.001	0.114951
Olfr1384	chr11:49513617-49514651	0.001	0.001	0.0780381	0.001	0.001	0.001	0.001	0.0146176
Olfr1385	chr11:49494534-49495464	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1386	chr11:49470053-49471181	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1387	chr11:49459680-49460616	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1388	chr11:49443852-49444788	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1389	chr11:49430426-49431499	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr139	chr11:74044324-74045272	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1390	chr11:49340533-49341469	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1391	chr11:49327412-49328348	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1392	chr11:49293296-49294322	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1393	chr11:49280149-49281085	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1394	chr11:49160015-49160954	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0654388
Olfr1395	chr11:49148258-49149212	0.001	0.001	0.001	0.0736686	0.001	0.001	0.001	0.001
Olfr1396	chr11:49112776-49113757	0.137105	0.001	0.166171	0.0711955	0.479624	0.350581	0.001	0.683798
Olfr140	chr2:90051413-90052322	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1402	chr3:97410216-97411179	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1404	chr1:173215606-173216640	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1406	chr1:173183441-173184504	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1408	chr1:173130282-173131215	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr141	chr2:86806020-86806997	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1410	chr1:92607838-92608807	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1411	chr1:92596520-92597492	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1412	chr1:92588331-92589297	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1413	chr1:92573124-92574206	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1414	chr1:92511047-92518515	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1415	chr1:92490817-92491753	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1416	chr1:92479680-92480619	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1417	chr19:11828076-11829024	0.001	0.001	0.001	0.001	0.166621	0.001	0.001	0.001
Olfr1418	chr19:11854994-11855951	0.001	0.001	0.001	0.001	0.164725	0.001	0.001	0.001
Olfr1419	chr19:11870182-11871214	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr142	chr2:90252068-90252986	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1420	chr19:11896022-11896952	0.001	0.001	0.001	0.001	0.170546	0.001	0.001	0.001
Olfr1423	chr19:12035807-12036740	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1424	chr19:12058808-12059750	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1425	chr19:12073694-12074630	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1426	chr19:12087609-12091847	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1427	chr19:12098701-12099637	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1428	chr19:12108599-12109544	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr143	chr9:38253418-38254360	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1431	chr19:12209567-12210506	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1433	chr19:12279853-12283988	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1434	chr19:12283049-12283988	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Olfr1436	chr19:12298182-12299130	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1437	chr19:12321886-12322825	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1440	chr19:12394264-12395212	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1441	chr19:12422310-12423267	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1442	chr19:12674178-12675243	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1443	chr19:12678165-12683845	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1444	chr19:12861776-12862736	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1445	chr19:12883882-12884827	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1446	chr19:12889648-12890575	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1447	chr19:12900848-12901778	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1448	chr19:12919362-12920307	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1449	chr19:12934739-12935684	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr145	chr9:37897405-37898338	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1450	chr19:12953590-12954568	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1451	chr19:12998987-12999920	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1453	chr19:13027403-13028327	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1454	chr19:13063412-13064336	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1457	chr19:13094692-13095646	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1459	chr19:13145733-13146657	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr146	chr9:39018618-39019539	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1461	chr19:13165015-13165954	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1462	chr19:13190668-13191592	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1463	chr19:13234251-13235184	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1465	chr19:13313359-13314283	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1466	chr19:13341759-13342692	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1467	chr19:13364629-13365556	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1469	chr19:13410570-13411500	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr147	chr9:38401710-38403829	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1471	chr19:13445013-13445958	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1472	chr19:13453570-13454515	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1474	chr19:13470971-13471916	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1475	chr19:13479251-13480196	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1477	chr19:13500545-13503292	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr148	chr9:39613568-39614501	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1480	chr19:13529674-13530622	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1484	chr19:13585305-13586253	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1487	chr19:13619163-13620111	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1489	chr19:13633112-13634054	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr149	chr9:39701831-39702767	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1490	chr19:13654445-13655396	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1491	chr19:13704828-13705788	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1494	chr19:13749107-13750055	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1495	chr19:13768343-13769303	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1496	chr19:13780547-13781614	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1497	chr19:13794664-13795609	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1499	chr19:13814643-13815588	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr15	chr16:3838974-3839913	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr150	chr9:39736816-39737755	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1500	chr19:13827458-13828394	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1501	chr19:13838223-13839171	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1502	chr19:13861794-13862745	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1504	chr19:13887260-13888208	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1505	chr19:13919021-13919972	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1507	chr14:52489934-52495695	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1508	chr14:52462720-52467461	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1509	chr14:52450392-52451402	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr151	chr9:37729976-37731061	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1510	chr14:52409888-52410927	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1511	chr14:52389814-52390771	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1512	chr14:52372109-52373051	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1513	chr14:52349102-52350044	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr152	chr2:87782535-87783486	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr153	chr2:87532034-87532958	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1532-ps1	chr7:106914199-106915123	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1535	chr13:21555039-21556020	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1537	chr9:39237486-39238431	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr154	chr2:85663376-85664455	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr155	chr4:43854291-43855463	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
