tracking_id	locus	FAP 0D NTX	FAP 1D NTX	FAP 2D NTX (a)	FAP 2D NTX (b)	FAP 2D NTX ©	FAP 3D NTX (a)	FAP 3D NTX (b)	FAP 3D NTX ©	FAP 4D NTX (a)	FAP 4D NTX (b)	FAP 5D NTX	FAP 6D NTX	FAP 7D NTX	FAP 10D NTX	FAP 14D NTX
Ogfod2	chr5:124112337-124115476	10.739	6.00217	5.03106	8.05204	2.85622	3.56981	8.2262	6.08971	4.5057	4.43637	5.84931	6.53503	5.07816	6.25507	4.83631
Ogfod3	chr11:121177592-121204648	4.84027	3.79252	3.6567	3.442	3.62302	7.55936	4.61834	5.25609	2.72593	4.52719	3.54088	3.19539	5.80335	3.25772	3.07215
Ogfr	chr2:180589406-180595837	19.5158	39.0558	47.0992	55.979	12.2868	50.4599	40.1888	65.9831	23.8301	34.3905	21.8785	24.1216	18.3828	18.526	13.302
Ogfrl1	chr1:23366423-23383175	4.17114	3.706	3.84382	2.38241	6.63978	2.50226	6.53611	2.55594	3.10417	3.30695	2.79097	3.08436	5.7354	3.01592	4.99335
Ogg1	chr6:113326975-113334186	6.20414	11.4701	7.91057	11.2239	4.57873	5.32581	4.80945	7.87213	2.33386	4.65735	3.83212	4.83268	3.72142	3.51038	3.28447
Ogn	chr13:49608070-49624500	316.641	62.9379	156.547	38.0546	178.654	43.1861	262.948	33.3912	192.124	37.0469	113.292	307.023	61.3905	357.924	557.22
Ogt	chrX:101640063-101684351	7.7822	6.75535	7.89289	7.35734	9.92892	4.91947	24.8789	4.63389	20.5108	8.2076	11.7354	25.6216	19.4373	28.3613	33.6512
Oip5	chr2:119609531-119618505	0.310111	4.81985	5.08187	2.22224	3.31051	2.20467	0.71412	3.1461	0.481388	0.911874	1.29147	0.341734	1.12113	0.531572	0.28904
Oit1	chr14:8348947-8378763	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Oit3	chr10:59422959-59441779	0.635858	0.268017	0.0909525	0.242679	0.685278	0.261038	0.280701	0.237271	0.158435	0.715399	0.0441001	0.513769	0.001	0.944322	0.593562
Ola1	chr2:73092800-73214447	23.1921	44.6804	32.2645	20.6315	40.549	13.1276	20.2997	9.1601	17.0525	9.4079	19.4148	16.3105	28.3301	15.403	21.1439
Olah	chr2:3341987-3366569	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfm1	chr2:28193092-28230736	22.0816	23.3437	21.685	32.1286	22.6633	27.3488	26.4582	32.2395	15.1592	26.7388	20.7637	16.6343	35.084	20.3596	23.3243
Olfm2	chr9:20667985-20728214	0.825742	0.0836056	0.341072	1.81956	0.40347	1.27556	1.13714	2.03134	0.689614	1.81524	0.495663	0.17487	0.001	1.58976	0.850385
Olfm3	chr3:114904362-115125256	0.001	0.001	0.0310584	0.001	0.001	0.001	0.014728	0.001	0.0180652	0.001	0.001	0.001	0.001	0.001	0.001
Olfm4	chr14:80000301-80021930	0.0584505	0.001	0.001	0.001	0.001	0.001	0.0374288	0.001	0.0454594	0.001	0.001	0.001	0.001	0.001	0.001
Olfml1	chr7:107567432-107591365	44.0187	11.6737	12.7947	21.2695	14.4143	22.4639	20.5755	24.2911	18.2862	23.9062	27.3593	24.3483	42.6873	26.2886	34.3521
Olfml2a	chr2:38931979-38960585	22.6781	2.18283	1.75762	3.8619	3.67859	4.63073	4.101	3.68743	4.049	15.7457	2.20541	4.35253	10.0557	13.6062	16.567
Olfml2b	chr1:170644531-170682789	73.7644	51.081	154.306	137.351	128.081	199.533	130.754	188.577	128.528	112.417	120.356	97.0952	116.249	83.315	83.4897
Olfml3	chr3:103735393-103738001	251.424	246.162	480.889	644.374	326.475	791.378	354.392	508.661	391.35	462.206	405.073	299.229	309.603	266.99	186.901
Olfr1	chr11:73395075-73399495	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr10	chr11:49317547-49318483	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.175336	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr100	chr17:37313455-37314382	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Olfr1000	chr2:85607963-85608908	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1002	chr2:85647362-85648319	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1006	chr2:85674210-85678741	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1008	chr2:85689430-85690372	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1009	chr2:85721406-85722351	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr101	chr17:37299493-37300420	0.001	0.001	0.0760418	0.001	0.001	0.001	0.001	0.001	0.174219	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1010	chr2:85753362-85754306	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1012	chr2:85759438-85760374	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1013	chr2:85769802-85770720	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1014	chr2:85776585-85777503	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1015	chr2:85785473-85786489	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1016	chr2:85799338-85800268	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1018	chr2:85822972-85823908	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1019	chr2:85840856-85841789	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr102	chr17:37313410-37314437	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1020	chr2:85849419-85850498	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1022	chr2:85868593-85869541	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1023	chr2:85886801-85887737	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1024	chr2:85904068-85905052	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1026	chr2:85923269-85924193	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1028	chr2:85951064-85952039	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1029	chr2:85975212-85976273	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0743136	0.001	0.001	0.001	0.001	0.001	0.001
Olfr103	chr17:37336288-37337230	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1030	chr2:85979311-85984798	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1031	chr2:85991818-85992829	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1032	chr2:86007777-86008710	0.001	0.001	0.0754486	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.14597	0.001	0.001	0.0365584	0.0325357
Olfr1033	chr2:86020639-86044808	1.23599	3.23489	1.91321	0.865306	1.44076	0.26039	0.961311	0.601106	3.06487	0.293794	1.47842	2.33252	0.217097	2.2502	2.18918
Olfr1034	chr2:86046443-86047466	0.001	0.001	0.001	0.001	0.001	0.001	0.0645949	0.001	0.0775438	0.001	0.001	0.276498	0.001	0.52523	0.174996
Olfr1036	chr2:86074703-86075718	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0662549	0.001
Olfr1037	chr2:86084729-86085854	0.001	0.118211	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1038-ps	chr2:86120223-86123037	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1039	chr2:86130701-86131661	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1040	chr2:86145790-86146732	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1042	chr2:86159344-86160441	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1043	chr2:86162002-86162947	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1044	chr2:86170870-86171815	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1045	chr2:86197802-86198750	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1046	chr2:86216757-86217708	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1047	chr2:86228009-86228969	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1048	chr2:86235870-86236833	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1049	chr2:86254764-86255691	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1051	chr2:86275558-86276485	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1052	chr2:86297817-86298756	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1053	chr2:86314342-86315285	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1054	chr2:86332415-86333354	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1055	chr2:86346825-86347764	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1056	chr2:86355358-86356437	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1057	chr2:86374462-86375410	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1058	chr2:86385465-86386416	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1061	chr2:86413108-86414050	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1062	chr2:86422718-86423674	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1065	chr2:86445012-86446004	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1066	chr2:86455327-86456269	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr107	chr17:37405476-37406509	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1076	chr2:86508460-86509402	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1077-ps1	chr2:86525661-86528427	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1079	chr2:86537965-86538913	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr108	chr17:37445479-37446517	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1080	chr2:86553180-86558138	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1082	chr2:86593884-86598809	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1084	chr2:86638764-86639718	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1085	chr2:86657514-86658456	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1086	chr2:86676398-86677331	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1087	chr2:86690031-86690973	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1089	chr2:86732674-86733610	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr109	chr17:37466207-37467152	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1090	chr2:86753794-86754736	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1093	chr2:86785731-86786700	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1094	chr2:86828675-86829822	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1095	chr2:86850769-86851696	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1097	chr2:86890225-86892163	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1098	chr2:86922582-86923530	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1099	chr2:86958517-86959456	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr11	chr13:21638579-21639521	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr110	chr17:37492467-37499674	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0717362	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1100	chr2:86977828-86978794	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1101	chr2:86988241-86989174	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1102	chr2:87001931-87002994	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1104	chr2:87021609-87022542	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1105	chr2:87033280-87034219	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1106	chr2:87048295-87049234	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1107	chr2:87071115-87072223	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1109	chr2:87092456-87093395	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr111	chr17:37529956-37530997	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1110	chr2:87135380-87136319	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1111	chr2:87149719-87150659	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1112	chr2:87191688-87192645	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1113	chr2:87212893-87213874	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1115	chr2:87251839-87252941	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1116-ps	chr2:87268845-87269769	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1118	chr2:87308763-87309759	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr112	chr17:37563238-37569451	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1120	chr2:87357445-87358390	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1121	chr2:87371533-87372478	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1122	chr2:87387706-87388687	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1123	chr2:87418049-87419021	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1124	chr2:87434488-87435445	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1126	chr2:87457166-87458111	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1128	chr2:87544606-87545542	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1129	chr2:87575085-87576030	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr113	chr17:37574482-37575421	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1130	chr2:87606211-87608334	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1131	chr2:87628464-87629394	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1132	chr2:87634818-87635745	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1133	chr2:87645179-87646121	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1134	chr2:87655924-87658457	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1135	chr2:87671432-87672365	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1136	chr2:87692880-87693947	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1137	chr2:87710971-87711904	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1138	chr2:87737386-87738322	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr114	chr17:37589412-37590351	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1140	chr2:87746160-87747180	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1141	chr2:87753055-87753991	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1143	chr2:87802390-87803335	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1145	chr2:87809821-87810799	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1148	chr2:87833040-87833985	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr115	chr17:37609784-37610779	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1151	chr2:87857176-87858103	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1152	chr2:87867992-87868925	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1153	chr2:87896176-87897133	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1154	chr2:87902741-87903674	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1155	chr2:87942681-87943626	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1156	chr2:87949189-87950265	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1157	chr2:87961951-87968257	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1158	chr2:87990112-87991054	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr116	chr17:37623667-37624633	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1160	chr2:88005816-88006776	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1161	chr2:88024701-88025713	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1162	chr2:88049677-88050622	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1163	chr2:88070364-88071407	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1164	chr2:88092854-88093966	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1166	chr2:88123361-88124993	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1167	chr2:88148983-88150083	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1168	chr2:88184878-88185817	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr117	chr17:37659377-37660331	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1170	chr2:88224079-88225030	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1173	chr2:88274108-88275047	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1176	chr2:88339566-88340514	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1178	chr2:88391248-88392220	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1179	chr2:88402008-88402932	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr118	chr17:37672024-37672990	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1180	chr2:88411626-88412689	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1181	chr2:88423087-88424023	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1182	chr2:88446018-88449121	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1183	chr2:88461341-88462253	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1184	chr2:88486733-88487669	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1186	chr2:88525500-88526590	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Olfr1188	chr2:88559450-88560418	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
