tracking_id	Muscle 1D NTX	Muscle 2D NTX	Muscle 3D NTX	Muscle 3D NTX	Muscle 5D NTX	Muscle 7D NTX	Muscle 10D NTX
Krtcap2	280.158	213.937	302.377	424.736	151.049	207.438	153.439
Krtcap3	0.001	0.470573	0.001	0.001	0.001	2.06535	2.23212
Krtdap	0.001	0.001	0.001	0.001	0.001	0.001	1.18257
Ksr1	2.10674	2.646	0.72614	0.866151	2.55974	4.75709	10.4667
Ksr2	0.001	0.001	0.126928	0.001	0.001	0.253852	0.40761
Kti12	53.5513	29.181	25.0993	38.9881	10.5939	18.8638	15.3742
Ktn1	14.3996	4.08215	4.89194	3.38967	26.8916	11.5962	2.42414
Kxd1	47.9143	50.7552	77.9855	65.2653	37.6827	42.034	64.0218
Ky	0.144457	0.178108	0.16136	0.140921	0.373872	1.09821	5.71966
Kynu	0.001	0.734972	0.001	0.001	0.001	0.001	0.001
L1cam	0.13758	7.71627	1.0911	0.565243	0.275457	5.5962	6.96015
L1td1	0.001	0.001	0.001	0.001	0.001	0.0156103	0.0407909
L2hgdh	8.40342	1.48557	0.68739	2.60702	3.65029	3.83801	1.96313
L3hypdh	5.78808	1.17406	0.679137	1.12745	4.87383	10.1513	6.55463
L3mbtl1	0.001	0.001	0.001	0.001	0.001	0.0506511	0.0882326
L3mbtl2	6.42515	8.68748	6.6507	10.3117	4.58538	3.49076	3.88485
L3mbtl3	1.6204	2.79845	1.51906	1.29969	8.26731	5.64734	3.20983
L3mbtl4	0.001	0.001	0.001	0.001	0.001	0.226164	0.0385511
LOC100038947	0.513657	38.009	21.1044	3.383	0.722869	2.02532	0.001
LOC100040786	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100040786	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100040786	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100043315	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100048884	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100502924	0.001	0.001	0.001	0.001	0.001	0.001	0.0395071
LOC100502924	0.001	0.001	0.001	0.001	0.001	0.001	0.0310193
LOC100502924	0.001	0.001	0.001	0.001	0.001	0.001	0.00848786
LOC100503280	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100503496	0.001	0.001	0.001	0.001	0.001	0.161703	0.668734
LOC100504608	0.484269	0.163988	0.001	0.001	0.001	0.0819194	0.213513
LOC100504703	3.39766	1.68197	7.84418	5.4832	6.20963	12.2247	7.37401
LOC100861615	0.182137	0.0911488	0.00486349	0.0905721	0.498923	0.247039	0.649401
LOC100861978	0.001	0.001	0.001	0.316429	0.001	0.001	0.001
LOC100861978	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC106740	4.21316	0.563039	1.137	2.59608	2.77115	5.89625	1.29264
LOC171588	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC666331	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lacc1	1.45289	3.16148	12.3816	2.75194	5.5201	2.67464	1.08089
Lace1	2.40671	2.12026	2.1424	3.8747	3.37169	1.75462	2.72654
Lactb	3.65628	3.73154	5.24353	6.91331	3.41218	3.88372	2.46043
Lactb2	7.90901	3.04704	3.14552	3.21726	6.49346	5.19271	5.16877
Lactbl1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lad1	0.001	1.06163	0.536872	0.117037	0.149937	0.122669	1.00171
Lag3	0.456064	5.3324	9.92388	2.02458	1.30876	1.4639	1.85037
Lage3	63.6996	33.4662	69.5967	112.524	38.871	33.7072	39.346
Lair1	0.117681	5.97767	35.5745	3.46017	0.421961	2.77068	0.206476
Lalba	0.001	0.001	0.001	0.001	0.001	0.001	0.100318
Lama1	0.001	0.0182745	0.001	0.001	0.001	0.00462785	0.0362943
Lama2	6.26827	4.86901	1.3386	1.94993	87.7591	33.7367	20.7747
Lama3	0.120561	0.302272	0.0372089	0.001	0.110846	3.47039	1.00063
Lama4	0.927544	7.12665	1.57843	0.619026	3.93446	6.5308	20.9394
Lama5	4.53732	8.07733	6.53685	17.3415	17.0612	7.55072	41.2788
Lamb1	6.01129	19.4162	7.54382	9.66965	121.138	29.9408	45.2107
Lamb2	17.2897	25.701	8.0693	13.8526	15.0693	38.4572	146.48
Lamb3	0.818108	0.352231	0.341135	1.53121	0.617001	0.367523	0.902318
Lamc1	29.1562	27.3892	11.0988	12.4497	86.2714	73.6481	89.0978
Lamc2	0.305565	0.308112	0.189527	0.297905	1.9761	1.52476	1.30205
Lamc3	0.468104	0.17805	0.180741	0.502312	0.024474	4.07853	2.25783
Lamp1	125.137	328.994	599.194	205.525	172.894	165.593	199.595
Lamp2	31.584	68.0316	77.7821	21.7215	132.289	91.7399	29.458
Lamp3	0.001	0.001	0.001	0.001	0.001	0.001	0.00890925
Lamp5	0.001	0.001	0.001	0.001	0.001	0.001	0.190011
Lamtor1	84.6784	79.7977	109.331	138.65	46.1688	42.5306	86.0457
Lamtor2	122.083	64.1528	98.1169	81.0376	48.4723	54.8169	87.9746
Lamtor3	40.636	27.15	41.1296	28.6032	26.8821	35.4122	36.8658
Lamtor4	45.5729	79.18	88.796	73.4244	30.6123	34.6157	51.5393
Lamtor5	64.3283	66.2694	135.998	79.2536	49.7959	43.7404	58.3164
Lancl1	4.06601	2.89635	5.28165	6.77356	12.1314	12.3527	10.8516
Lancl2	6.40662	4.4896	4.56123	2.55848	7.44096	6.46486	1.89707
Lancl3	0.001	0.0912351	0.001	0.001	0.0752035	0.001	0.241238
Lao1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lap3	76.135	38.5741	58.0899	49.3374	39.8978	26.8079	22.4023
Laptm4a	116.292	119.491	141.398	124.761	265.637	254.388	240.03
Laptm4b	19.0832	19.3181	24.0855	31.8915	34.4037	34.0583	24.8432
Laptm5	6.56102	862.521	847.981	162.039	5.82547	31.9515	20.4512
Large	15.8008	7.99482	5.70903	7.86165	18.2968	12.0445	7.86929
Larp1	28.4856	26.1854	15.653	27.9906	21.5655	15.2378	19.1436
Larp1b	12.4365	4.02534	7.71746	3.38236	5.42558	8.82595	9.90559
Larp4	19.6238	5.85706	3.36293	3.49679	13.5423	7.01328	1.43139
Larp4b	4.66853	16.0098	5.74049	7.86532	11.2342	7.6132	4.12989
Larp6	1.69701	0.480907	0.001	0.0385918	5.08118	7.30716	5.76424
Larp7	37.0938	12.7847	14.0813	10.3582	31.9669	25.2215	6.60628
Lars	44.3444	20.7025	17.2103	23.4022	22.6484	17.4453	7.40179
Lars2	4.61817	4.26407	4.84693	5.52103	5.3956	3.91755	4.00701
Las1l	32.8077	9.87615	11.5067	9.89245	15.919	21.4052	8.45218
Lasp1	63.9565	143.723	67.5194	44.3984	41.4466	42.8717	35.1048
Lat	0.001	11.4819	0.0891427	0.695796	0.001	0.976598	0.371794
Lat2	1.80885	65.9136	69.4679	36.248	1.1608	6.31707	1.43625
Lats1	8.16584	4.41454	2.10895	1.85436	13.9457	8.00773	3.98906
Lats2	8.43775	12.8513	5.78716	2.59743	15.7839	17.8767	14.4199
Lax1	0.0848754	1.16772	0.001	0.70617	1.1405	1.27586	1.15584
Layn	3.37493	3.2916	2.40423	1.02016	0.698734	1.39275	0.629619
Lbh	17.6857	34.9393	23.0349	21.5412	27.1562	18.7687	61.4336
Lbp	0.907271	6.91017	2.65428	1.08641	2.75547	6.21093	15.2437
Lbr	42.6846	16.9743	6.38259	16.0708	17.6794	14.5723	10.1309
Lbx1	16.6684	6.97251	2.46352	17.3676	5.09608	9.05032	11.6404
Lbx2	0.194361	0.001	0.001	0.001	0.001	0.20087	0.174616
Lca5	1.40314	0.513568	0.349306	0.264246	2.18529	2.60773	0.844676
Lca5l	0.0787745	0.313801	0.0315617	0.27527	0.141033	0.475977	0.226149
Lcat	0.864355	0.216337	0.238643	2.20972	1.18482	2.61493	5.83185
Lce1a1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1a2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1c	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1d	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1e	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1f	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1g	0.001	0.229589	0.883867	0.001	0.001	0.001	0.001
Lce1h	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1i	0.001	0.001	0.001	0.001	0.001	0.001	0.100675
Lce1k	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1l	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1m	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3a	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3c	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3d	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3e	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3f	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce6a	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lck	0.0313145	8.36898	0.99511	1.81936	0.435057	0.250024	0.621532
Lclat1	7.7966	11.1768	7.77724	4.8744	11.532	6.42775	7.64255
Lcmt1	14.4025	15.8431	24.7527	34.6696	23.9111	15.634	17.8177
Lcmt2	2.70132	2.74993	3.12866	2.83223	1.19806	3.02254	7.78123
Lcn10	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn11	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn12	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn2	5.59143	57.4491	1.25168	1.92051	3.52137	7.80099	15.4669
Lcn3	0.001	0.001	0.001	0.001	0.001	0.0843143	0.001
Lcn4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn9	0.001	0.001	0.001	0.001	0.001	0.0647518	0.001
Lcor	0.536174	0.55186	0.231741	0.367862	0.753114	0.423704	0.289442
Lcorl	1.76262	0.407954	0.743941	0.989641	2.61241	1.39427	0.453082
Lcp1	2.38788	291.665	194.889	29.4844	3.98048	15.7835	3.66606
Lcp2	0.297173	33.2527	34.0825	3.95023	0.48813	2.32824	0.693828
Lct	0.0195447	0.001	0.001	0.001	0.0235103	0.0649388	0.0188606
Lctl	0.001	0.001	0.001	0.001	0.001	0.0648838	0.113005
Ldb1	28.6242	28.7222	27.6314	30.9199	33.4012	56.9203	56.3237
Ldb2	1.2054	1.628	0.12273	0.001	0.121866	1.86861	4.80491
Ldb3	35.6092	5.60399	1.34201	2.06178	1.08148	2.33173	259.533
Ldha	1134.39	986.195	974.991	1661.62	216.83	202.5	661.508
Ldhal6b	0.0474023	0.001	0.001	0.001	0.001	0.169762	0.0886573
Ldhb	14.5966	20.8085	58.9333	48.8558	26.4847	29.8419	98.3456
Ldhc	0.159803	0.301706	0.001	0.001	0.001	0.001	0.148724
Ldhd	0.812807	0.626741	0.001	0.241342	0.687923	0.738516	4.79591
Ldlr	51.2878	76.5133	10.8913	18.329	2.96412	19.0816	29.1645
Ldlrad1	0.001	0.001	0.001	0.001	0.001	0.167221	0.001
Ldlrad2	0.0782579	0.103477	0.476264	0.124302	0.0851256	0.339363	0.001
Ldlrad3	4.52622	5.16923	5.6175	0.948795	15.8862	11.0507	13.76
Ldlrad4	1.20116	4.71964	1.06005	1.20792	4.73677	2.21682	7.4226
Ldlrap1	9.74127	26.5694	17.2291	6.83203	7.83972	7.49195	13.7889
Ldoc1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ldoc1l	1.09132	2.00915	1.33448	1.99982	2.12021	2.01287	3.17514
Leap2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lect1	0.001	0.203605	0.001	0.001	0.001	0.136776	0.401793
Lect2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lef1	0.131559	1.64033	1.46408	0.001	0.293602	0.445937	3.94042
Lefty1	2.20293	5.38822	1.78461	6.20489	0.492242	2.56575	1.37956
Lefty2	0.0388821	0.001	0.001	0.0720436	0.001	0.0188891	0.001
Lekr1	0.342667	0.11207	0.413052	0.683819	1.18021	1.27057	0.221892
Lelp1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lemd1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lemd2	26.1118	20.1569	15.0687	18.7124	16.8625	19.8175	20.507
Lemd3	3.62262	4.15054	1.59379	2.09632	7.24516	4.9671	2.33686
Lenep	1.68247	1.395	3.2476	1.6405	0.853558	10.0953	4.98926
Leng1	10.7838	4.94975	11.2671	7.26852	5.59402	8.45206	7.27737
Leng8	6.61629	6.68401	8.93835	11.3972	8.15999	42.5974	29.5804
Leng9	0.513597	2.14557	0.2494	0.867454	1.95023	1.99335	4.01619
Leo1	15.6998	5.50999	8.57334	8.64933	13.7467	14.1903	4.7808
Lep	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lepr	0.741589	0.651121	3.00143	1.09309	0.672136	0.730562	0.396434
Lepre1	12.259	11.8123	9.93082	11.7186	27.262	15.8456	22.4228
Leprel1	2.60647	3.71138	0.957277	0.59554	0.678972	2.7074	11.1539
Leprel2	8.76732	8.26984	2.83116	4.27169	9.35302	11.5438	36.5779
Leprel4	21.7228	10.7152	7.87288	15.9837	23.2865	18.9499	23.2503
Leprot	20.9982	21.1221	30.0799	19.2038	49.4027	29.2551	36.6722
Leprotl1	17.9309	23.8308	19.4512	22.8304	19.3927	15.231	11.1664
Letm1	21.671	20.0327	19.9079	19.6138	12.057	13.2945	15.8855
Letm2	0.710611	0.488554	1.07988	1.02569	2.48579	6.81689	2.92901
Letmd1	13.6671	14.967	12.5018	17.9876	14.288	15.8079	14.245
Lfng	0.394005	50.625	11.4707	4.60537	2.13566	3.54154	3.3427
Lgals1	7211.79	6407.6	14508.9	15602.2	3404.91	3816.29	1496.04
Lgals12	0.001	0.001	0.001	0.001	0.001	0.001	0.196834
Lgals2	0.15573	0.8257	0.001	0.001	1.00828	1.43823	0.133771
Lgals3	48.0074	999.379	1849.38	799.424	77.6337	87.3373	17.7324
Lgals3bp	18.9644	53.8772	404.688	57.8021	13.7002	20.7724	16.9196
Lgals4	0.332721	0.001	0.001	0.778615	2.78193	10.9162	6.5471
Lgals6	0.342147	0.472524	0.389722	0.001	0.001	0.001	0.001
Lgals7	0.614711	0.203959	0.001	0.954598	1.66067	0.203051	32.3911
Lgals8	10.3343	12.9149	18.2702	9.81604	21.4336	18.9751	8.77024
Lgals9	9.76191	87.739	163.463	21.2893	16.0088	22.7075	35.9168
Lgalsl	2.82414	2.14799	0.191259	0.524475	0.569758	2.50996	11.5036
Lgi1	0.001	0.001	0.001	0.001	0.001	0.0529065	0.0276552
Lgi2	0.476357	0.829748	0.0539262	0.328507	0.240964	0.0246331	2.606
Lgi3	0.001	0.142114	0.094339	0.001	0.608906	0.229933	0.337985
Lgi4	0.666756	3.58031	3.32558	1.03434	1.16298	27.1723	26.715
Lgmn	37.9243	401.116	1217.05	237.612	73.2163	94.9188	34.5333
Lgr4	3.01325	0.839136	0.580679	0.439447	4.7859	5.74216	2.52071
Lgr5	0.0776261	0.131797	0.311741	0.282083	3.53946	1.47872	1.01168
Lgr6	0.0682914	0.545061	0.001	0.001	0.0408385	0.001	1.14617
Lgsn	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhb	0.199877	0.001	0.001	0.001	0.001	0.001	0.166414
Lhcgr	0.001	0.001	0.001	0.001	0.001	0.199755	0.664267
Lhfp	25.9189	15.1877	4.34431	2.23502	11.1032	24.7853	46.1605
Lhfpl1	0.001	0.001	0.001	0.001	0.263989	0.001	1.40962
Lhfpl2	3.27949	22.9644	24.8772	8.70218	33.8822	22.6586	16.578
Lhfpl3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhfpl4	0.3196	0.204671	0.001	0.0899268	0.644338	1.40296	0.762918
Lhfpl5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhpp	9.79755	5.73536	13.0598	8.59999	8.84183	4.6087	7.00141
Lhx1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx2	0.955943	0.445434	0.581943	0.001	1.06682	0.40904	4.14103
Lhx3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx6	0.496712	0.4537	0.0303227	0.24626	0.140177	0.65952	0.440625
Lhx8	0.001	0.0474517	0.001	0.001	0.0780956	0.001	0.001
Lhx9	0.001	0.044881	0.001	0.001	0.001	0.001	0.0302865
Lias	22.42	15.2982	19.4864	24.3688	22.5221	16.6434	13.697
Lif	3.27982	6.44027	1.28029	0.546491	0.388665	1.31633	1.52152
Lifr	2.38751	3.91366	1.79182	2.10427	8.5299	6.18355	4.13299
Lig1	58.701	44.492	29.9988	52.0762	29.5674	14.8899	10.5885
Lig3	5.45029	9.82649	5.70312	6.35566	3.90566	4.84706	3.59335
Lig4	1.35433	0.240545	0.822958	0.274633	1.00948	0.641654	0.318049
Lilra5	0.001	0.001	0.293143	0.001	0.001	0.513356	0.001
Lilra6	0.00939285	12.3994	4.81177	0.523296	0.185591	0.455231	0.127203
Lilrb3	0.282588	67.324	92.7966	10.7877	1.3913	6.9909	0.580158
Lilrb4	4.1684	97.1414	113.955	14.7116	2.48938	14.8983	0.769882
Lim2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lima1	8.23605	11.5274	12.9346	12.7919	31.5703	24.6012	21.9359
Limch1	0.304176	1.37125	0.0660182	0.475751	0.836466	2.91243	7.65581
Limd1	8.85411	17.2156	8.85289	11.1887	15.1131	10.2829	25.2466
Limd2	10.8741	37.1967	38.0472	46.4216	14.4087	8.77886	10.026
Lime1	3.60717	2.92382	1.324	1.19842	4.18078	12.4348	11.9123
Limk1	5.1488	4.76295	6.90663	4.42678	5.09895	3.82883	3.5863
Limk2	2.55693	4.05018	2.27964	5.49178	4.90959	4.39571	8.07408
Lims1	21.652	8.80438	11.2209	6.99686	49.5269	26.2157	7.23744
Lims2	1.66157	5.37104	1.62324	2.76864	0.836917	5.50319	38.353
Lin28a	0.001	0.258487	0.001	0.001	0.0426043	0.001	0.0170812
Lin28b	0.001	0.001	0.001	0.001	0.02694	0.001	0.001
Lin37	9.32519	13.7474	14.6736	10.215	7.34196	13.5465	15.8314
Lin52	3.74355	1.17233	5.03891	2.63261	6.00427	7.69529	6.21433
Lin54	4.69764	2.70948	1.89669	0.308044	4.89468	2.36897	1.02727
Lin7a	0.728574	0.210821	0.00415415	0.262177	6.24443	6.93045	1.65199
Lin7b	0.233855	0.001	0.001	0.748984	0.001	0.001	0.827496
Lin7c	20.3413	5.58503	5.32273	4.04163	18.0606	18.1316	3.29321
Lin9	4.34235	1.98827	1.82229	0.264832	6.43496	3.03269	0.584304
Lingo1	0.34008	0.164299	0.001	0.158569	0.315901	0.263082	0.976975
Lingo2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lingo3	0.487308	0.20939	0.0289623	0.001	0.0431391	0.0661815	0.207544
Lingo4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lins	2.0362	1.38583	1.8188	1.16013	2.25064	2.11077	1.40854
Lipa	3.97012	93.956	150.76	24.3195	18.9855	17.3428	9.48869
Lipc	0.001	0.001	0.0541423	0.001	0.0806433	0.915073	0.742935
Lipe	1.81187	6.44778	4.77985	4.04092	4.48926	11.0386	6.00988
Lipf	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipg	0.0814405	0.993278	1.3872	0.502474	0.0779709	0.0239249	0.828477
Liph	0.001	0.0472041	0.001	0.001	0.0752184	0.0230696	0.001
Lipi	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipk	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipm	0.001	0.001	0.001	0.001	0.001	0.001	0.0446739
Lipn	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipo1	4.89718	2.27127	3.00697	0.291237	4.08716	4.26341	1.31863
Lipt1	3.21896	2.97602	2.66916	4.46069	2.03877	2.40656	1.6732
Lipt2	8.2857	2.84351	3.0452	3.26228	2.26782	2.57568	2.24129
Litaf	44.6091	303.928	107.236	54.4816	91.5695	50.4373	111.257
Lix1	2.93199	0.29181	2.06614	0.563088	22.2156	16.56	1.56137
Lix1l	7.10586	8.53223	8.05788	14.0433	47.5861	21.48	32.2186
Llgl1	14.0094	14.9576	10.6658	25.8625	14.1545	12.9253	14.5143
Llgl2	0.227357	0.710409	0.224615	0.367428	0.0418	0.115481	1.01844
Llph	146.181	33.2361	36.5311	56.1135	39.8822	37.5372	19.0265
Lman1	33.2763	21.4694	14.3639	13.2049	62.1741	36.7626	12.2856
Lman1l	5.20666	0.492836	0.544289	0.946735	0.270233	0.0552435	0.001
Lman2	52.3697	74.7862	63.5562	95.1891	58.0314	51.2938	42.8594
Lman2l	5.73624	10.3419	15.9951	15.1349	14.6242	14.0045	9.18803
Lmbr1	1.46739	1.02331	1.23235	1.18017	3.10864	2.24413	1.3061
Lmbr1l	3.37119	4.50633	4.79105	5.45263	6.21764	13.5879	9.99263
Lmbrd1	5.56108	8.39715	9.33423	3.90108	12.135	12.421	5.92826
Lmbrd2	1.74738	1.04164	1.21818	0.574223	7.55211	1.39924	1.06154
Lmcd1	52.069	4.84683	1.8248	6.03048	11.3249	4.22277	102.891
Lmf1	8.14838	20.1877	17.4242	24.3346	18.5285	17.1675	16.5273
Lmf2	29.0471	39.987	30.5609	45.4765	25.7758	29.8127	27.0902
Lmln	0.34344	0.368916	0.0480405	0.001	0.787118	0.43915	0.373016
Lmna	541.401	535.684	433.759	963.107	189.656	323.128	342.171
Lmnb1	60.0427	82.5696	41.1306	41.8201	37.518	30.3699	17.1532
Lmnb2	36.0828	27.3995	33.2458	69.0461	29.4737	37.9303	19.3406
Lmo1	4.57006	7.45895	3.26493	5.92781	0.784334	3.26814	5.01717
Lmo2	2.63813	8.74603	25.7529	9.58524	3.34912	23.7496	17.3713
Lmo3	0.001	0.001	0.001	0.001	0.001	0.001	0.0878247
Lmo4	27.8408	33.4755	30.3368	23.0412	31.2622	49.922	55.1552
Lmo7	1.20479	1.71382	3.50877	2.47979	1.37785	1.72792	1.24828
Lmod1	0.67123	4.71649	0.351362	0.766598	0.373823	0.7456	46.3173
Lmod2	2.52676	0.668039	3.90157	3.34988	4.24067	5.41902	15.4139
Lmod3	1.03419	0.124072	5.12028	4.81789	1.77045	1.35762	6.68444
Lmtk2	3.61432	5.83937	0.869583	1.92573	3.30022	2.85363	5.35989
Lmtk3	0.0252185	0.001	0.0609619	0.106455	0.001	0.0743077	0.218497
Lmx1a	0.001	0.001	0.179319	0.0521404	0.001	0.001	0.0535398
Lmx1b	0.001	0.246072	0.001	0.001	0.001	0.041274	1.72392
Lnp	3.85735	0.638115	1.71	0.718086	3.31443	2.48427	0.622654
Lnpep	4.84886	9.09252	6.6298	2.01229	21.7477	11.7077	3.08046
Lnx1	0.398053	0.395012	0.266696	0.001	0.513303	0.630412	0.0237039
Lnx2	4.32779	2.77651	2.48927	2.22985	2.74052	4.9074	5.13309
Loh12cr1	7.76382	5.09884	5.1731	6.48463	2.82538	4.72137	9.31354
Lonp1	50.5631	32.8195	44.6704	47.8693	27.0381	36.1061	28.7333
Lonp2	12.7432	12.446	13.8749	7.94591	22.7136	23.5407	15.4549
Lonrf1	3.11643	1.41037	0.780501	0.571287	2.2876	2.30148	2.69167
Lonrf2	0.001	0.0696853	0.001	0.001	0.001	0.00881704	0.357208
Lonrf3	1.56038	2.11223	1.19606	1.04504	1.19422	2.12707	0.392675
Lor	0.001	0.001	0.001	0.001	0.001	0.0538006	0.140524
Lox	5.78584	21.6493	1.84716	0.481092	39.2168	4.29664	15.1803
Loxhd1	0.0273445	0.119698	0.0883776	0.102943	0.0219398	0.0269343	0.0528043
Loxl1	30.2598	38.1387	9.02573	26.3309	77.0121	96.9474	103.189
Loxl2	5.62284	9.61434	1.44052	1.74048	8.89619	4.03721	32.5633
Loxl3	1.047	7.36422	2.36723	1.08628	3.59869	3.48014	22.1556
Loxl4	0.178304	1.23373	0.1798	0.455241	0.321284	0.115033	1.85816
Lpar1	15.1263	6.29605	3.14412	2.71682	18.5556	27.0049	25.0494
Lpar2	0.445253	1.18987	0.787135	0.687484	0.101951	0.117332	0.572489
Lpar3	6.53962	2.54308	2.07843	3.44464	6.61647	3.91036	2.50557
Lpar4	1.07033	0.189245	1.41981	1.68628	12.6888	5.39374	0.47268
Lpar5	0.001	1.26487	5.50249	0.0672996	0.219264	0.302489	0.231061
Lpar6	1.26619	1.93829	2.30805	1.86744	4.72697	7.34429	2.01729
Lpcat1	7.12815	16.4525	10.1718	5.45422	7.47686	5.97252	11.3439
Lpcat2	0.247685	12.045	19.8037	1.63228	0.911736	3.22487	2.12814
Lpcat2b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lpcat3	13.4916	16.0507	26.8455	18.8984	17.6035	17.1651	14.3516
Lpcat4	6.07744	11.0918	4.75941	16.7568	1.22224	1.82419	4.11227
Lpgat1	9.65223	5.50725	4.8031	4.1882	11.3177	5.31374	2.34144
Lphn1	4.90075	2.25876	0.719929	1.11384	3.76198	3.53412	14.5913
Lphn2	1.65391	3.18192	2.71921	1.89735	4.81719	2.94947	5.09492
Lphn3	0.0311726	0.121187	0.001	0.001	9.3448	2.4845	1.00219
Lpin1	3.9319	3.09766	1.89573	0.886952	3.05199	3.46415	6.68254
Lpin2	3.19413	5.67098	5.03411	1.8584	10.8739	6.76919	4.55779
Lpin3	14.9844	10.5169	6.39252	12.1178	10.7086	10.8114	6.10079
Lpl	7.45013	30.1404	81.1608	31.7152	21.265	31.4088	9.8291
Lpo	0.001	0.001	0.001	0.001	0.001	0.001	0.0820256
Lpp	3.54535	3.8812	1.5488	0.849263	11.71	4.75149	5.30196
Lpxn	0.519601	43.6851	55.1746	14.7483	1.78449	3.97422	0.940184
Lrat	0.001	0.001	0.001	0.001	0.001	0.0584772	0.001
Lrba	1.63572	3.06383	1.17878	0.78336	4.10653	2.0978	1.38738
Lrch1	4.25939	4.56235	6.77563	3.00438	9.19707	11.6378	8.4498
Lrch2	0.461917	0.198608	0.329682	0.001	3.56018	0.351575	0.131257
Lrch3	1.41747	3.6428	2.51919	1.42379	6.69535	5.73541	3.91518
Lrch4	4.25865	30.8552	30.1553	18.9476	7.86881	11.444	10.4913
Lrcol1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrdd	2.16769	2.16368	1.66495	3.32673	1.60162	1.15709	1.139
Lrfn1	0.804772	0.662116	0.183068	0.424548	0.0584359	0.195096	0.90752
Lrfn2	0.001	0.001	0.001	0.001	0.001	0.001	0.199705
Lrfn3	2.92559	1.71794	0.950121	2.20898	1.25795	1.27035	2.56312
Lrfn4	10.138	6.60174	1.65343	15.5278	4.97683	4.87969	9.99511
Lrfn5	0.001	0.001	0.001	0.001	0.0396547	0.001	0.001
Lrg1	6.3035	36.7684	2.96571	12.5933	0.477542	4.53778	4.72962
Lrguk	0.0204705	0.029637	0.001	0.001	0.0488357	0.104882	0.001
Lrif1	2.81796	0.375654	0.001	0.001	5.13947	3.43124	0.395388
Lrig1	20.4086	7.48661	1.97356	5.87632	34.8932	39.7066	41.6877
Lrig2	1.28154	1.44004	1.2269	1.35779	6.82254	5.14142	2.09336
