tracking_id	locus	Endothelium 0D NTX	Endothelium 2D NTX (a)	Endothelium 2D NTX (b)	Endothelium 2D NTX ©	Endothelium 3D NTX (a)	Endothelium 3D NTX (b)	Endothelium 3D NTX ©	Endothelium 4D NTX	Endothelium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX (a)	Endothelium WT 10days (b)	Endothelium 14D NTX
L3mbtl3	chr10:26275451-26375185	2.92314	3.22419	4.32432	4.10609	1.93209	2.1793	3.25947	4.8326	4.45453	4.29529	4.78205	5.57529	3.24505	5.40264
L3mbtl4	chr17:68273796-68780086	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100038947	chr3:15795146-15848487	0.001	13.308	8.75377	2.07203	8.35932	2.616	3.14616	0.630737	2.20093	0.641117	0.0352227	1.17902	0.458552	0.125386
LOC100040786	chrY:54185856-54188230	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00545855	0.001	0.001	0.001
LOC100040786	chrY:56018104-56020480	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00545855	0.001	0.001	0.001
LOC100040786	chrY:66739796-66742170	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00545855	0.001	0.001	0.001
LOC100043315	chr15:95097621-95149318	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100048884	chr4:61670177-61674094	0.015717	0.001	0.001	0.0307826	0.001	0.0557754	0.001	0.001	0.001	0.001	0.0458787	0.001	0.00981097	0.00843568
LOC100502924	chr4:73605543-73611922	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100502924	chr4:73620647-73627026	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100502924	chr4:73650909-73672395	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC100503280	chrX:74966843-74969125	0.001	0.001	0.001	0.035232	0.0693122	0.0431258	0.001	0.001	0.001	0.001	0.0595978	0.001	0.0557826	0.0216841
LOC100503496	chr11:109440077-109453359	0.43568	0.001	0.0791247	0.0665982	0.0982739	0.001	0.247017	0.001	0.357933	0.054196	0.001	0.0362275	0.158139	0.0820146
LOC100504608	chr10:127032904-127041394	0.001	0.001	0.001	0.101348	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.106426	0.001	0.122862
LOC100504703	chr10:127070480-127071101	6.05488	8.78444	3.03556	2.02157	15.7365	14.1476	2.96541	0.001	0.001	3.95117	6.62391	4.13098	6.29534	4.0815
LOC100861615	chr14:6259746-6287250	4.06347	3.15666	2.28897	2.43904	1.7533	3.83834	1.48049	1.34087	2.72007	2.74897	4.73512	4.03473	4.46756	7.10417
LOC100861978	chr4:42655250-42656005	0.001	0.001	0.111349	0.001	0.001	0.001	0.0309312	0.001	0.001	0.001	0.001	0.001	0.001	0.0423035
LOC100861978	chr4_JH584293_random:16835-22237	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC106740	chr17:14947735-14948823	0.865562	5.10341	0.965195	2.39068	1.03121	3.49864	0.360881	0.372791	2.2805	0.375969	2.17885	1.37738	1.06391	2.64148
LOC171588	chr2:144465175-144466732	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LOC666331	chr11:101610699-101615956	0.917674	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lacc1	chr14:77024200-77036617	0.0387516	4.0231	2.26348	1.25983	3.83683	1.8618	2.17378	0.328313	2.39179	0.893101	0.521667	0.909716	0.225578	0.337385
Lace1	chr10:42312584-42478565	7.92013	5.92553	5.81278	4.63162	4.37911	5.58441	5.38516	4.53267	6.8893	6.97232	6.43124	7.0889	5.03366	7.05561
Lactb	chr9:66955392-66975484	10.6503	15.6777	7.99481	6.26347	5.85212	7.59564	4.33279	5.58857	8.9689	9.2284	8.49554	7.55149	5.79661	7.73928
Lactb2	chr1:13625899-13660509	4.58085	6.17958	5.92276	2.39808	2.42065	1.7916	1.69405	3.4765	4.46653	3.60187	4.15891	5.73273	3.17931	5.21865
Lactbl1	chr4:136622620-136638110	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lad1	chr1:135818597-135833341	0.0308277	0.110543	0.0451315	0.0378809	0.0559384	0.185422	0.468025	0.001	0.001	0.0309986	0.001	0.0830559	0.029944	0.001
Lag3	chr6:124904358-124911705	2.28682	2.80896	2.42798	3.58802	4.79911	7.24771	4.0025	1.24027	5.65127	3.04339	0.492921	3.49863	5.56236	3.38005
Lage3	chrX:74352161-74353618	33.4799	40.2722	37.3553	17.3494	50.8761	33.164	45.4943	22.1288	38.6921	44.543	18.0007	29.6334	28.7648	22.1869
Lair1	chr7:4007072-4063204	0.001	4.5376	3.53029	0.474484	12.6846	1.36851	3.66112	0.509378	1.44017	0.655064	0.359389	1.05354	0.197279	0.079104
Lalba	chr15:98480399-98482683	5.88382	1.94384	2.23545	1.90412	3.64134	2.33306	3.3055	2.0353	8.03314	5.14522	1.46496	6.01746	5.45628	3.46737
Lama1	chr17:67697264-67822645	0.001	0.0166787	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0035417
Lama2	chr10:26981284-27616942	1.64187	3.25123	2.80856	3.98031	0.479797	1.04791	0.511511	4.3412	10.2979	6.18911	6.26461	4.06103	1.02542	3.89962
Lama3	chr18:12334023-12583012	2.67186	2.0692	2.66013	3.53981	1.51596	4.34361	2.63278	5.35397	5.44797	6.56756	4.70144	7.11074	6.99085	7.53718
Lama4	chr10:38965514-39110188	54.7122	67.7213	75.4151	71.0345	46.3301	39.3174	56.899	75.7828	70.6088	107.98	90.533	85.8306	61.1785	80.1356
Lama5	chr2:180176372-180225859	22.9192	22.0284	30.0169	48.7502	19.2915	44.1566	30.3632	53.9497	24.841	15.3294	7.80412	29.6425	57.3295	28.4206
Lamb1	chr12:31265293-31329639	25.5686	66.3707	73.828	59.6719	44.7058	54.51	43.4651	95.2266	100.352	101.674	70.0161	65.1068	58.0932	54.4264
Lamb2	chr9:108479861-108490530	105.379	50.0047	46.9347	62.5037	49.3162	69.6789	57.3731	92.3721	44.5525	67.2605	39.2322	67.0009	99.5618	71.6577
Lamb3	chr1:193301993-193343878	0.0223496	0.0401419	0.0328095	0.123798	0.0541807	0.0841564	0.001	0.0584085	0.0991708	0.0451161	0.001	0.0151215	0.0434729	0.00850847
Lamc1	chr1:153218921-153332786	39.7979	50.4877	65.4938	75.4941	56.6885	46.5688	60.2007	102.437	69.1462	84.9776	94.262	77.749	83.8997	80.0276
Lamc2	chr1:153122755-153186447	0.590471	1.59246	1.3534	0.877364	1.35936	1.11278	0.964648	1.07875	1.66008	0.772974	0.991159	1.20171	0.794438	0.774892
Lamc3	chr2:31887280-31946535	0.165542	0.0270711	0.0442899	0.102038	0.0639554	0.001	0.0687339	0.364209	0.133942	0.30478	0.0780989	0.0919977	0.146524	0.126365
Lamp1	chr8:13159134-13175338	186.222	312.091	295.032	166.813	411.303	188.323	305.881	236.727	274.161	255.706	343.86	232.094	200.748	201.191
Lamp2	chrX:38405063-38456455	121.575	134.82	125.666	68.4899	113.992	78.3367	84.9104	113.715	155.977	87.0977	128.241	108.637	47.9063	102.197
Lamp3	chr16:19653380-19706365	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00924314	0.001	0.0104114
Lamp5	chr2:136057926-136069917	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lamtor1	chr7:101905836-101911903	40.9285	54.5558	61.1004	23.9666	67.7636	34.4399	73.918	41.5142	59.0961	63.1383	15.0155	43.9613	36.5863	37.5831
Lamtor2	chr3:88549818-88552927	97.2045	75.7228	67.3904	42.0282	111.365	78.9392	78.4836	60.2871	69.7722	72.7668	63.6032	60.6989	64.8952	44.0507
Lamtor3	chr3:137918554-137928762	36.2212	43.9934	36.8808	21.1981	39.1239	24.5749	25.0164	30.128	34.9132	35.9566	42.3377	31.4302	32.1301	30.6958
Lamtor4	chr5:138255481-138259395	42.8642	39.5592	38.3884	19.7734	65.9661	38.9746	58.9408	35.2489	44.2085	35.9083	19.2327	28.133	25.403	24.4356
Lamtor5	chr3:107278857-107284081	109.785	89.627	80.2108	39.3633	127.8	60.7283	72.7729	51.8632	78.122	100.465	125.287	77.1581	55.7459	64.545
Lancl1	chr1:67000516-67038872	3.81765	3.75988	3.37845	2.20913	3.67592	2.82302	3.23349	3.40764	5.96031	4.45696	3.22766	3.84423	3.25788	3.3674
Lancl2	chr6:57702454-57739449	9.09401	8.8557	8.51506	5.80866	6.73054	4.05086	5.7934	7.28981	9.38761	8.71625	12.4782	7.59228	4.31762	7.59556
Lancl3	chrX:9199972-9268085	1.11161	0.499051	0.33988	0.456027	0.001	0.174377	0.0352065	0.12103	0.102727	0.420589	0.288209	0.579496	0.146383	0.987159
Lao1	chr4:118961966-118968910	0.732819	0.174528	0.92441	1.79435	2.67766	0.951679	2.25507	1.17623	0.107265	1.41338	0.707569	3.03128	0.75723	0.995157
Lap3	chr5:45493373-45512691	17.5914	36.5282	37.3135	16.0363	26.3701	15.0394	22.151	18.72	31.1337	23.6817	18.9863	22.0032	13.672	15.2708
Laptm4a	chr12:8921306-8938741	501.863	282.644	284.969	181.824	342.753	281.69	345.166	361.819	369.845	282.636	411.932	293.676	337.764	290.903
Laptm4b	chr15:34238025-34284295	15.7873	15.9015	21.1255	20.9312	23.7617	17.6226	26.6029	30.185	24.98	22.9502	34.6998	27.4884	34.6221	24.4933
Laptm5	chr4:130913333-130936148	0.704162	58.7451	46.8371	25.4583	255.971	56.3223	115.735	12.0075	22.5037	9.01448	2.26847	17.6817	5.40813	1.33259
Large	chr8:72814598-73352556	3.82369	5.25953	7.24764	5.13196	4.21096	5.13964	5.58483	8.75663	8.75019	8.96188	6.56521	7.09668	7.02446	8.27319
Larp1	chr11:58009063-58062032	6.96444	12.3385	14.2322	13.8442	7.52862	13.3276	8.56858	13.2559	8.35175	8.58318	7.92742	9.9992	11.6401	12.7794
Larp1b	chr3:40950630-40977793	12.0865	13.3178	11.1732	11.2537	9.56202	9.63828	7.79737	11.0415	11.4795	18.3051	21.1569	15.3013	15.7488	15.2263
Larp4	chr15:99970073-100016358	9.19695	15.6405	11.6741	9.5601	2.53204	7.76021	3.18487	7.58475	10.2225	7.14688	4.00239	6.57579	2.59402	12.9549
Larp4b	chr13:9093904-9173090	5.31965	7.66248	7.36576	11.4843	5.59091	8.92899	6.55897	10.2686	5.41791	5.92027	9.58368	7.28863	5.45645	9.68325
Larp6	chr9:60713120-60738801	0.570952	0.001	0.238054	0.001	0.196876	0.001	0.001	0.15942	0.359303	0.32663	0.971122	0.245922	0.0395545	0.262255
Larp7	chr3:127536713-127553349	15.2533	21.3513	17.6673	13.2091	9.6004	9.49195	5.58898	12.553	18.0019	20.877	18.0081	13.2493	7.1976	13.4166
Lars	chr18:42202348-42262071	9.53151	20.2022	22.2225	11.4203	9.58086	10.719	10.1128	10.8915	18.2208	13.5172	11.99	12.6289	9.08208	13.1706
Lars2	chr9:123366939-123462664	3.04241	4.32856	6.14765	3.83058	4.08389	2.71365	4.28703	2.61424	5.39772	4.95818	4.17455	4.44696	4.43772	3.74955
Las1l	chrX:95935312-95956959	9.07543	13.7488	12.6356	6.31873	8.8201	9.45713	4.21688	8.58341	13.1408	13.3163	10.0693	13.1086	7.31153	11.2815
Lasp1	chr11:97799671-97838764	87.6587	70.8839	83.0934	76.4738	107.758	69.1267	99.8556	85.5645	57.3432	91.9309	82.7055	89.2375	87.1539	79.2698
Lat	chr7:126363827-126369534	0.165454	0.001	0.952909	0.201173	3.06488	1.90888	0.560073	0.160662	0.179259	0.0813204	0.001	0.325369	0.837248	0.0616912
Lat2	chr5:134600264-134615023	0.471578	18.3378	14.0793	4.50841	31.3988	10.5873	19.8377	1.53005	4.79406	1.53335	0.278262	2.81827	1.59585	0.757573
Lats1	chr10:7681208-7716461	5.0662	5.75438	5.66861	8.34211	2.74155	7.12598	3.07166	6.9199	4.90289	3.9894	4.9022	6.33197	3.43148	8.97739
Lats2	chr14:57689661-57746123	28.0821	22.0503	24.5821	26.7987	19.6588	25.3738	18.9717	36.85	20.6066	20.7541	38.5057	27.5729	37.291	36.1728
Lax1	chr1:133679028-133690108	0.539068	0.496146	0.120986	0.40675	1.05079	3.3913	0.345604	0.387109	0.436359	0.166	0.257567	0.716913	0.595495	0.315085
Layn	chr9:51056779-51077094	6.92722	9.36648	10.7734	7.71062	7.97606	3.68603	9.08292	9.50055	11.1465	10.9345	17.6827	11.4502	9.48177	9.33294
Lbh	chr17:72918304-72941946	10.8049	10.6566	11.2076	12.5599	13.4182	18.2586	11.4617	29.0663	21.7752	16.4843	7.80767	16.0784	21.8239	13.9028
Lbp	chr2:158306492-158332852	23.8972	7.75002	3.24295	5.60678	17.3825	18.6957	26.2834	33.7851	11.6688	13.3919	24.6737	30.4976	33.0003	37.404
Lbr	chr1:181815314-181842401	39.2592	41.7802	42.7258	24.8888	23.6035	35.5215	25.7876	38.5559	41.5007	41.8453	35.9901	36.5278	39.0372	47.6727
Lbx1	chr19:45233727-45235236	0.001	0.225151	0.181855	0.154367	0.001	1.51267	0.001	0.164749	0.54569	0.123524	0.001	0.001	0.001	0.001
Lbx2	chr6:83086364-83088241	2.47906	1.44929	1.75406	0.828074	2.84407	1.01441	2.15501	1.06103	1.46112	1.19017	0.706314	1.4924	1.44844	0.806513
Lca5	chr9:83391354-83441127	1.36673	1.07419	1.09759	1.36718	0.440148	0.788189	0.405942	1.9631	1.26425	0.976762	1.19618	1.46079	0.768577	1.63961
Lca5l	chr16:96158405-96192257	0.318851	0.001	0.127384	0.0534477	0.263101	0.17441	0.440214	0.0756763	0.320709	0.116684	0.150223	0.156343	0.16898	0.143126
Lcat	chr8:105939550-105943402	1.32649	3.27391	2.76673	2.24418	1.98578	7.08838	1.11045	0.907665	1.76269	1.67267	0.836594	1.94132	5.19222	2.94918
Lce1a1	chr3:92646531-92648307	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1a2	chr3:92668612-92670315	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1b	chr3:92655649-92656926	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1c	chr3:92679246-92680918	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1d	chr3:92685498-92687210	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1e	chr3:92707399-92709074	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1f	chr3:92718695-92720350	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1g	chr3:92750150-92752338	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1h	chr3:92763214-92765065	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1i	chr3:92777209-92778899	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1k	chr3:92806290-92807891	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1l	chr3:92849948-92851286	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1m	chr3:93017806-93019060	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3a	chr3:92925286-92926230	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3b	chr3:92932978-92934096	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3c	chr3:92944485-92945730	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3d	chr3:92957389-92958574	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3e	chr3:92967060-92968281	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3f	chr3:92992225-92993426	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce6a	chr3:92620084-92621660	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lck	chr4:129548343-129573641	0.320909	1.393	3.40653	1.32177	3.78516	3.19636	3.08848	3.16373	1.91478	2.01505	0.569294	1.93006	2.06613	1.36766
Lclat1	chr17:73107984-73243366	3.31873	5.66867	5.31208	6.14611	4.71238	2.52535	4.14335	7.42985	6.13463	5.69858	9.77867	5.45882	5.83062	5.06049
Lcmt1	chr7:123377981-123430358	9.96286	12.8889	15.552	9.45969	18.0749	12.6189	16.228	12.4902	18.4811	19.3059	22.7573	14.9593	15.6266	12.4135
Lcmt2	chr2:121137291-121140698	2.85965	1.49363	1.77122	2.3115	1.75566	1.50248	1.22891	2.10373	1.784	2.35314	2.19913	3.3529	4.26033	2.33212
Lcn10	chr2:25682725-25686081	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn11	chr2:25777016-25780279	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn12	chr2:25490844-25493911	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.103268	0.156342	0.001
Lcn2	chr2:32384636-32387739	9.37801	10.9817	5.3577	7.52929	6.85126	0.960712	5.15026	5.60884	2.49432	8.6567	5.61503	40.4179	5.17365	17.4914
Lcn3	chr2:25765568-25768099	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn4	chr2:26667673-26671282	0.001	0.001	0.001	0.001	0.261112	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0705789	0.053934
Lcn5	chr2:25657951-25662230	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn6	chr2:25676785-25681607	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn8	chr2:25653117-25656216	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn9	chr2:25823152-25825537	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcor	chr19:41549638-41559781	0.849721	1.21477	0.709451	1.45097	0.351376	0.654849	0.411301	0.669034	0.686357	0.624585	0.78139	0.955381	0.582508	1.80315
Lcorl	chr5:45697183-45857540	5.26955	4.921	4.22994	2.60078	0.935309	3.24571	1.26868	3.01819	3.63885	3.09259	2.7777	3.35514	0.744174	7.53314
Lcp1	chr14:75131122-75230842	6.26996	61.8913	50.0817	25.8241	96.7837	24.9917	49.0759	17.8331	24.4219	18.296	20.7847	27.5549	13.0457	14.8473
Lcp2	chr11:34047200-34092280	0.574408	9.61904	6.6949	4.94432	16.9884	4.58913	6.54448	2.9643	2.48319	4.13201	4.99062	3.83915	2.61838	2.59877
Lct	chr1:128284763-128328318	0.014455	0.001	0.001	0.0267329	0.001	0.0981243	0.0440177	0.001	0.001	0.0292822	0.0150038	0.0392857	0.0211126	0.0551817
Lctl	chr9:64117146-64138118	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ldb1	chr19:46032600-46045211	48.8038	28.2494	35.7793	26.222	39.6423	43.7968	49.4709	48.9997	46.0518	32.397	36.7742	48.16	62.2102	44.787
Ldb2	chr5:44472132-44799707	51.9311	35.601	52.1794	45.4385	49.0876	38.6214	46.2039	67.3295	67.747	58.6676	92.522	73.8835	75.7229	69.7461
Ldb3	chr14:34526698-34588681	0.65307	0.210994	0.571268	0.225548	0.141254	0.724669	0.086701	1.57144	0.354273	0.423226	0.302215	0.719538	0.725245	0.7536
Ldha	chr7:46845803-46855627	283.284	444.069	488.814	187.933	461.221	221.128	373.626	231.786	382.262	421.079	261.916	332.01	301.845	246.483
Ldhal6b	chr17:5417322-5418767	0.001	0.001	0.001	0.0839145	0.001	0.0513635	0.0518953	0.001	0.001	0.001	0.284234	0.001	0.0332356	0.001
Ldhb	chr6:142490248-142507943	8.55828	5.15733	5.43372	5.87622	15.8737	8.18862	11.2302	13.0203	16.53	12.0622	11.2581	9.95497	8.14061	8.35555
Ldhc	chr7:46861262-46878142	0.001	0.001	0.001	0.001	0.0922802	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0576162
Ldhd	chr8:111626270-111630322	0.340232	0.608523	0.868386	1.09483	0.692632	0.66996	1.38535	0.747918	0.74887	0.723262	0.440237	0.626312	0.762902	0.707423
Ldlr	chr9:21723575-21749918	2.88403	8.85072	8.32296	10.2453	2.77413	2.3258	3.49453	2.44063	2.33496	2.39322	1.73384	5.65949	10.015	7.17788
Ldlrad1	chr4:107209179-107217914	0.001	0.001	0.001	0.0689175	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.218902	0.001
Ldlrad2	chr4:137570875-137575180	0.001	0.001	0.0766557	0.258028	0.0951931	0.276346	0.239249	0.001	0.001	0.262577	0.381715	0.105328	0.204212	0.258241
Ldlrad3	chr2:101950200-102186377	10.5453	7.42035	8.32924	8.76806	10.0007	6.52674	9.56728	13.9472	8.53165	10.2058	14.3347	10.5979	13.0136	12.6162
Ldlrad4	chr18:67933256-68255549	11.177	7.31963	10.0816	14.4979	11.3478	9.15289	13.6786	18.8495	12.7384	12.2964	19.6937	17.206	13.8484	21.0358
Ldlrap1	chr4:134745411-134768004	19.2532	24.1996	24.4342	20.1123	24.0682	17.0799	28.4438	24.1339	20.5997	23.2749	9.81008	26.5832	26.0243	21.8148
Ldoc1	chrX:61709615-61710950	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ldoc1l	chr15:84553397-84557823	0.0611768	0.219848	0.0898655	0.0878903	0.32148	0.153631	0.0930491	0.546419	0.498057	0.185403	0.14808	0.331479	0.138871	0.209753
Leap2	chr11:53422180-53423136	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.131573	0.001
Lect1	chr14:79637689-79662170	0.001	0.001	0.001	0.042256	0.001	0.001	0.0522656	0.001	0.001	0.001	0.001	0.001	0.001	0.0519293
Lect2	chr13:56542459-56548538	0.001	0.884004	0.357101	0.001	0.892439	0.742373	0.0938548	0.242538	0.001	0.242623	1.03263	0.0806103	0.300983	0.0461921
Lef1	chr3:131110296-131224357	0.0775336	0.001	0.178789	0.300489	0.098576	2.05788	0.77368	0.292682	0.001	0.122656	0.126846	0.164728	0.249492	0.101348
Lefty1	chr1:180935038-180938401	0.794086	0.544155	0.354239	0.372987	0.586962	0.547884	0.853278	0.198367	0.667381	0.72734	0.315584	0.364437	0.295329	0.55068
Lefty2	chr1:180893118-180899102	0.001	0.001	0.001	0.001	0.001	0.001	0.129761	0.001	0.001	0.001	0.001	0.0255209	0.001	0.0144012
Lekr1	chr3:65666227-65831162	0.851674	0.612286	0.888084	0.825633	0.367144	0.627696	0.374538	0.371534	0.586547	0.419006	0.196772	0.484479	0.331855	0.635503
Lelp1	chr3:92134993-92142754	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lemd1	chr1:132191435-132257382	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.42342	0.001	0.0704357	0.001	0.0804934
Lemd2	chr17:27189599-27204438	22.3664	18.9684	18.5754	8.70368	16.9824	18.2288	18.8964	15.917	19.0936	15.3803	8.14389	15.1209	14.9139	13.7258
Lemd3	chr10:120923410-120979330	4.97081	5.89937	4.79579	4.11312	2.94596	5.46163	2.61221	4.93605	4.50997	2.78084	3.48412	4.80956	4.65227	6.11048
Lenep	chr3:89401895-89402650	1.08382	0.94217	0.252236	0.969133	2.74395	3.43114	2.93926	2.41966	3.77148	2.0443	1.66063	1.91611	3.94723	2.41149
Leng1	chr7:3660106-3665840	12.8519	8.01816	6.66283	5.33857	9.32275	5.9572	5.62784	6.03466	5.82631	9.09721	8.48583	8.77368	9.95669	7.586
Leng8	chr7:4137055-4148173	9.14201	6.27043	6.62997	21.7469	11.4677	32.5835	9.58271	9.14443	5.71644	3.83052	9.2486	10.2514	24.9696	15.6304
Leng9	chr7:4148182-4149872	5.06721	3.18267	2.42373	1.90002	1.83436	3.23017	2.39282	2.88127	3.52791	3.7196	2.49979	3.51823	3.25897	2.42544
Leo1	chr9:75441523-75466432	9.66448	12.4223	11.9536	8.83147	6.1149	7.28124	2.90857	4.41158	9.68404	12.2544	15.0946	9.29668	7.25774	7.59915
Lep	chr6:29060220-29073876	0.0281643	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0583895	0.001	0.001	0.0107004
Lepr	chr4:101717406-101815354	10.9287	7.65122	4.69633	4.26291	2.15942	4.70368	3.9822	11.9897	6.62877	5.37626	6.55086	11.1435	3.12383	16.9802
Lepre1	chr4:119232914-119248977	6.78862	8.36117	9.13935	8.40083	10.0851	6.89421	9.59797	12.0772	12.5633	10.892	11.0988	10.0974	7.77926	9.22281
Leprel1	chr16:25960322-26105784	4.86865	3.1532	3.85717	4.9141	2.60794	4.09341	4.29272	10.143	3.78844	6.55153	5.12693	8.85261	7.93657	9.01413
Leprel2	chr6:124841094-124857687	6.30574	5.50037	6.24693	5.75711	3.29243	3.30952	3.41753	6.41963	8.25445	7.50649	7.32819	6.03687	4.99289	6.65759
Leprel4	chr11:100408749-100414819	8.7559	4.9652	7.64008	4.06497	4.83633	3.20124	6.70043	8.1073	9.26338	6.46655	3.40922	7.10321	5.58599	5.74564
Leprot	chr4:101647782-101659358	97.6127	68.2733	70.6423	48.2965	70.0885	60.0625	69.7833	85.7142	96.5853	81.4212	77.2624	81.7831	81.7853	86.9501
Leprotl1	chr8:34135571-34146739	14.8231	17.0525	17.2892	11.7759	18.9988	16.7678	19.4476	17.9179	19.3392	17.3674	20.9199	18.6289	15.0521	18.2565
Letm1	chr5:33741351-33782704	13.0489	18.8474	19.4783	11.5931	17.1218	12.4276	16.0569	15.035	15.4708	21.8514	19.4358	16.2736	17.2262	15.5317
Letm2	chr8:25578489-25597487	1.44713	1.29341	1.05439	1.80071	2.23538	3.22107	1.36968	1.97269	1.09376	1.6267	3.74401	1.54168	2.25737	1.75927
