tracking_id	locus	FAP 0D NTX	FAP 1D NTX	FAP 2D NTX	FAP 3D NTX	FAP 3D NTX	FAP 4D NTX	FAP 5D NTX	FAP 6D NTX	FAP 10D NTX
Gm10536	chr18:56936259-56940518	0.0369984	0.001	0.001	0.001	0.017804	0.001	0.001	0.001	0.0244774
Gm10538	chr1:132729352-132732826	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0581224
Gm10548	chr18:34207774-34221772	0.737139	0.0531879	0.0959549	0.0902698	0.0888416	0.176329	0.132635	0.225696	0.223056
Gm10549	chr18:33464162-33474710	0.0594301	0.001	0.001	0.001	0.001	0.001	0.0366674	0.001	0.137351
Gm10556	chr18:4812485-4850959	0.001	0.001	0.001	0.001	0.001	0.0290863	0.001	0.001	0.001
Gm10560	chr4:156021644-156023824	0.888619	0.001	0.001	0.217254	0.001	0.316081	0.339315	1.01051	1.0129
Gm10578	chr7:137234682-137242609	0.055841	0.001	0.001	0.0547095	0.001	0.001	0.001	0.112019	0.608591
Gm10584	chr7:132315663-132318291	0.001	0.001	0.001	0.001	0.118504	0.001	0.151644	0.164209	0.040572
Gm10619	chr7:73808221-73816503	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10635	chr9:79444036-79519302	0.001	0.001	0.001	0.041732	0.001	0.001	0.001	0.001	0.0140813
Gm10636	chr3:146367152-146378944	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10637	chr8:87169746-87199850	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10638	chr8:86745698-86747060	1.1358	0.165342	0.001	0.370641	0.427951	0.0902459	0.0775495	0.250091	0.580052
Gm10639	chr9:78289927-78305525	1.16877	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0346316
Gm10640	chr7:31162357-31170641	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10649	chr8:76749086-76900173	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10653	chr9:62841476-62862024	1.65095	9.16542	2.93879	4.13226	2.29916	6.67326	2.50495	3.09215	1.96422
Gm10658	chr9:57056896-57071966	0.467743	0.615291	0.244521	0.305173	0.302798	0.333945	0.095637	0.3074	0.2553
Gm10662	chr7:21909433-21921289	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm10662	chr7:23132622-23144478	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm10664	chr8:65028416-65037336	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10665	chr7:22463109-22464075	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10666	chr7:20138122-20139088	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10666	chr7:22133775-22134741	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10670	chr7:20473959-20474925	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10677	chr9:47799159-47818208	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10681	chr3:98499070-98510538	0.0491875	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0262372
Gm10681	chr3:98552543-98564009	0.0501969	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0265957
Gm10684	chr9:45107175-45135606	0.148479	0.001	0.001	0.0727205	0.001	0.001	0.0228818	0.001	0.001
Gm10696	chr3:94174411-94178193	0.001	0.001	0.001	0.001	0.001	0.0521206	0.001	0.001	0.001
Gm10697	chr3:93960291-93961314	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10697	chr3:94071621-94072644	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10714	chr2:174125037-174183918	0.001	0.001	0.001	0.001	0.001	0.151254	0.001	0.001	0.001
Gm10731	chr3:40853475-40855285	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.045401
Gm10745	chr3:11823228-11844359	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10754	chr10:97681413-97967090	0.102976	0.001	0.161137	0.001	0.001	0.0737309	0.0950505	0.136591	0.135495
Gm10767	chr13:66905414-66909166	0.355824	0.001	0.31815	0.14933	0.098318	0.327586	0.406671	0.404646	0.284291
Gm10768	chr19:43838802-43840845	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0796404
Gm10778	chr10:81649068-81667361	0.182717	0.0214922	0.116622	0.0976687	0.001	0.0477538	0.109491	0.111512	0.274819
Gm10778	chr10:81812185-81826490	0.182717	0.0214922	0.12958	0.0976687	0.001	0.0238769	0.10607	0.111512	0.208863
Gm1078	chr7:4965259-4970961	0.0506892	0.0876526	0.001	0.148995	0.001	0.0363969	0.001	0.001	0.0669921
Gm10782	chr13:56362899-56368857	0.114915	0.001	0.001	0.001	0.001	0.001	0.105995	0.076057	0.0377632
Gm10785	chr16:91688897-91715755	0.097922	0.127805	0.306392	0.479466	0.615372	0.561053	0.331516	0.260003	0.451151
Gm10787	chr10:77011994-77022214	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10789	chr16:90142236-90146827	0.068452	0.0738175	0.001	0.001	0.001	0.001	0.001	0.001	0.0113243
Gm10790	chr13:41865914-41913092	0.001	0.001	0.154498	0.001	0.001	0.001	0.0303914	0.001	0.0649913
Gm10791	chr16:84972210-84979451	0.203056	0.001	0.0794306	0.497102	0.0981853	0.001	0.156204	0.269409	0.968646
Gm10804	chr2:93452818-93469874	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0484532	0.001
Gm10814	chr19:6012619-6018459	0.335937	0.437632	0.131313	0.246771	0.162225	0.180585	0.15522	0.0558839	0.166025
Gm10818	chr16:32665222-32668197	0.001	0.001	0.001	0.001	0.001	0.0880623	0.001	0.081376	0.080867
Gm1082	chr7:30515121-30522193	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10823	chr16:27849929-27926128	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10825	chr10:22402812-22407470	0.001	0.001	0.001	0.0677382	0.001	0.001	0.0213561	0.0463932	0.0114349
Gm10845	chr14:79860520-79869176	4.70465	2.44887	5.2081	4.46026	1.83963	5.04434	4.31677	6.27351	9.59548
Gm10857	chr2:6132868-6140570	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10863	chr15:79166065-79216401	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10865	chr15:78994954-79011041	0.54983	0.245051	0.433329	0.001	0.001	0.001	0.001	0.177059	0.356562
Gm10872	chr15:76266786-76269839	0.001	0.001	0.001	0.001	0.001	0.001	0.171803	0.122291	0.001
Gm10921	chrX:31381958-31383918	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10921	chrX:4289285-4291245	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10922	chrX:4370635-4372595	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm10941	chr10:77257772-77259223	0.001	0.001	0.868251	1.3459	0.539735	0.195368	0.587051	0.177366	0.803687
Gm1110	chr9:26879566-26923081	0.001	0.001	0.001	0.001	0.001	0.0487031	0.0209332	0.001	0.001
Gm11110	chr17:57092022-57105942	1.57669	2.31055	0.687428	1.19988	1.19253	0.99956	1.28801	1.37704	1.0883
Gm11127	chr17:36055815-36058371	1.42585	1.32108	4.08764	5.78393	2.051	3.41304	2.93182	2.75299	3.68571
Gm11128	chr6:85808050-85809877	0.562749	0.0273028	0.734509	0.326474	0.20192	0.001	0.176118	0.26715	0.331221
Gm11149	chr9:49518287-49568025	0.001	0.001	0.106595	0.133176	0.263827	0.486191	0.250659	0.269154	0.401664
Gm11166	chr17:13096659-13098472	0.562547	0.001	0.001	0.600943	0.0989194	0.366182	0.42486	0.554053	1.05989
Gm11186	chr11:53111450-53120056	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11190	chr11:77912126-77929288	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11194	chr11:78394484-78405657	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11201	chr11:79023596-79035005	0.333111	0.0205637	0.148582	0.233137	0.114588	0.136702	0.0146909	0.254932	0.188727
Gm11202	chr11:79607078-79623163	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11213	chr4:63596900-63605261	0.001	0.001	0.001	0.459786	0.001	0.001	0.001	0.001	0.267304
Gm1123	chr9:99006964-99035690	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11240	chr4:73791243-73798378	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11346	chr13:24598124-24604767	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11351	chr13:25921034-25966316	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm1140	chrX:67682899-67693562	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm1140	chrX:67695697-67706350	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm1141	chrX:71932437-71940871	0.152588	0.001	0.119251	0.149462	0.001	0.164118	0.001	0.203338	0.0503069
Gm11413	chr4:83378316-83390668	0.001	0.001	0.001	0.001	0.001	0.0834199	0.001	0.001	0.001
Gm11426	chr11:82633352-82636309	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11435	chr11:83511735-83522175	0.001	0.001	0.001	0.001	0.042723	0.001	0.001	0.001	0.0291285
Gm11437	chr11:84148360-84167476	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11468	chr2:166273907-166294831	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.213619
Gm11487	chr4:73401031-73405072	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11517	chr11:96795331-96798156	1.74102	0.259195	1.83069	3.82801	0.711615	1.02836	1.23592	1.02523	0.422855
Gm11529	chr11:96446898-96464547	0.001	0.001	0.001	0.001	0.001	0.001	0.0736722	0.001	0.001
Gm11541	chr11:94694497-94704499	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11544	chr11:94844830-94849593	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11545	chr11:94755135-94761182	0.179628	0.001	0.327334	0.469281	0.173173	0.0859438	0.129295	0.200048	0.19768
Gm11548	chr3:36499803-36506809	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11549	chr3:36515056-36521445	0.0659141	0.001	0.001	0.0645713	0.0953612	0.0472898	0.121956	0.0439979	0.108752
Gm11554	chr11:99798185-99809892	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11554	chr11:99803669-99804446	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11559	chr11:99864475-99865571	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11562	chr11:99619597-99620404	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11563	chr11:99657941-99658959	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11564	chr11:99814975-99815666	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11565	chr11:99914750-99915671	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11567	chr11:99879186-99880229	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11568	chr11:99857916-99859060	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11569	chr11:99803547-99804446	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11570	chr11:99984702-99986593	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11595	chr11:99771713-99772913	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11596	chr11:99792674-99793292	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11602	chr1:63114470-63158295	0.580411	0.001	0.378329	0.284197	0.051635	0.0692861	0.329802	0.385357	0.604916
Gm11627	chr11:102576398-102579119	0.880623	0.001	0.463054	0.001	0.288026	0.62407	0.625009	0.188465	1.14039
Gm11648	chr11:103344752-103350126	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11696	chr11:109354777-109363654	0.0582208	0.125972	0.0454661	0.001	0.0841825	0.0835755	0.125734	0.0389148	0.192242
Gm11711	chr11:115020727-115027012	0.001	0.0969775	0.001	0.001	0.001	0.130007	0.0446611	0.0475168	0.0238087
Gm11711	chr11:115031485-115037769	0.001	0.0969775	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11744	chr11:116657107-116668389	2.84064	2.09898	2.04886	3.00899	3.23781	0.841351	1.73398	0.767224	1.61701
Gm11747	chr11:118444199-118454995	23.0379	2.48486	5.58267	4.79141	8.52755	4.01453	3.63846	6.22097	11.4355
Gm11756	chr4:73916727-73920760	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11757	chr4:73872219-73876266	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm11757	chr4:73887065-73891112	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm11757	chr4:73901906-73905953	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm11758	chr4:73872223-73876266	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11758	chr4:73887069-73891112	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11758	chr4:73901910-73905953	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11762	chr11:119548629-119569046	0.001	0.0427133	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11837	chr4:14930640-14953030	0.824593	0.27304	0.161995	0.201636	0.200939	0.293561	0.252136	0.402968	0.268909
Gm11937	chr11:99609793-99610189	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11938	chr11:99602645-99603308	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11944	chr11:3308999-3320722	0.001	0.0945827	0.001	0.001	0.001	0.001	0.001	0.139255	0.0697431
Gm11961	chr11:4620274-4630011	0.001	0.001	0.001	0.001	0.317136	0.001	0.0402024	0.001	0.001
Gm11974	chr11:6525590-6528760	6.67562	7.27989	20.5578	11.6658	1.55822	6.45375	5.43166	6.03227	1.81129
Gm11978	chr11:6650147-6660236	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11981	chr11:6716000-6720037	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11985	chr11:7183156-7188569	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm11992	chr11:9048591-9069354	0.001	0.001	0.105794	0.0663287	0.001	0.001	0.0208773	0.001	0.001
Gm12	chr11:98598290-98599586	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12060	chr11:23558059-23558842	0.001	0.001	0.001	0.476268	0.001	0.001	0.001	0.001	0.237544
Gm12070	chr11:26785107-26787859	80.8644	605.743	150.948	108.031	221.192	191.614	163.77	118.202	51.595
Gm12130	chr11:38491547-38520045	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12159	chr11:45102865-45116928	0.001	0.001	0.0922738	0.115395	0.001	0.001	0.001	0.001	0.001
Gm12169	chr11:46524250-46538156	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12171	chr11:46548412-46556068	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12185	chr11:48904655-48927159	0.089138	0.001	0.110912	0.218393	0.0219457	0.0427186	0.0872355	0.0598777	0.0688431
Gm12191	chr15:34440505-34443233	2095.64	1502.21	1972.67	1118.61	1531.58	966.725	1015.09	1025.48	596.505
Gm12216	chr11:53785488-53859256	2.59976	0.4692	0.239805	0.748338	0.965021	0.001	0.281464	0.001	1.25235
Gm12228	chr11:54819918-54824967	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12238	chr11:55482705-55482829	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12250	chr11:58183842-58190198	0.894959	0.25824	3.4947	6.89739	6.06825	2.82613	4.82226	3.54837	2.3244
Gm12253	chr11:58432558-58441622	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12295	chr11:65277653-65287833	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12298	chr11:66905631-66947086	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12359	chr11:98798308-98810089	0.001	0.213412	0.0957128	0.359005	0.177589	0.349711	0.225389	0.161596	0.160573
Gm12360	chr2:143747582-143789186	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12409	chr4:45762376-45764223	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12504	chr4:44121892-44124123	0.439414	0.031756	0.400595	0.573904	0.282698	0.57774	0.36118	0.439406	0.86945
Gm12505	chr4:55410442-55418842	4.44813	1.46848	6.30459	8.19995	1.98926	3.61021	3.95233	8.13169	0.82559
Gm12522	chr3:108379276-108383741	0.001	0.001	0.155968	0.001	0.001	0.143234	0.001	0.001	0.0439183
Gm12530	chr4:57172070-57176554	0.001	0.001	0.001	0.001	0.001	0.0679494	0.001	0.001	0.001
Gm12597	chr4:88557672-88558245	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12603	chr4:89050306-89084610	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12633	chr4:90359624-90361314	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12657	chr4:94593649-94600319	7.88259	1.63308	29.8522	19.7785	5.32485	25.582	17.0348	19.3437	12.0876
Gm12669	chr7:137437673-137467980	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm12695	chr4:96723886-96785160	0.102627	0.001	0.001	0.100496	0.001	0.0734828	0.126308	0.0680687	1.1816
Gm12709	chr4:102967265-102989755	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.114071
Gm12718	chr4:103382499-103492188	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12789	chr4:101986839-101990231	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12794	chr4:101940406-101943183	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm128	chr3:95236919-95241109	0.001	0.555476	0.001	0.226743	0.336302	0.001	0.0355994	0.001	0.228293
Gm12830	chr4:114821719-114856166	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12839	chr4:115582037-115583127	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12886	chr4:121414734-121423099	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12887	chr4:121614003-121622125	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm12888	chr4:121316315-121324917	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm129	chr3:95878504-95882228	0.122827	1.07233	0.288541	0.480996	0.297433	0.966347	0.830412	0.893007	0.121009
Gm12942	chr4:127126045-127129644	4.58277	0.831741	4.21355	3.093	2.22538	1.46653	2.90761	3.11452	2.22493
Gm13003	chr4:137159081-137165066	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13011	chr4:137401553-137409791	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13023	chr4:143789333-143795585	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13031	chr4:140947665-140957902	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13032	chr4:140810992-140817511	0.001	0.001	0.001	0.001	0.001	0.001	0.0253805	0.001	0.001
Gm13034	chr4:146067523-146068718	0.219856	0.001	0.306369	0.454281	0.0355565	0.393861	0.157424	0.0804007	0.120094
Gm13037	chr4:141982991-141986797	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13043	chr4:143511342-143517831	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13051	chr4:146097311-146126623	0.001	0.001	0.0590754	0.0277946	0.001	0.125577	0.00437663	0.0695465	0.0437207
Gm13057	chr4:143511311-143517833	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13057	chr4:143535953-143542471	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13057	chr4:143551699-143558236	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13078	chr4:143719454-143729158	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13083	chr4:143615002-143618595	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13084	chr4:143809990-143816093	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13088	chr4:143653759-143657246	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13102	chr4:144099879-144110101	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13103	chr4:143846496-143853637	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13109	chr4:143948579-143951016	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13119	chr4:144357963-144364419	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13124	chr4:144554999-144565134	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13125	chr4:144372759-144377933	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13128	chr4:144330248-144333465	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0314989
Gm13139	chr4:145781542-145829939	1.40746	0.20399	3.12442	3.85533	0.777838	2.64286	1.42707	3.76732	1.19413
Gm13139	chr4:146270384-146468233	1.13017	0.202241	1.14358	2.20045	0.286278	1.35045	0.674257	2.03257	0.375367
Gm13152	chr4:147175865-147513420	1.82262	0.001	3.40586	4.39145	0.203971	1.60292	1.28045	2.86407	1.2873
Gm13154	chr4:147553276-147585201	0.0189557	0.001	0.0533935	0.0298469	0.001	0.001	0.0167103	0.0963147	0.0187794
Gm13157	chr4:147753973-147809788	3.48317	0.306605	4.17694	3.84364	0.184014	3.51331	2.59905	4.0579	2.35532
Gm13177	chr4:144613706-144623398	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13178	chr4:144703190-144721404	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13212	chr4:145617145-145624394	0.674594	0.001	0.993891	1.82536	0.280518	0.64609	0.581376	1.54514	0.988745
Gm1322	chr2:67173833-67186212	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13238	chr4:145837218-145837992	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.562231
Gm13242	chr4:145670696-145704437	0.04442	0.00488362	0.036563	0.0336283	0.0152466	0.00711241	0.013657	0.0199148	0.0026191
Gm13247	chr4:146501999-146539395	0.001	0.001	0.113052	0.001	0.001	0.0499272	0.0442642	0.0739472	0.0258446
Gm13251	chr4:146449029-146469440	1.34959	0.05566	1.81096	0.865112	0.001	0.657003	0.508748	1.36351	1.4178
Gm13271	chr4:88754867-88755416	0.001	0.001	0.0412078	0.149923	0.0298478	0.0229262	0.00983455	0.001	0.001
Gm13272	chr4:88779849-88780660	0.233082	0.0830379	0.001	0.001	0.001	0.0469503	0.047498	0.0377949	0.001
Gm13275	chr4:88793741-88795297	0.0155225	0.256536	0.15711	0.001	0.173026	0.17129	0.139636	0.0523971	0.131346
Gm13275	chr4:88799574-88801130	0.0155225	0.662889	0.570469	0.001	0.230293	0.112958	0.128496	0.0866798	0.193656
Gm13276	chr4:88785053-88786515	0.0166435	0.196566	0.24705	0.0163789	0.199187	0.13079	0.177691	0.135029	0.178066
Gm13277	chr4:88787976-88789438	0.0166435	0.153417	0.110242	0.146729	0.379324	0.191321	0.172419	0.0928138	0.16289
Gm13278	chr4:88790894-88792356	0.0166435	0.197455	0.110242	0.001	0.207779	0.117409	0.154505	0.118493	0.199573
Gm13278	chr4:88796741-88798203	0.0166435	0.182938	0.110242	0.001	0.207779	0.142665	0.173269	0.0964815	0.169498
Gm13279	chr4:88791389-88792357	0.001	0.001	0.001	0.001	0.001	0.00714368	0.001	0.001	0.001
Gm13279	chr4:88797236-88798204	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13280	chr4:88676286-88676856	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Gm13283	chr4:88760773-88761584	0.001	0.341633	0.0244492	0.0151941	0.742145	0.0138097	0.214085	0.101932	0.173742
Gm13285	chr4:88773993-88774542	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13285	chr4:88776921-88777470	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13285	chr4:88779849-88780398	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13285	chr4:88788631-88789180	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13285	chr4:88791549-88792098	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13285	chr4:88794486-88795035	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13285	chr4:88797396-88797945	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13285	chr4:88800319-88800868	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13285	chr4:88803253-88803802	0.001	0.216104	0.0412078	0.0546949	0.28057	0.0229262	0.15749	0.0205457	0.0877308
Gm13285	chr4:88806185-88806734	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Gm13286	chr4:88757843-88758392	0.001	0.0543761	0.0412078	0.025394	0.0511379	0.001	0.00907804	0.0205457	0.0113936
Gm13288	chr4:88805530-88808380	0.0080544	0.0594957	0.0596458	0.0648917	0.145379	0.0914574	0.0790169	0.0410349	0.158828
Gm13289	chr4:88773833-88774801	0.001	0.240512	0.0728976	0.001	0.115808	0.0428509	0.158727	0.0871335	0.117206
