tracking_id	Inflammatory 1D NTX (a)	Inflammatory 1D NTX (b)	Inflammatory 2D NTX (a)	Inflammatory 2D NTX (b)	Inflammatory 2D NTX ©	Inflammatory 3D NTX (a)	Inflammatory 3D NTX (b)	Inflammatory 3D NTX ©	Inflammatory 4D NTX	Inflammatory 5D NTX	Inflammatory 6D NTX	Inflammatory 7D NTX (a)	Inflammatory 7D NTX (b)	Inflammatory 10D NTXs
Maml1	8.37547	6.58882	7.08062	6.08532	4.77359	4.51647	6.05028	5.86687	7.53572	6.47748	20.6659	4.48467	9.43194	12.8781
Maml2	0.903744	0.451026	0.727632	0.826709	0.755397	1.0389	1.49103	3.01211	1.81445	2.21049	26.0151	1.34682	1.04313	1.71987
Maml3	2.50543	2.56253	1.40267	1.39649	1.10025	1.64975	1.92313	2.11333	1.55282	1.38577	0.001	0.455178	0.996444	1.7495
Mamld1	0.568883	0.572798	0.471714	0.369428	0.319608	0.876588	1.46965	0.851656	0.745884	1.30699	0.001	0.824909	0.653578	1.21006
Mamstr	0.192496	0.001	0.001	0.27371	0.0631673	1.65198	0.497368	0.0735338	0.247194	0.528289	0.001	1.30163	1.1823	0.087517
Man1a	32.4207	14.7036	18.0482	25.5152	20.6406	6.87213	13.5762	18.3675	13.5934	17.6791	0.001	15.3652	10.6282	20.0773
Man1a2	5.71885	2.3906	4.63992	5.28763	4.31755	1.12055	4.31609	7.35087	3.18468	6.28826	0.001	2.26302	1.98155	3.83468
Man1b1	20.3455	15.914	18.5617	23.9932	12.9829	17.3083	19.3824	15.4584	22.7732	20.0819	0.001	22.526	20.9985	15.6103
Man1c1	12.5012	28.2359	26.0545	31.5781	30.9441	23.7349	49.214	41.3399	29.564	34.014	0.001	22.5618	8.47642	21.999
Man2a1	38.3934	15.6588	20.8611	30.3119	24.1692	7.4442	25.3052	36.8411	12.2189	23.735	0.001	7.99455	4.00311	8.81722
Man2a2	4.87676	7.11185	8.54177	9.10435	6.35932	10.2456	16.7741	16.8875	14.8227	20.1507	69.6221	11.0992	12.4605	15.2392
Man2b1	44.2815	139.831	94.9416	123.722	79.4394	197.685	293.187	209.363	320.943	339.186	0.001	249.518	171.176	124.498
Man2b2	15.856	45.1972	41.9516	46.603	43.2664	78.4501	82.0875	70.7116	78.5218	50.5164	0.001	38.6932	33.1133	25.0394
Man2c1	10.1933	19.3796	15.8238	17.3955	16.5937	19.0718	24.2658	16.18	16.4698	17.623	0.001	20.3492	15.5524	12.6541
Manba	10.9776	8.46844	15.0705	19.3192	13.6514	12.013	15.2923	18.3752	15.4513	23.6122	0.001	19.0726	8.37655	12.7684
Manbal	20.563	19.8244	23.2193	22.7535	19.3761	15.8252	23.3602	18.8575	30.8928	29.8138	0.001	39.6722	17.601	15.3063
Manea	2.52001	0.91793	1.78628	1.81047	2.98832	0.252941	2.03431	5.24511	1.19778	4.9601	0.001	0.705915	1.09688	1.67449
Maneal	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0961993	0.001	0.001	0.001	0.102382	0.116031	0.0825564
Manf	87.504	81.2146	79.3104	94.8643	120.109	59.7904	58.4924	41.4285	36.9917	31.4671	0.001	29.5426	54.9015	59.1042
Mansc1	0.175354	1.08283	0.625552	0.948032	1.03544	1.78843	1.61713	1.45038	2.1253	1.61849	0.001	3.43924	3.20675	1.25956
Mansc4	0.001	0.001	0.001	0.114179	0.0666102	0.001	0.0501415	0.001	0.116358	0.101085	0.001	0.001	0.0521186	0.110396
Maoa	2.12537	1.26143	2.0677	2.33971	2.33891	1.62677	2.9508	1.57146	1.66245	2.13701	0.001	4.76264	1.25433	1.67737
Maob	0.517639	0.279039	0.205192	0.147307	0.481102	0.530714	0.615216	0.307353	0.221405	0.172166	0.001	1.05029	1.65478	0.956989
Map1a	0.12504	0.0549659	0.0610372	0.136508	0.0836869	0.126757	0.112643	0.064732	0.106396	0.110451	0.001	0.184799	0.164938	0.0402889
Map1b	0.365088	0.102126	0.188113	0.199291	0.141174	0.455908	0.572482	0.285591	0.277689	0.264605	37.9583	0.449631	0.249226	0.111601
Map1lc3a	10.2712	12.8967	9.10205	13.1887	12.5517	17.0413	15.5755	13.3626	21.4349	23.2737	0.001	45.8827	17.3542	15.2896
Map1lc3b	76.9211	69.7511	90.6335	97.2825	81.5257	101.257	105.654	101.305	128.633	121.712	0.001	140.702	90.5562	90.4206
Map1s	2.95184	17.638	7.61041	10.31	11.6502	16.7486	17.8343	11.0877	16.17	7.77487	0.001	7.76483	11.3373	10.318
Map2	0.221102	0.054045	0.0439174	0.0631244	0.0482612	0.119164	0.0798524	0.298924	0.288016	0.238804	21.1482	0.0997773	0.319373	0.140679
Map2k1	56.4755	32.2723	37.2963	48.2112	35.8887	20.4791	30.5725	42.2511	29.7553	36.8667	101.223	30.3283	23.4512	36.7906
Map2k2	29.5873	68.3373	52.0693	53.4613	49.0631	39.8823	50.3075	30.6225	41.3373	39.8164	0.001	48.6896	25.9473	25.3372
Map2k3	107.464	63.2378	65.6311	61.2657	49.1783	28.8311	34.1375	19.5153	28.7238	24.9427	0.001	34.9787	31.5356	45.2584
Map2k4	22.1239	11.0819	13.7747	15.2302	13.0158	9.45634	11.2153	14.3515	10.7372	12.2186	31.6641	8.47831	8.1186	11.9169
Map2k5	5.61878	3.78648	6.99178	8.32503	6.71579	10.9167	11.7114	7.87569	9.16859	10.7673	0.001	14.1547	7.53541	8.82558
Map2k6	0.544387	0.240284	1.81938	0.870477	1.87612	2.28117	2.26153	4.68118	4.05064	3.41285	0.001	4.55475	5.38321	5.97742
Map2k7	9.53574	13.574	10.1903	9.20412	7.53385	10.8405	13.4367	11.1419	14.1522	10.8135	0.001	9.69181	18.7787	13.7694
Map3k1	11.4333	7.154	10.0898	7.43521	7.31389	4.76972	8.58784	10.9008	10.0692	13.3117	49.0719	5.44938	7.36401	19.3268
Map3k10	0.66007	1.66337	1.67056	2.10201	1.7302	1.76173	2.73953	1.89896	2.34703	2.71528	0.001	3.35049	2.31622	1.73006
Map3k11	8.70532	20.982	18.0927	20.157	13.7777	18.7938	25.9662	18.2081	30.4848	23.0933	30.7055	39.6083	19.4348	20.0965
Map3k12	16.2497	24.8176	14.5304	12.0191	19.0969	36.9694	19.7319	21.1617	30.8303	18.1131	21.4684	14.5291	49.4301	23.2084
Map3k13	0.001	0.001	0.001	0.001	0.0291026	0.001	0.001	0.001	0.001	0.0295394	0.001	0.001	0.0679495	0.0538676
Map3k14	8.99854	10.0531	10.6919	6.43226	5.48336	10.5317	7.99619	9.09534	18.0601	7.42898	0.001	11.4617	26.1137	18.9537
Map3k15	2.62683	0.911472	1.04943	0.846571	0.622541	0.434816	0.613761	0.799625	0.817006	1.06308	0.001	0.878622	0.827633	1.59275
Map3k19	0.0342792	0.0603741	0.001	0.0586692	0.001	0.001	0.340522	0.001	0.0731123	0.743468	0.001	0.001	0.721551	0.112176
Map3k2	7.37368	2.24128	4.60573	4.55023	4.43737	0.908501	3.54157	4.77684	2.79566	5.13852	0.001	1.21153	1.8818	3.07192
Map3k3	15.0307	19.9438	19.2594	24.2941	11.4151	24.5786	27.3743	28.3082	29.8536	27.7047	0.001	25.7633	31.8748	27.2773
Map3k4	2.28878	3.36443	3.55269	3.31772	3.42197	4.41645	4.80715	4.49502	4.71571	3.9116	0.001	3.57605	6.83765	5.93919
Map3k5	7.88829	4.58075	4.02359	4.68123	4.10518	3.15459	4.91689	6.71335	5.60549	5.12148	0.001	7.23275	7.37467	10.3097
Map3k6	1.30263	2.07527	0.776038	0.823057	0.929557	0.722288	0.650197	0.436661	1.37541	0.603035	0.001	1.57461	2.57492	1.98753
Map3k7	9.2269	4.77137	6.85212	8.43557	7.5574	2.82826	6.23608	8.67321	6.4717	8.59038	20.1646	4.52272	4.15254	6.43055
Map3k8	27.5918	9.1255	26.2871	19.98	12.0272	12.1929	17.2764	28.5757	22.8653	31.4247	0.001	22.5073	22.6034	48.6629
Map3k9	0.519455	1.44088	0.893837	0.625872	0.667669	0.911775	1.13709	0.535332	1.45241	0.656354	0.001	0.904742	2.66658	2.39075
Map4	21.0033	26.4009	23.2511	26.0817	20.0637	24.8607	32.7517	25.9895	28.4779	24.1084	0.001	25.8789	28.6571	20.4001
Map4k1	13.6236	34.7306	19.6236	15.3	13.7032	29.4316	20.5748	10.1977	26.1476	20.1577	0.001	16.5682	38.3002	23.7005
Map4k2	6.00981	9.90791	3.80759	3.21313	2.15548	2.86396	3.79061	3.34393	7.83044	4.07695	0.001	10.7129	23.6976	22.513
Map4k3	10.0148	2.95322	9.48864	9.0078	7.46706	3.3319	5.2857	6.09776	3.53863	7.84602	0.001	4.39023	2.18962	4.36088
Map4k4	35.5966	20.6566	20.6028	24.1126	23.0311	15.4935	18.7225	18.8769	19.3343	18.6378	144.904	16.7802	27.1648	25.2637
Map4k5	5.12386	1.6186	2.74744	2.86422	2.84317	1.22832	1.8954	2.85544	1.85052	3.15546	78.0104	3.1829	2.53667	3.49306
Map6	0.918211	1.13325	1.35156	1.26854	0.993598	2.29724	2.02212	1.07503	0.719692	0.81405	0.001	1.98719	1.21143	0.552785
Map6d1	0.0415753	0.001	0.001	0.001	0.001	0.0605372	0.001	0.001	0.001	0.001	0.001	0.001	0.0636926	0.001
Map7	0.313866	0.307153	0.280397	0.298423	0.291376	0.270779	0.269492	0.358496	0.252934	0.46952	0.001	0.0706265	0.574047	0.760955
Map7d1	45.4233	88.2601	62.2397	63.4762	54.2965	70.1871	68.7784	44.6923	57.2026	54.2261	74.5069	45.8608	42.3499	52.4903
Map7d2	0.0350409	0.0771488	0.001	0.001	0.001	0.001	0.0257864	0.001	0.0298974	0.001	0.001	0.001	0.0670583	0.001
Map9	0.0427171	0.001	0.0190998	0.0183019	0.0104885	0.0103589	0.0470832	0.001	0.0545838	0.0159682	0.001	0.001	0.0244907	0.0291186
Mapk1	53.6937	42.7787	42.1277	51.2963	45.5253	39.429	41.8869	46.2135	34.9825	40.8295	158.045	31.8405	43.9626	35.4065
Mapk10	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00698208	0.001	0.001	0.001	0.001	0.001	0.001
Mapk11	0.510823	0.951208	0.708756	0.484594	0.698158	0.496147	1.1304	0.454918	0.388391	0.254843	0.001	2.18814	2.04652	2.05906
Mapk12	0.674166	0.363873	0.200177	0.0638364	0.405822	0.473227	0.276815	0.229209	0.802604	0.22433	0.001	5.46843	1.00751	0.940054
Mapk13	1.47871	3.17879	0.469387	0.179461	0.521083	0.82219	0.234978	0.0810927	0.590596	0.554004	0.001	2.78163	5.04881	5.99554
Mapk14	26.8539	29.0658	28.0348	37.882	24.5608	45.8786	45.3309	54.0086	63.425	54.5565	0.001	53.0485	56.7117	54.0007
Mapk15	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mapk1ip1	2.12289	1.81269	1.83007	2.05993	2.79254	3.14372	2.07722	2.86903	4.4931	4.49261	0.001	6.54995	7.43104	7.56529
Mapk1ip1l	24.6717	15.5929	17.5644	16.7241	16.861	9.8973	16.1136	19.9097	12.3399	14.4736	0.001	10.13	11.906	16.2817
Mapk3	54.1918	90.0445	130.872	161.274	118.201	211.779	219.707	141.003	167.305	236.048	70.4471	247.785	116.303	89.282
Mapk4	0.0290567	0.0255784	0.001	0.0248788	0.001	0.001	0.0213689	0.001	0.0867106	0.021728	0.001	0.0590111	0.100031	0.221855
Mapk6	110.69	58.6905	62.0161	55.9918	67.7887	24.7254	46.7185	36.789	27.5788	39.5222	28.4605	15.8743	24.065	63.9516
Mapk7	8.51998	16.2778	10.8641	10.5624	9.13917	12.0219	13.073	10.2437	13.6887	9.14084	0.001	5.70102	9.66895	10.4056
Mapk8	5.20362	1.35328	1.53022	2.12008	3.08942	0.886174	1.2493	2.16284	1.38922	1.9885	0.001	1.50329	1.58256	2.61703
Mapk8ip1	0.432859	0.22628	0.124989	0.222039	0.390214	0.732915	0.516141	0.266969	0.638077	0.767939	0.001	2.36857	1.59428	0.305537
Mapk8ip2	0.001	0.001	0.001	0.0327714	0.001	0.001	0.001	0.001	0.01635	0.001	0.001	0.001	0.001	0.001
Mapk8ip3	10.1351	7.82255	6.35929	4.54239	5.04971	4.0711	4.28813	4.04761	3.82471	4.58088	41.9253	5.05065	10.667	10.2251
Mapk9	7.24796	5.78539	8.1147	8.26602	8.44288	6.10091	6.75031	10.4277	8.36275	8.09649	24.6936	5.52788	7.89968	6.79634
Mapkap1	11.8697	9.30314	14.438	13.9025	14.8363	8.57686	11.3312	10.8269	9.28803	12.3029	78.535	8.82806	9.11286	10.9968
Mapkapk2	220.658	160.498	171.417	169.106	153.47	109.447	140.315	88.11	103.932	136.849	140.275	127.092	84.3681	149.289
Mapkapk3	35.152	23.4022	31.5461	19.9969	21.1485	29.3034	25.26	22.8478	37.477	24.9501	0.001	22.9568	22.5357	29.6267
Mapkapk5	19.6723	15.1552	16.1286	16.1372	15.8005	13.7039	13.7624	13.3248	13.645	12.9012	0.001	14.1153	16.2066	17.0565
Mapkbp1	1.16457	1.51145	1.45138	1.30904	1.07801	1.10176	1.55677	1.5089	1.64215	1.41296	0.001	0.969624	1.90408	1.7386
Mapre1	34.5693	20.7054	28.3051	29.8333	29.8333	15.2583	21.5495	22.153	20.7981	21.6188	0.001	18.0806	17.7277	21.5335
Mapre2	30.1028	38.3574	44.1517	39.436	39.4598	34.6354	48.715	39.2541	41.931	36.528	118.427	27.7167	21.6551	32.7594
Mapre3	0.890633	1.14709	1.52068	0.948819	1.24279	2.95748	2.68768	1.70314	3.2761	3.94522	0.001	2.85967	4.4776	2.91573
Mapt	0.102492	0.0563764	0.0458095	0.0658381	0.001	0.0497166	0.00941626	0.0876972	0.0545962	0.001	0.001	0.10408	0.195969	0.12577
42064	0.001	0.001	0.001	0.0552321	0.0318693	0.188706	0.0716974	0.001	0.0831461	0.0969197	0.001	0.788002	0.0497093	0.070645
42065	25.1209	41.8506	30.0142	36.8542	46.8233	39.4017	34.4104	33.1416	38.5221	32.1538	65.7931	61.3121	38.7316	34.3082
42064	4.28298	2.48915	5.92539	4.46528	3.34159	5.24474	10.9526	35.6381	19.3445	21.3144	0.001	7.52744	7.70307	13.8459
42073	0.001	0.001	0.102248	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
42074	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
42065	24.1382	32.7191	41.3665	42.8172	34.2162	43.557	38.3853	30.3066	41.1549	41.6724	0.001	69.0803	41.0358	22.3883
42066	1.70758	2.26327	2.02716	2.90852	1.20186	1.81813	4.23985	2.33437	1.77866	6.39336	0.001	3.79171	1.59468	3.1281
42067	0.001	0.0141497	0.0287191	0.001	0.0315852	0.001	0.0118224	0.0366946	0.001	0.001	0.001	0.001	0.001	0.0087646
42068	31.5469	22.5726	31.3029	30.4067	26.5318	27.0176	33.2808	48.7309	36.5057	19.5306	0.001	18.42	19.2425	23.9985
42069	14.5872	11.0446	13.9016	17.0252	13.8979	6.46542	15.9685	17.0295	12.9705	18.1657	0.001	11.1609	7.24399	14.5626
42070	36.0816	6.71481	16.9793	15.3479	12.5698	3.26783	7.29277	12.4874	5.66642	15.9026	0.001	5.64859	6.42117	10.8626
42071	9.61532	9.78402	12.5716	16.9218	10.1186	6.95409	13.325	11.3923	8.55311	12.938	0.001	8.79933	4.33665	5.66479
42072	0.422981	0.746922	1.8217	0.961678	0.833095	0.513798	1.97898	0.350351	0.875754	1.16103	0.001	1.14382	0.649898	0.94236
Marcks	57.0316	43.8184	41.4232	48.0178	81.6523	44.4551	74.6413	171.223	106.57	75.6603	27.753	59.6041	31.786	88.334
Marcksl1	424.655	239.798	142.579	187.942	212.382	59.8009	56.4472	33.5082	75.7479	61.5238	0.001	119.442	138.231	230.875
Marcksl1-ps4	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.040152
Marco	0.001	0.12538	0.126526	0.242123	0.244727	0.0344983	0.0786795	0.0542882	0.0304158	0.159455	0.001	0.431987	0.001	0.232431
Marf1	4.98442	2.79795	4.27609	4.21468	3.441	4.71861	5.62249	9.18972	8.2923	7.59199	14.6182	5.35719	7.96162	8.21439
Mark1	0.0293802	0.0129319	0.0525156	0.0503099	0.0433023	0.0285072	0.0108038	0.0670645	0.11273	0.109851	0.001	0.358005	0.067432	0.0560814
Mark2	13.3254	25.3856	12.696	13.759	11.936	15.3896	17.7926	14.8953	22.3099	12.4033	0.001	12.9947	30.9633	23.8324
Mark3	12.8653	7.49195	10.3154	11.1416	8.87777	4.44168	6.9403	8.85956	8.85001	8.59916	140.788	10.5059	9.92757	14.9998
Mark4	4.99894	16.7451	8.19906	9.90103	8.62612	10.8216	15.0763	9.12104	11.1185	8.17555	0.001	6.38537	7.9818	9.78094
Mars	12.3876	17.2767	11.8876	15.8494	11.0972	11.9465	13.2487	7.03379	12.9333	8.56783	161.556	10.1107	13.8371	9.32025
Mars2	0.761133	1.13217	0.764263	0.650457	0.772008	0.785203	0.613458	0.525962	0.772294	0.74739	0.001	1.35174	1.69543	1.54396
Marveld1	4.74937	6.64979	5.07216	5.42611	5.73984	7.26095	8.51758	8.22133	14.1034	11.5885	0.001	18.7407	17.3788	12.8077
Marveld2	0.0892648	0.167473	0.318766	0.343433	0.218474	0.382738	0.495593	0.363869	0.590914	1.32734	0.001	0.900438	2.26278	1.31959
Marveld3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.165045	0.001
Mas1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0418665	0.001	0.001	0.0643766	0.001
Masp1	0.14988	0.001	0.22292	0.042685	0.001	0.0242563	0.0736499	0.0571588	0.001	0.001	0.001	0.608366	0.114904	0.0408793
Masp2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0668233	0.001	0.001	0.695518	0.001
Mast1	0.163055	0.657787	0.364375	0.605095	0.427185	0.46141	0.479559	0.516807	0.96138	1.32084	0.001	0.772727	0.332581	0.585419
Mast2	6.97328	9.18347	8.38161	8.05542	6.7938	7.29521	9.25761	4.79805	5.9511	5.26651	0.001	3.83883	6.45643	5.37341
Mast3	3.42642	12.6888	6.30537	6.59832	6.42469	12.3136	16.5052	14.2984	19.5027	12.7348	0.001	9.24562	27.0055	19.6749
Mast4	0.418469	0.0973938	0.121149	0.168902	0.277889	0.173053	0.180702	0.10748	0.481792	0.248387	0.001	0.975381	0.371299	0.486565
Mastl	0.259297	0.088765	0.617998	0.468707	0.608616	0.153747	1.20768	1.37	0.417588	0.646318	0.001	0.001	0.253464	0.141413
Mat1a	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mat2a	47.4579	28.4309	36.2784	42.0997	24.8098	20.6866	22.1629	18.0779	35.2416	29.131	212.49	43.6368	48.3371	54.0862
Mat2b	18.1073	16.1423	22.8188	25.4533	18.9159	20.4985	20.0695	29.0044	28.8421	31.8318	0.001	36.8744	28.9206	25.4064
Matk	4.28215	13.8991	7.25821	10.098	8.52067	26.0592	20.1925	13.1145	24.9742	60.1863	0.001	47.748	20.332	20.0414
Matn1	0.001	0.0621074	0.001	0.001	0.0346365	0.001	0.103928	0.134455	0.001	0.157978	0.001	0.001	0.001	0.0575699
Matn2	1.73479	0.696166	0.826343	1.84664	0.890606	1.04771	0.837218	1.0718	0.937809	1.87427	0.001	1.17403	5.07756	1.41931
Matn3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0518766	0.001	0.001	0.001	0.0920878	0.001	0.0123733
Matn4	0.124376	0.109751	0.001	0.212267	0.12243	0.0906212	0.0229486	0.001	0.400978	0.0825527	0.001	3.13401	2.03135	0.42483
Matr3	32.0554	5.25824	16.7646	17.1651	21.0576	3.50936	8.81916	24.2094	8.3308	25.2055	25.8938	9.20408	8.57705	10.5909
Mau2	8.75194	7.76306	7.46389	8.25772	5.29669	6.47218	9.41574	9.46788	8.78233	8.75054	0.001	8.78045	11.8933	11.0067
Mavs	5.03118	8.29857	9.17586	10.1448	8.0653	17.5753	17.8779	19.7073	17.9935	14.332	0.001	9.23225	11.6061	9.09674
Max	49.2692	52.4911	59.8934	48.4503	38.8568	72.5234	61.4105	80.8221	81.8307	40.6532	0.001	46.4727	71.0988	58.7275
Maz	20.0357	37.4944	27.7954	34.7061	26.3195	31.6105	36.0038	21.2238	38.2926	33.7585	0.001	40.5321	44.9294	36.1066
Mb	0.001	1.42887	0.364322	0.407465	0.0795536	0.235139	0.17992	0.374115	0.334252	0.36194	0.001	6.53986	1.05957	1.79381
Mb21d1	4.146	2.04807	4.27641	3.54817	2.5177	1.92995	3.84423	5.94035	3.82443	3.42839	0.001	1.98492	2.18002	4.25589
Mb21d2	0.310387	0.001	0.0395856	0.227436	0.196218	0.0430473	0.179648	0.135191	0.001	0.0663415	0.001	0.990074	0.203846	0.120931
Mbd1	6.34109	6.65928	8.78611	7.1784	7.20177	8.38552	10.3566	11.6609	10.7091	7.63761	0.001	8.36982	10.08	9.44917
Mbd2	78.0261	61.3695	69.1194	58.4129	62.5877	44.6471	53.938	75.2785	56.9681	46.1047	0.001	38.5628	54.9399	70.023
Mbd3	25.8571	59.0837	48.3543	60.0563	46.7803	62.0707	55.6341	36.7486	50.292	40.5692	0.001	55.1656	41.5389	30.1279
Mbd3l1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mbd3l2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mbd4	0.453685	0.333023	0.405221	0.452787	0.498634	0.798446	1.12713	3.13627	1.58919	1.95118	0.001	1.5352	2.11303	1.77545
Mbd5	1.35103	0.676743	1.35943	1.02933	0.543586	0.973682	2.22617	2.99453	1.21447	2.06208	0.001	0.876789	1.19742	1.61162
Mbd6	7.76074	12.3331	8.55588	6.98404	6.93971	9.35748	13.1355	10.1927	11.7772	13.0278	0.001	9.53659	13.8423	15.6274
Mbip	4.61729	1.27635	2.48111	3.59915	2.60877	1.59063	1.85278	4.90579	3.2237	4.9001	0.001	5.84792	1.22252	4.75107
Mbl1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mbl2	0.001	0.0633903	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mblac1	0.113007	2.35197	0.903483	1.8227	1.2828	2.69474	2.43222	1.8236	2.04324	1.86325	0.001	2.05988	1.04629	0.986954
Mblac2	0.243505	0.536109	0.55939	0.654876	0.73509	0.337595	1.24152	1.69505	0.845861	1.63904	0.001	0.282537	0.679009	0.939148
Mbnl1	53.4341	20.0439	38.7962	34.9003	45.9112	8.50092	33.925	85.0611	40.1878	85.3124	52.2757	23.0647	34.3049	36.3533
Mbnl2	36.277	16.4211	24.3711	20.8112	29.4502	5.2049	18.1158	38.3018	11.378	24.4238	154.365	6.60262	4.30167	7.78025
Mbnl3	0.668799	0.314127	0.407958	0.195495	0.261161	0.0810733	0.334848	0.473391	0.608139	0.352223	0.001	0.463253	0.719952	0.766684
Mboat1	4.18777	2.85244	1.06187	1.4234	2.08285	0.716184	1.98133	1.2156	2.82602	1.38852	0.001	1.93176	5.30702	4.46485
Mboat2	0.0508908	0.0897564	0.0454129	0.001	0.0250314	0.222433	0.198832	0.001	0.152287	0.190426	0.001	0.995519	0.846021	0.0833007
Mboat4	0.001	0.001	0.001	0.001	0.001	0.001	0.0570627	0.001	0.001	0.17338	0.001	0.001	0.118677	0.0210586
Mboat7	13.1392	32.7312	15.8489	14.8494	10.699	24.4748	19.2067	14.9012	23.7758	21.2985	82.5831	27.1513	38.6407	20.5796
Mbp	10.403	20.3655	8.67461	11.9118	7.99569	11.3638	14.4442	13.45	20.456	14.3764	0.001	14.7603	34.5535	23.8944
Mbtd1	8.37015	1.68437	3.80979	4.2622	2.80769	1.05217	2.60761	5.12368	3.74082	6.77361	0.001	3.16174	2.63459	4.73865
Mbtps1	10.4116	17.058	11.3448	12.9253	9.92712	15.5479	18.0391	16.8393	16.8504	14.9232	54.9603	16.1644	21.7762	15.4042
Mbtps2	2.8734	1.47333	2.81765	3.7983	3.86462	1.15033	4.23603	6.5684	2.29501	6.9673	0.001	1.64308	0.992283	1.78766
Mc1r	0.110861	0.081371	0.0660162	0.001	0.001	0.00448319	0.001	0.0140711	0.001	0.0276389	0.001	0.001	0.0901835	0.0100776
Mc2r	0.0894947	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0244184
Mc3r	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mc4r	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0188261	0.001	0.001	0.001	0.001	0.0756918	0.001
Mc5r	0.001	0.001	0.001	0.001	0.191968	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mcam	5.11882	2.29778	1.43834	1.01263	2.54059	1.01241	1.71135	0.722791	2.34884	1.312	41.1073	20.4905	4.79511	1.7839
Mcat	1.6451	4.68907	5.26224	4.90694	4.30895	8.13988	7.26751	4.49035	8.42862	6.10237	0.001	7.88517	5.86209	3.46808
Mcc	0.101212	0.0519311	0.0301305	0.0433567	0.140831	0.139101	0.136327	0.0512712	0.208348	0.0630429	14.4711	0.411363	0.148276	0.0920156
Mccc1	5.27653	4.54942	5.24256	4.98067	5.79843	4.36558	4.49603	4.35491	3.70413	4.53098	0.001	3.44588	3.09418	3.84175
Mccc2	1.97897	1.10625	2.52835	3.15098	3.92923	2.56369	3.11724	4.13351	3.92571	4.24635	57.5399	4.54945	2.25409	2.96915
Mcee	20.2855	11.5117	25.229	26.257	28.7423	25.0668	18.7471	26.5927	16.8852	33.0697	0.001	31.8472	14.1514	15.0713
Mcf2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mcf2l	1.80379	2.20546	0.852314	0.860791	1.79099	0.661308	0.899817	0.578276	1.07261	0.9312	22.5792	3.14024	1.20306	2.46491
Mcfd2	139.104	99.6635	138.866	129.366	143.745	57.8093	71.1341	72.5897	48.9816	77.032	0.001	53.3559	23.6967	54.2688
Mchr1	0.127697	0.001	0.0569204	0.001	0.0314272	0.001	0.001	0.001	0.001	0.0955775	0.001	0.001	0.001	0.0174169
Mcin	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mcl1	859.093	293.428	614.854	515.274	549.037	254.101	249.78	232.855	207.139	391.276	100.98	250.818	287.393	588.338
Mcm10	1.00955	0.530174	1.49117	2.72342	1.56504	1.82788	5.5742	3.56402	2.46921	0.784158	0.001	1.34014	2.06653	1.71545
Mcm2	6.32991	12.8406	12.4215	16.0336	12.6448	11.7016	18.9253	9.7218	16.281	6.99663	69.7846	7.77586	15.4087	9.30214
Mcm3	10.9252	17.0831	19.757	26.9545	20.7901	17.6641	27.0923	17.1319	22.4649	14.9258	123.598	18.5109	19.5324	14.4063
Mcm3ap	2.72374	4.47241	3.66298	4.56126	2.99152	3.38817	4.51438	4.12489	4.18858	3.37312	53.6614	3.59019	6.91348	6.06036
Mcm4	6.71983	5.50346	10.0821	12.2075	9.89006	4.76339	9.30952	9.37346	10.1817	7.36975	97.938	6.3618	8.44068	9.72912
Mcm5	6.27051	11.9223	17.2132	20.7055	13.695	18.0477	27.0432	11.912	22.4452	8.01505	0.001	13.6166	20.7287	11.8082
