tracking_id	Muscle D0 NTX	Muscle 3D NTX (a)	Muscle 3D NTX (b)	Muscle 4D NTX	Muscle 5D NTX	Muscle 6D NTX	Muscle 10D NTX
Laptm4b	29.0272	23.0168	29.2569	30.0125	32.3038	28.5946	20.6701
Laptm5	20.153	2.543	3.07909	4.87989	6.21312	5.51279	41.2728
Large	5.70347	18.6117	14.6823	13.2247	18.4877	17.84	9.08471
Larp1	16.3534	45.4745	29.7609	24.7179	30.3093	23.4367	25.039
Larp1b	16.3927	10.0377	5.06348	6.75317	8.2976	6.6951	12.5881
Larp4	17.0667	33.2598	5.71228	11.3905	17.8705	12.4827	16.6331
Larp4b	10.0738	16.2459	9.44795	7.44373	11.7715	8.48535	15.4525
Larp6	11.0062	1.05982	1.47596	2.06959	2.05441	4.08172	3.49001
Larp7	39.3156	45.4192	15.259	25.0768	40.3127	33.4787	49.5885
Lars	14.372	52.3713	30.2843	28.7909	37.8706	32.9907	17.3295
Lars2	1.27134	4.85626	3.80923	2.79365	2.99903	2.44716	1.74066
Las1l	18.6507	31.5144	13.6195	16.7143	19.8091	19.4807	17.7954
Lasp1	34.4259	25.3007	37.5437	47.2896	44.7547	46.7281	74.6817
Lat	0.001	0.529873	0.001	0.356407	0.38743	0.501823	0.001
Lat2	0.808872	0.433762	0.947942	0.776687	1.54372	1.65303	2.59906
Lats1	14.5503	9.98329	3.70212	6.35312	15.1233	10.334	16.0074
Lats2	21.2691	15.1843	10.7215	13.6228	18.7643	16.001	29.5437
Lax1	0.0573632	0.201992	0.166232	0.402075	0.564878	0.259234	0.150327
Layn	0.670795	2.36254	1.72591	2.89445	3.43028	2.68165	4.57299
Lbh	4.54574	28.2315	36.6822	31.5849	40.1472	42.4895	33.219
Lbp	14.4065	1.44387	1.67021	3.59678	2.46452	2.66865	3.92154
Lbr	17.1995	39.5979	13.7021	18.9531	26.871	19.9117	11.3641
Lbx1	9.96369	8.89131	25.8585	16.7546	5.43483	5.26787	1.08539
Lbx2	0.001	0.001	0.0705658	0.001	0.001	0.001	0.0969429
Lca5	3.51268	1.37343	0.342958	0.870864	2.63639	2.64309	3.23028
Lca5l	0.040292	0.001	0.213468	0.421425	0.359653	0.457315	0.46419
Lcat	0.302302	0.591818	0.49848	1.59072	0.830904	1.34988	0.846402
Lce1a1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1a2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1c	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1d	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1e	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1f	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1g	0.001	0.001	0.0607335	0.001	0.001	0.001	0.001
Lce1h	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1i	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1k	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1l	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce1m	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3a	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3c	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3d	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3e	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce3f	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lce6a	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lck	0.443302	0.594655	0.696496	0.597547	0.652461	0.428502	0.132772
Lclat1	4.75936	13.2907	12.3328	13.4797	15.8304	15.0081	15.0051
Lcmt1	22.9424	18.0048	20.5472	19.5044	19.4133	18.7921	15.4624
Lcmt2	4.44506	0.942131	2.19481	1.24983	1.11564	1.69723	1.41798
Lcn10	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn11	1.22711	0.001	0.001	0.001	0.001	0.001	0.001
Lcn12	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn2	188.988	0.001	0.001	3.1458	4.80083	3.8195	4.77825
Lcn3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lcn9	0.001	0.001	0.001	0.001	0.001	0.001	0.281372
Lcor	1.10456	2.05387	0.529503	0.478374	0.795288	0.429673	1.26901
Lcorl	2.04064	2.69258	0.424712	0.804961	2.21205	1.83485	3.47531
Lcp1	20.8245	1.26897	0.306853	3.29494	8.03922	6.72037	32.4323
Lcp2	2.81527	0.267786	0.0863646	0.278476	0.940372	0.950555	4.10364
Lct	0.001	0.0473815	0.001	0.001	0.11094	0.046114	0.0317105
Lctl	0.001	0.001	0.001	0.126358	0.001	0.001	0.0315937
Ldb1	25.8914	24.1436	37.9231	26.0129	18.9318	27.2826	21.4978
Ldb2	1.09514	0.122382	0.0790224	0.382266	0.286496	2.59583	11.5438
Ldb3	2.17225	6.67854	6.52362	2.20919	2.88947	1.87959	2.51659
Ldha	154.027	763.557	1252.81	729.27	368.998	410.406	320.316
Ldhal6b	0.188544	0.110719	0.001	0.001	0.129547	0.001	0.0494768
Ldhb	26.9005	43.1852	51.8238	43.904	24.8936	25.7975	26.0567
Ldhc	0.315941	0.001	0.001	0.110884	0.001	0.001	0.001
Ldhd	1.41171	0.138069	0.245272	1.29442	0.36358	0.797066	0.0924789
Ldlr	78.2367	53.7375	65.804	47.0765	22.1202	11.6905	4.89479
Ldlrad1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ldlrad2	0.217977	0.0852984	0.0275776	0.001	0.001	0.163473	0.001
Ldlrad3	5.52405	10.2824	6.70512	8.53927	16.0562	13.919	13.7322
Ldlrad4	3.4301	2.6834	4.15425	7.94572	8.35147	7.0557	9.06713
Ldlrap1	5.21541	5.2697	7.64439	12.6374	8.1908	8.85965	3.23796
Ldoc1	0.001	0.001	0.0784642	0.001	0.001	0.001	0.001
Ldoc1l	0.767782	1.30078	3.02063	1.12885	1.308	1.48955	0.68466
Leap2	0.001	0.001	0.001	0.001	0.4928	0.001	0.001
Lect1	1.04429	0.001	0.001	0.001	0.13046	0.001	0.001
Lect2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lef1	0.113041	0.21097	0.494482	0.354939	0.426776	0.510397	0.81413
Lefty1	2.60121	0.936026	2.45482	1.14602	1.2394	2.07027	1.93687
Lefty2	0.001	0.0309172	0.001	0.001	0.0180931	0.001	0.001
Lekr1	0.421179	1.62894	0.170456	0.441077	1.79426	1.31013	1.54962
Lelp1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lemd1	0.001	0.001	0.001	0.001	0.001	0.001	0.0773323
Lemd2	7.51618	12.032	21.9638	27.7238	13.5018	16.9044	5.94537
Lemd3	7.49118	5.68149	2.06096	4.92124	6.94182	5.24774	5.20906
Lenep	5.46783	1.96014	1.83225	1.5225	1.47273	3.582	4.64393
Leng1	10.1567	6.99965	5.93194	6.80685	4.86662	7.33441	4.9824
Leng8	15.835	6.14246	8.85502	4.21098	10.1785	11.0998	11.6325
Leng9	2.77205	0.278974	0.842207	0.332673	1.03376	2.13449	0.872374
Leo1	15.0939	21.9162	7.71239	8.06548	10.4074	15.4913	24.8571
Lep	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lepr	1.33828	0.5577	0.287186	0.508	1.41117	1.77514	1.08386
Lepre1	5.45784	16.745	25.1558	37.8032	29.1479	28.8139	14.9656
Leprel1	4.87719	2.18054	2.31083	2.00767	1.51528	4.32815	6.84613
Leprel2	8.51946	2.06442	3.24332	11.3003	10.7147	16.7888	7.68804
Leprel4	6.10612	18.587	30.6358	39.8549	20.9712	24.6117	4.43014
Leprot	15.2675	32.0061	21.6063	45.9285	65.521	63.6283	39.2664
Leprotl1	11.2504	18.0712	14.8102	19.8405	24.4133	21.2816	22.0297
Letm1	12.4942	27.3425	33.2794	23.9489	15.6519	16.6862	11.8211
Letm2	7.74818	0.44004	1.06624	0.524024	1.37331	1.69172	3.04588
Letmd1	6.41606	11.1755	14.8281	11.0208	11.3592	12.9363	6.74873
Lfng	0.51371	0.803844	0.951871	1.97348	1.33281	1.67662	3.97815
Lgals1	388.751	6848.64	14105.8	7554.98	3050.03	4263.09	1655.34
Lgals12	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lgals2	0.001	0.658531	0.648293	3.29359	1.53883	0.594719	0.295431
Lgals3	5.76316	500.186	522.378	368.995	149.77	164.575	73.2424
Lgals3bp	6.4598	21.1152	26.9626	89.9123	65.2221	76.4575	97.3907
Lgals4	1.89426	0.22244	0.252146	0.001	1.75707	1.69442	1.0439
Lgals6	0.001	0.001	0.001	0.172897	0.001	0.001	0.001
Lgals7	0.001	0.3255	0.320365	0.295914	0.001	0.001	0.001
Lgals8	20.4164	20.5785	11.145	15.9712	30.9158	22.6419	19.9359
Lgals9	19.6309	15.156	16.7499	42.3938	37.7217	42.5231	27.7567
Lgalsl	6.84127	0.368506	0.105619	0.255412	0.718942	4.99914	17.1229
Lgi1	0.295942	0.001	0.0111884	0.0309197	0.0609525	0.134757	0.170397
Lgi2	0.137188	0.241559	0.260251	0.287806	0.800959	1.0815	1.47445
Lgi3	0.001	0.0941961	0.303841	0.29392	0.192954	0.364536	0.252272
Lgi4	7.68204	0.433264	2.515	0.888166	0.760743	1.00699	1.81776
Lgmn	25.527	35.9431	33.918	67.5121	65.5226	77.8377	166.619
Lgr4	8.88848	2.84572	1.12276	1.37033	3.79031	3.61251	4.56093
Lgr5	0.001	1.03173	1.11985	1.61485	2.30581	1.27553	1.37157
Lgr6	0.001	0.0821739	0.158979	0.146457	0.096191	0.0796235	0.001
Lgsn	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhb	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhcgr	0.001	0.001	0.019193	0.001	0.001	0.001	0.0530905
Lhfp	35.9451	13.424	7.22047	10.8041	18.4296	44.3727	106.901
Lhfpl1	0.001	0.001	0.001	0.001	0.0515786	0.168821	0.118129
Lhfpl2	5.7352	12.3667	10.1727	22.0301	25.3942	20.6451	14.191
Lhfpl3	0.001	0.001	0.0165447	0.001	0.001	0.001	0.001
Lhfpl4	1.68603	0.308981	0.30866	0.33018	0.397881	0.300165	0.386054
Lhfpl5	0.001	0.001	0.001	0.117369	0.001	0.001	0.001
Lhpp	3.26572	5.11289	6.64917	9.14899	5.23495	8.8278	8.0389
Lhx1	0.001	0.001	0.001	0.001	0.001	0.001	0.0245243
Lhx2	0.001	0.936936	1.55614	1.37416	0.587449	0.644257	1.49414
Lhx3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx6	2.0918	0.001	0.0293021	0.001	0.192501	0.001	0.251682
Lhx8	0.001	0.001	0.001	0.069961	0.001	0.001	0.001
Lhx9	0.001	0.001	0.001	0.001	0.001	0.001	0.0330927
Lias	12.3747	31.3235	21.9745	19.5784	19.2653	18.9428	14.8785
Lif	1.22718	1.09574	0.939956	1.63725	1.44253	1.28912	0.68074
Lifr	8.7199	2.03838	1.71555	3.00324	5.73527	6.48546	7.69782
Lig1	7.77094	41.3736	67.2741	42.703	33.5402	32.5662	17.4849
Lig3	5.80953	7.87065	9.33315	6.02063	7.54413	7.22755	4.23602
Lig4	0.464052	1.85068	0.421108	0.452576	1.18942	1.83063	2.02429
Lilra5	0.001	0.001	0.001	0.001	0.001	0.001	0.391199
Lilra6	0.0714494	0.0335409	0.001	0.203609	0.300348	0.121122	0.434323
Lilrb3	1.83371	0.0831087	0.0581125	0.503296	1.53569	1.17683	11.7686
Lilrb4	6.21076	1.52679	0.109879	2.93743	11.016	4.9507	28.505
Lim2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lima1	16.5693	32.9892	21.7039	26.4159	39.1373	42.3259	43.1659
Limch1	5.32291	0.173393	0.255343	0.408705	0.802816	1.01228	1.46965
Limd1	11.1157	11.7637	15.1333	14.282	13.5051	12.0778	9.30795
Limd2	4.17276	15.5032	20.9949	23.4435	12.625	17.3504	6.82943
Lime1	4.64892	1.50267	1.12464	2.26127	4.85916	6.52766	3.60282
Limk1	2.68412	3.37378	8.15359	7.17749	4.84432	4.96409	2.75071
Limk2	2.37737	5.40027	5.84133	4.42849	4.31585	5.42493	1.27319
Lims1	33.7276	51.2543	8.91889	29.0112	70.4196	50.4624	36.6951
Lims2	6.18579	0.651791	1.02403	0.416389	0.435836	3.02772	5.40749
Lin28a	0.876785	0.001	0.001	0.001	0.001	0.001	0.019128
Lin28b	0.0231401	0.0271383	0.001	0.0483212	0.001	0.001	0.001
Lin37	8.80856	6.79072	15.3923	7.47996	7.44601	9.87728	4.93637
Lin52	11.1204	4.30281	1.64482	2.68981	5.70721	7.03325	4.25921
Lin54	4.93474	7.11095	1.94667	4.86046	7.70487	5.33071	6.58264
Lin7a	19.5329	0.422363	0.328133	0.75192	1.52701	2.56235	10.326
Lin7b	0.001	0.001	0.334327	0.001	0.001	0.001	0.001
Lin7c	28.2209	22.0799	4.38341	8.63909	21.7627	16.1109	32.8986
Lin9	3.46972	6.66951	2.11042	3.8748	6.68301	5.95869	7.51062
Lingo1	0.001	0.136156	0.351314	0.52594	0.451569	0.878582	1.68138
Lingo2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lingo3	0.0369892	0.001	0.001	0.001	0.001	0.001	0.001
Lingo4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lins	2.32205	2.89553	1.88383	1.79976	2.91003	2.80504	2.09578
Lipa	9.07236	8.80726	8.67339	15.1221	21.7758	24.5616	43.0207
Lipc	0.688665	0.001	0.0261291	0.001	0.0473025	0.620407	0.072211
Lipe	10.801	0.92215	3.43136	1.7406	0.887878	1.25632	1.35382
Lipf	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipg	0.001	0.313834	0.126478	0.768993	0.275529	0.0760591	0.0700315
Liph	0.128543	0.075439	0.0503963	0.001	0.001	0.434808	0.0336901
Lipi	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipk	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipm	0.001	0.001	0.001	0.001	0.001	0.001	0.0499953
Lipn	0.0902754	0.001	0.001	0.001	0.001	0.001	0.0947432
Lipo1	3.69322	3.47233	0.980162	3.59304	7.43486	6.38274	9.51993
Lipt1	0.694815	2.65173	3.82885	1.73419	1.61108	2.53043	1.95945
Lipt2	1.13274	1.86323	3.71117	1.90981	2.17975	3.52865	1.7254
Litaf	118.956	30.6207	39.4709	62.7523	71.154	63.5462	55.9465
Lix1	13.3996	8.12217	3.32191	11.7246	28.1254	25.1568	16.8183
Lix1l	13.9884	18.5953	18.713	27.6198	39.7716	42.1671	14.6032
Llgl1	7.35746	19.1277	31.5917	22.9351	14.1436	16.649	6.85513
Llgl2	0.179301	0.126193	0.244188	0.187451	0.0492355	0.244491	0.0938765
Llph	20.5409	62.0477	36.6202	31.6008	38.036	42.9291	76.4351
Lman1	20.5405	50.1375	20.3563	43.0294	67.8533	54.6073	69.0082
Lman1l	0.614759	2.75171	2.80104	0.968091	0.316728	0.69077	0.001
Lman2	26.1592	62.7698	96.7753	99.589	63.5987	70.5997	38.9685
Lman2l	6.75138	9.23271	13.664	16.3641	13.0635	14.9828	8.98382
Lmbr1	2.84735	2.02754	0.893518	1.11511	3.07168	2.08613	3.36614
Lmbr1l	8.27508	3.89905	3.43498	4.87454	5.60036	6.27231	2.02603
Lmbrd1	14.8639	8.40337	4.69624	9.10353	13.159	11.6884	16.5789
Lmbrd2	5.42079	6.70495	1.90857	3.5607	6.26129	3.62306	4.99556
Lmcd1	9.27422	8.43862	10.3298	11.3596	6.79561	6.77279	16.0107
Lmf1	5.51753	11.1138	17.2037	26.3377	11.7894	12.5614	5.4801
Lmf2	9.49483	26.5808	62.6261	54.3873	23.562	29.4414	14.5718
Lmln	0.644743	0.720247	0.313428	0.256646	0.758821	0.209637	0.739279
Lmna	298.107	663.787	1392.38	904.327	204.156	237.199	107.796
Lmnb1	11.4351	83.4179	67.0103	50.6082	52.2027	57.5829	32.1485
Lmnb2	7.02557	55.2562	70.3104	64.4977	32.5477	52.9399	32.4554
Lmo1	2.52442	0.780832	1.77476	2.80576	0.45667	1.47037	2.09528
Lmo2	60.2744	1.25615	0.711584	0.749533	1.46989	1.79674	12.1155
Lmo3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lmo4	73.9568	22.7479	24.5739	32.1564	31.8448	31.6641	76.4291
Lmo7	1.93916	14.7218	7.11693	3.00423	4.32975	3.82055	3.40707
Lmod1	1.95645	0.263351	0.485133	0.368698	0.3303	3.8675	13.0793
Lmod2	48.296	16.2199	9.23702	3.65821	3.31725	7.10393	13.2573
Lmod3	0.174687	12.3009	6.00348	2.62362	2.99929	3.55124	7.20154
Lmtk2	5.58358	3.18421	3.77285	3.21499	3.27764	3.13847	3.12842
Lmtk3	0.001	0.0914432	0.0196443	0.001	0.001	0.001	0.001
Lmx1a	0.001	0.0447714	0.001	0.001	0.0262036	0.001	0.001
Lmx1b	0.001	0.001	0.0435639	0.001	0.001	0.508694	0.0600596
Lnp	3.20961	5.96362	1.06568	1.9689	4.92744	3.28448	5.0617
Lnpep	24.5251	18.4198	6.12654	10.3699	22.4096	14.49	28.5013
Lnx1	0.405018	0.46514	0.191769	0.355916	1.38184	0.639731	0.962763
Lnx2	6.28285	4.25265	4.22668	2.74662	2.20415	2.90023	5.76558
Loh12cr1	3.32195	6.04456	5.97747	3.33728	3.25019	4.84119	1.74266
Lonp1	24.4185	44.7739	52.4652	32.6014	25.2841	25.193	19.7602
Lonp2	24.2748	17.8849	12.922	15.3292	24.7688	23.6684	22.3573
Lonrf1	4.92278	2.26448	1.22887	2.05112	2.27527	1.53724	1.85277
Lonrf2	0.001	0.001	0.001	0.001	0.0169382	0.001	0.103299
Lonrf3	4.57758	1.36169	0.368599	0.719974	0.854857	1.30737	1.41752
Lor	0.001	0.001	0.001	0.157137	0.001	0.001	0.117764
Lox	6.62105	18.963	10.8837	82.9115	165.225	93.8282	24.1549
Loxhd1	0.001	0.597008	0.776248	0.137749	0.194148	0.172228	0.0295957
Loxl1	30.2639	22.6991	106.145	126.508	63.9499	65.2723	35.5503
Loxl2	14.6898	3.57942	2.88558	10.956	15.081	25.6243	31.372
Loxl3	2.121	1.75615	1.59218	15.9056	11.5851	12.8479	3.34717
Loxl4	0.574939	1.53735	1.28616	0.984191	0.868305	0.57701	0.445276
Lpar1	40.4394	19.0283	7.48856	11.909	20.5972	14.0246	18.1405
Lpar2	0.109481	0.821722	0.703145	0.365743	0.195404	0.299751	0.343728
Lpar3	0.259745	8.96116	9.74156	8.59509	6.95658	4.81936	5.08957
Lpar4	9.61047	3.17585	0.697434	1.15022	4.22841	2.23538	6.68138
Lpar5	0.0982198	0.001	0.001	0.001	0.001	0.001	0.464098
Lpar6	8.93069	2.28094	0.955317	0.880235	3.21081	2.73353	8.00945
Lpcat1	7.71439	9.45224	16.1523	11.7165	11.0028	10.1563	4.04702
Lpcat2	3.03161	0.161684	0.330439	0.721059	0.851618	0.416427	6.85693
Lpcat2b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lpcat3	12.0628	21.4455	22.7504	17.4565	15.9988	16.0496	10.6326
Lpcat4	1.32196	8.33088	12.5138	4.67136	2.43734	2.97676	0.984935
Lpgat1	6.85547	20.1316	5.1845	10.1331	19.0775	14.0498	12.6778
Lphn1	2.20681	2.41045	2.63089	2.60187	4.67921	4.31899	4.36471
Lphn2	3.4801	7.51037	5.26624	9.32881	12.9766	13.2542	9.19088
Lphn3	1.07332	1.0825	1.05425	2.6667	5.61438	5.97601	6.44745
Lpin1	7.37887	1.33963	0.999135	1.97031	2.56234	2.18989	3.30661
Lpin2	6.8842	4.2055	2.99395	6.44758	10.4084	7.92876	5.35138
Lpin3	4.3477	19.7561	23.6275	14.3075	12.0162	9.53639	2.49235
Lpl	47.3593	21.7324	4.86302	7.69206	11.7618	11.0023	50.1953
Lpo	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lpp	13.2793	7.78433	5.18882	8.18891	17.7905	13.2841	31.5536
Lpxn	0.320359	0.001	0.0304187	0.67287	0.715251	0.719301	2.14247
Lrat	0.0233807	0.001	0.001	0.001	0.001	0.001	0.001
Lrba	4.49309	4.7331	2.87382	3.08507	5.05682	3.66718	4.58319
Lrch1	6.39471	8.02202	4.28285	4.36948	5.74367	7.2407	11.1826
Lrch2	1.26346	1.72915	0.38498	1.83443	4.89158	1.75523	2.0396
Lrch3	9.16603	3.36071	2.34823	4.17924	5.75694	4.90493	8.22512
Lrch4	9.97879	8.8014	14.4417	6.5978	6.57913	10.7396	6.9854
Lrcol1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrdd	0.0885173	2.95989	3.87037	2.36181	1.3068	1.90679	0.625875
Lrfn1	0.250111	0.181821	0.470784	0.635503	0.171755	0.001	0.161811
Lrfn2	0.0426866	0.001	0.0646297	0.044658	0.001	0.581008	0.469471
Lrfn3	1.70609	0.948199	2.65162	0.986602	0.863222	0.814296	0.517342
Lrfn4	1.53839	8.97324	18.5859	12.6932	2.80688	3.08993	0.782706
Lrfn5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrg1	3.65493	0.596282	3.0136	3.73991	1.04646	1.13313	0.3198
Lrguk	0.0836956	0.0981939	0.0316774	0.001	0.0574688	0.0949538	0.0876627
Lrif1	5.63857	2.51123	0.575962	1.10402	4.92564	4.33564	8.00572
Lrig1	54.2472	11.191	13.8516	9.62211	12.2345	9.32167	18.3629
Lrig2	6.6324	4.15482	1.40394	3.0962	6.07425	4.38589	3.38772
Lrig3	7.29686	2.56039	2.8416	3.16075	5.09529	4.39981	6.21924
Lrit1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrit2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrit3	0.001	0.001	0.0604356	0.001	0.001	0.001	0.001
Lrmp	2.02719	0.13217	0.0853636	0.001	0.0386724	0.50905	1.09178
Lrp1	34.0911	27.0456	60.3666	53.0535	23.5003	11.4911	13.3092
Lrp10	12.2889	22.9987	49.1217	40.8818	23.8837	24.3094	6.30226
Lrp11	0.374687	1.93404	1.60185	1.4496	1.74938	1.36193	2.19731
Lrp12	10.1914	11.0431	6.03872	7.37022	14.5058	13.5061	10.1168
Lrp1b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrp2	0.001	0.00929566	0.0239327	0.016531	0.001	0.001	0.001
Lrp2bp	0.001	0.001	0.001	0.038901	0.001	0.169053	1.92855
Lrp3	1.99063	1.43113	2.74391	3.3218	1.82959	1.82621	1.42865
Lrp4	0.971009	22.2292	16.2269	7.20637	6.29888	3.90396	1.9363
Lrp5	16.8232	8.34638	17.0681	15.5955	11.1834	15.6197	8.66457
Lrp6	28.2875	7.89801	4.17486	5.10087	12.1692	11.0041	22.1399
Lrp8	0.559575	2.31297	1.60535	0.869478	0.840377	0.668357	0.387209
Lrpap1	22.2937	17.4551	19.269	26.283	21.7043	29.1305	16.0463
Lrpprc	10.3338	32.5014	14.637	11.987	17.101	16.2942	12.525
Lrr1	0.001	3.50117	2.23242	3.03922	2.91732	3.43873	3.83996
Lrrc1	4.39919	2.90951	2.71303	3.23367	4.30576	2.86248	2.89275
Lrrc10	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrrc10b	0.001	0.001	0.001	0.001	0.0868613	0.001	0.0331448
Lrrc14	4.18052	3.69647	6.70692	2.88005	4.01163	6.98705	1.56052
Lrrc14b	0.703375	1.43052	0.958818	0.981564	1.67439	2.23126	1.32636
Lrrc15	0.001	0.0552782	0.0890485	1.0089	1.82815	1.82735	3.99579
Lrrc16a	1.23796	1.16721	0.550353	0.963196	1.38309	1.32832	1.32111
Lrrc16b	0.410024	0.224425	0.134318	0.114211	0.243957	0.435915	0.143068
Lrrc17	47.2839	103.413	149.613	176.414	188.4	187.74	85.4328
Lrrc18	0.0998797	0.130643	0.0847086	0.0522848	0.34297	0.802834	0.497082
Lrrc19	0.0464076	0.001	0.001	0.001	0.0318672	0.001	0.0729247
Lrrc2	0.001	0.162843	0.144393	0.108834	0.142966	0.197255	0.220306
Lrrc20	0.54198	5.78146	8.04283	4.69386	4.16165	3.45861	1.05825
Lrrc23	0.001	0.001	0.0351629	0.0972399	0.317691	0.206935	0.727963
Lrrc24	0.694973	0.001	0.34281	0.291623	0.0477362	0.001	0.145749
Lrrc25	0.326419	0.001	0.124303	1.14603	0.972056	0.484797	1.25707
Lrrc26	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrrc27	0.79001	1.70782	1.54018	1.74321	0.812475	1.68575	1.71254
Lrrc28	2.88067	6.12557	5.0067	3.62142	4.90703	6.17099	2.99684
Lrrc29	0.137499	0.001	0.547774	0.001	0.188888	0.001	0.036044
Lrrc3	0.117347	0.0344099	0.155272	0.122599	0.284487	1.26914	1.84909
Lrrc30	0.001	0.177958	0.690575	0.159115	0.416497	0.17037	0.158985
Lrrc32	2.91963	1.12862	0.564627	1.90719	1.0706	6.86702	5.62753
Lrrc33	1.32032	0.167442	0.364455	0.522279	0.58801	0.729961	2.24197
Lrrc34	0.360704	0.001	0.001	0.001	0.001	0.001	0.001
Lrrc36	0.378152	0.001	0.001	0.001	0.001	0.001	0.0330093
Lrrc38	1.1749	0.001	0.106012	0.001	0.0768454	0.001	0.001
Lrrc39	0.591964	0.557084	0.214131	0.248803	0.144814	0.117333	1.08871
Lrrc3b	1.45312	0.001	0.245306	0.001	0.388212	0.181229	1.43975
Lrrc4	0.245248	0.493186	0.265042	0.292999	0.168383	0.238939	0.733716
Lrrc40	7.40407	16.8267	6.3339	8.44588	12.5387	11.4448	9.94778
Lrrc41	10.5644	27.364	35.0129	32.6019	22.0087	22.6324	3.42312
Lrrc42	6.15045	23.8912	24.187	16.2604	14.3961	15.8735	6.65013
Lrrc43	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrrc45	7.31799	6.17808	7.2503	8.04966	5.27859	7.50348	4.79956
Lrrc46	0.212843	0.001	1.13448	2.01714	1.31638	1.1862	0.223526
Lrrc47	4.27407	11.3035	15.8629	9.01659	7.10481	9.9652	4.25992
Lrrc48	0.785149	0.251375	0.487583	0.898707	0.588343	0.321291	0.26198
Lrrc49	7.05733	6.98156	4.66641	6.45606	10.1837	9.01505	8.18
Lrrc4b	0.142158	0.001	0.0538315	0.001	0.001	0.001	0.001
Lrrc4c	0.365878	0.001	0.0138412	0.0382537	0.0502421	0.0831396	0.210726
Lrrc51	4.92132	2.11314	1.51726	0.558692	1.40754	0.810565	1.38249
Lrrc52	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lrrc55	0.001	0.001	0.001	0.001	0.0607814	0.100357	0.001
Lrrc56	0.966936	0.772626	0.676837	0.640791	0.58873	0.967257	0.640621
Lrrc57	8.26003	9.57672	6.63941	7.54134	8.58136	9.85614	14.4181
Lrrc58	19.6592	15.7188	6.88724	9.02751	18.7748	13.7153	31.827
Lrrc59	19.7632	142.228	252.509	184.94	113.526	96.2895	37.48
Lrrc6	0.001	0.001	0.0955685	0.001	0.001	0.001	0.001
Lrrc61	3.60672	1.08953	3.15266	1.76543	2.34235	2.39802	2.54329
