SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
12142	ARHGAP1	0.032	0.023	0.154	-0.104	-0.171
12143	CTSE	0.58	0.226	0.284	0.579	1.003
12144	CAT	0.222	-0.177	-0.286	-0.344	-0.922
12145	D1S155E	-0.072	0.297	0.108	-0.048	-0.185
12146	NUCB1	-0.334	-0.413	-0.363	-0.306	-0.621
12147	NEDD4	-0.03	-0.171	0.437	0.366	-0.109
12148	MTHFD2	-0.208	-0.435	-0.075	0.444	-0.813
12149	MX1	-0.359	-0.393	-0.354	-0.384	-0.489
12150	MTM1	-0.198	0.164	0.214	0.463	0.026
12151	LDHA	0.084	0.387	-0.024	0.005	0.407
12152	SERPINB1	0.312	0.241	-0.126	-0.383	-0.067
12153	SDS	0.648	-0.364	-0.251	-0.129	-0.412
12154	KRT5	0.634	0.03	0.254	0.34	-0.073
12155	DRG1	-0.021	0.168	0.021	-0.302	-0.166
12156		1.024	0.325	0.343	0.565	-0.28
12157	MGC39325	0.367	0.271	-0.47	0.078	0.065
12158	MGC5466	-0.046	0.224	0.132	0.135	-0.081
12159	MGC14433	0.061	-0.879	0.214	0.15	-0.072
12160	KIAA0513	0.065	1.202	-0.225	-0.364	-0.455
12161		-0.012	1.585	-0.181	-0.261	-0.228
12162	KIAA0905	-0.309	-0.6	-0.291	-0.325	-0.454
12163	RAB40B	0.012	-0.058	-0.213	-0.357	-0.292
12164	RPP30	-0.178	-0.081	-0.085	-0.178	-0.607
12165	DKK3	-0.127	-0.781	-0.53	-0.713	-1.443
12166	LOC96626	-0.088	0.01	0.169	0.272	-0.481
12167	PCP4	0.052	-0.066	-0.268	-0.276	-0.214
12168	PDAP1	-0.111	0.019	-0.104	-0.265	-0.288
12169	CYP51	0.096	-0.168	-0.117	-0.24	-0.194
12170	CST3	-0.142	-0.56	-0.358	-0.616	-0.529
12171	CCND1	0.081	-0.011	-0.312	-1.264	-0.881
12172	CUTL1	0.108	0.054	0.229	-0.186	-0.4
12173	CKMT2	0.086	0.045	-0.18	-0.25	-0.26
12174	CTGF	0.006	0.302	-0.168	-2.592	-2.836
12175	CDH3	-0.063	-0.404	-0.338	-0.565	-0.479
12176	COX6A1	0.03	0.071	0.025	-0.116	-0.126
12177	NR2F1	0.019	0.027	-0.167	-0.183	-0.258
12178	ARCN1	-0.079	0.202	0.07	0.078	0.133
12179	F13A1	0.052	-0.062	-0.049	0.098	0.052
12180	CNGA1	-0.016	-0.127	0.021	-0.088	-0.167
12181		0.613	-0.073	-0.381	-0.039	-0.319
12182		0.086	-0.316	-0.63	0.025	-0.858
12183		0.375	-0.442	-0.272	-0.331	-0.214
12184	DRIM	0.198	0.406	0.181	-0.015	-0.052
12185		0.236	-0.087	-0.091	-0.067	0.057
12186		0.1	-0.779	-0.437	-0.509	-0.194
12187	ATP6V1B1	-0.097	0.103	0.096	-0.177	-0.214
12188	EIF2B1	0.006		-0.234	-0.311	-0.39
12189	TSG101	-0.109		-0.258	-0.261	-0.446
12190	CRSP6	0.048	-2.498	0.581	0.512	0.095
12191	SLC7A7	-0.299	-0.275	-0.646	-0.858	-0.999
12192	RAB40C	-0.103	-0.026	0.024	0.15	-0.182
12193		-0.322	-0.337	-0.226	-0.225	-0.441
12194	MGC27076	0.005	-0.351	0.177	0.294	-0.087
12195		0.074	-0.724	-0.669	0.604	1.511
12196		0.009	-0.143	-0.311	-0.3	-0.336
12197	ACMSD	-0.007	-0.299	-0.296	-0.199	-0.249
12198	FLJ21007	-0.105	0.057	-0.285	-0.166	-0.198
12199	STX11	2.348	-1.308		0.538	2.607
12200	FLJ23306	-0.697	-0.737	0.472	0.933	1.114
12201		-0.021	0.147	-0.144	-0.14	-0.007
12202	SPIN	-0.022	0.17	-0.099	-0.027	-0.389
12203	KIAA0561	0.088	-0.023	-0.424	-0.316	0.092
12204		0.161	0.155	-0.042	-0.092	-0.092
12205		-0.335	-0.301	-0.343	-0.304	-0.404
12206		-0.046	-0.356	-0.278	-0.044	-0.082
12207		0.257	0.106	-0.712	-0.865	-0.107
12208	HIPK2	-0.284	-0.121	-0.049	-0.063	-0.359
12209		-0.172	-0.384	-0.419	-0.627	-0.618
12210		-0.384	-0.398	-0.168	-0.258	-0.24
12211		-0.021	-0.32	-0.329	-0.286	-0.352
12212		-0.168	-0.4	-0.541	-0.35	-0.95
12213		0.296	0.101	0.01	0.093	0.125
12214		-0.085	-0.439	-0.358	-0.357	-0.804
12215	KIAA0869	-0.343	-0.247	-0.293	-0.752	-0.782
12216	EIF2C2	0.079	0.317	0.878	0.208	0.144
12217		0.512	1.17	-0.239	-0.26	-0.45
12218	SYNPO2	0.222		-0.281	-0.034	-0.282
12219		-0.266	-0.562	-0.496	-0.475	-0.615
12220		0.05	-0.484	-0.312	-0.259	-0.356
12221	STIM2	-0.105	-0.199	-0.227	-0.112	-0.457
12222	STAT5B	0.138	0.323	0.421	0.477	0.12
12223		0.075	0.02	-0.092	-0.113	-0.327
12224		0.033	-0.121	0.179	0.325	-0.49
12225		0.063	-0.115	0.267	0.269	-0.063
12226	MTMR4	0.307	0.522	-0.06	0.534	0.225
12227	TAF2	-0.028	0.305	0.076	0.133	-0.029
12228		-0.349	-0.475	-0.331	-0.33	-0.212
12229		-0.135	-0.402	-0.406	-0.481	-0.266
12230	PDCD6IP	0.236	0.676	0.636	0.73	0.043
12231		-0.492	-0.23	-0.325	-0.328	-0.556
12232		-0.006	-0.022	-0.052	-0.149	0.063
12233		-0.68	-0.706	-0.526	-0.586	-0.692
12234		-0.396	-0.804	-0.601	-0.612	-0.54
12235		-0.466	-0.55	-0.281	-0.435	-0.628
12236		-0.113	-0.471	-0.154	0.018	-0.455
12237		0.759	-0.407	-0.463	-0.566	-0.56
12238		0.268	0.017	0.021	0.179	-0.04
12239		-0.026	-0.194	-0.304	0.044	0.421
12240	HSPC230	0.008	-0.319	-0.589	-0.593	-0.685
12241		0.07	-0.081	-0.34	-0.296	-0.423
12242		-0.073	-0.028	-0.104	-0.197	-0.367
12243	FLJ12057	-0.123	-1.302	-0.461	-0.156	-0.679
12244		-0.243	-0.37	-0.314	-0.2	-0.498
12245		-0.109	-0.427	-0.272	-0.011	0.047
12246		-0.303	-2.303	-0.837	-0.454	-0.645
12247		-0.279	-0.813	-0.37	-0.426	-0.411
12248		-0.172	-0.165	-0.564	0.046	-0.328
12249		-0.167	-1.029	-0.456	-0.585	-0.479
12250	PRKCA	-0.042	0.072	0.275	0.994	0.31
12251		-0.143	-0.348	-0.516	-0.24	-0.216
12252		-0.057	-0.041	-0.17	-0.095	-0.062
12253		-0.025	-0.099	-0.306	-0.044	-0.224
12254	DKFZP434N1923	0.161	-0.04	-0.135	-0.103	-0.182
12255		-0.104	-0.38	-0.851	-0.636	-0.709
12256	FLJ21069	-0.461	-0.787	-0.439	-0.166	-0.545
12257	LOC80298	-0.121	-0.181	-0.571	-0.211	-0.346
12258	RBBP4	-0.453	-0.013	-0.17	-0.35	-0.281
12259	TAHCCP1	-0.695	-0.455	-0.333	-0.476	-0.576
12260	DKFZP566A1524	-0.284	-0.619	-0.284	-0.306	-0.621
12261	PCF11	-0.45	-0.453	-0.398	-0.32	-0.464
12262	APACD	0.052	0.363	0.365	0.366	0.273
12263	FLJ14600	-0.115	0.197	0.228	0.214	-0.02
12264	MGC3251	-0.01	-0.019	0.066	0.089	0.206
12265	RANGAP1	0.09	-0.085	-0.097	-0.373	-0.336
12266	TEX27	-0.017	-0.032	-0.025	0.145	-0.051
12267	FLJ11196	0.129	-0.238	-0.106	-0.376	-0.458
12268	MBD1	-0.082	-0.12	0.061	-0.038	-0.374
12269		-0.177	0.157	0.173	0.061	0.01
12270	MEIS2	0.135	-0.375	-0.548	-0.421	-0.42
12271	GPS2	-0.035		-0.225	-0.159	-0.051
12272	FLJ13110	0.122	-0.464	-0.284	-0.33	-0.444
12273		0.191	0.219	0.118	-0.118	-0.162
12274	KIAA0963	0.071	-0.684	0.63	0.168	0.249
12275	MGC12904	0.058	-0.339	-0.225	-0.07	0.168
12276	NPD007	-0.071	-0.301	-0.226	-0.293	-0.286
12277		-0.111	-0.224	-0.868	-1.006	-0.727
12278		-0.351	-0.766	-0.594	-0.54	-0.283
12279		0.018	-0.17	-0.301	-0.421	-0.268
12280		-0.155	-0.554	-0.351	-0.301	-0.863
12281	LOC51171	-0.003	0.151	0.019	-0.178	0.068
12282		-0.318	-0.501	-0.402	-0.573	-0.955
12283		-0.13	-0.249	-0.213	-0.402	-0.269
12284		-0.138	-0.382	-0.476	-0.442	-0.422
12285	LOC51064	0.084	-0.011	-0.118	-0.208	-0.33
12286		-0.239	-0.416	-0.335	-0.042	-0.368
12287	FLJ90524	-0.175	-0.063	-0.106	0.183	-0.08
12288		-0.363	-0.517	-0.128	-0.31	-0.349
12289	FLJ20277	-0.918	-0.415	-0.573	-0.247	-0.263
12290		-0.242	-0.353	-0.257	-0.159	-0.516
12291	EEF1E1	-0.014	0.337	0.055	-0.36	-0.21
12292	LOC55829	-0.113	-0.174	-0.048	0.05	0.055
12293	KLF7	1.015	-0.111	0.425	0.701	0.065
12294		0.398	0.292	-0.101	0.021	-0.086
12295		0.147	-0.045	-0.112	-0.21	-0.262
12296		0.005	-0.071	0.027	-0.019	-0.257
12297		-0.243	-0.151	-0.361	-0.557	-0.253
12298		-0.3	-1.005	-0.752	-0.6	1.445
12299		0.034	-1.585	-0.339	-0.597	-0.871
12300		0.046		0.247	0.093	-0.078
12301	MI-ER1	0.055	0.155	-0.066	0.16	0.015
12302		0.009	-0.318	-0.184	-0.203	-0.344
12303	TRAP-1	0.068	0.065	-0.093	-0.097	-0.333
12304		-0.251	-0.272	-0.155	-0.156	-0.098
12305		-0.198	-0.57	-0.302	-0.4	-0.74
12306		-0.352	-1.025	-0.692	-0.482	-0.853
12307	RAB2	-0.083	0.247	0.133	0.074	-0.124
12308		0.053	-0.035	0.587	1.006	-0.284
12309		-0.004	-0.403	-0.713	-0.187	-0.482
12310		-0.293	-0.727	-0.381	0.097	-0.466
12311	KIAA1354	0.257	0.178	0.099	0.291	0.21
12312		-0.244	-0.039	-0.094	-0.291	-0.524
12313		-0.241	-0.31	-0.279	-0.294	-0.227
12314		-0.385	-0.976	-0.886	0.31	-0.854
12315	FLJ10904	-0.028	0.021	-0.141	0.004	-0.22
12316	MGC3121	0.073	-0.227	0.022	0.164	0.117
12317		-0.163	-0.277	-0.367	-0.235	-0.255
12318	HAN11	0.376	-0.152	-0.138	0.092	-0.104
12319		-0.506	-0.467	-0.56	-0.075	-0.176
12320	EXTL2	0.043	-0.053	-0.568	-0.749	-0.792
12321	TNFSF13	0.273	-0.394	0.009	-0.027	-0.274
12322		0.144	-0.042	-0.185	-0.076	-0.241
12323	RBAK	-0.082	-0.086	-0.103	0.007	-0.398
12324	HSPC002	-0.014	0.046	-0.069	-0.015	-0.237
12325	DKFZP434N014	0.156	0.066	-0.061	-0.129	-0.382
12326		-0.211	-0.083	-0.318	-0.181	-0.482
12327		-0.002	0.585	-0.258	-0.277	-0.154
12328		-0.079	0.415	-0.087	0.11	-0.184
12329	CLASP2	-0.063	0.321	0.086	0.266	-0.197
12330	FZD1	0.07	-0.214	-0.463	-0.39	-0.566
12331	MGC2747	-0.083	0.004	-0.212	-0.288	-0.302
12332		-0.431	-0.628	-0.135	-0.397	-0.611
12333	BRD4	0.253	0.353	0.497	0.412	0.133
12334	PPARGC1	-0.095	-1.183	-0.781	-0.272	-0.498
12335		-0.315	-0.827	-0.379	-0.292	-0.257
12336	BACH	-0.837	-0.022	-0.078	-0.073	0.084
12337		-0.192	0.335	0.152	-0.016	-0.375
12338		-0.102	-0.458	-0.448	-0.258	-0.519
12339	KIAA0476	-0.151	-0.332	-0.516	-0.34	-0.478
12340		0.043	0.231	0.168	0.169	0.003
12341		-0.146	0.195	0.06	-0.435	-0.842
12342	SUPV3L1	-0.329	0.07	-0.096	-0.295	-0.293
12343		-0.039	0.025	0.149	0.245	0.281
12344	COTL1	-0.029	0.139	0.524	0.536	0.278
12345		-0.123	-0.306	-0.358	-0.333	-0.421
12346		0.287	0.383	0.312	0.553	0.312
12347	CSRP2BP	-0.034	0.065	-0.788	-0.581	-0.629
12348	DNAJB9	0.204	-0.298	-0.322	0.074	0.292
12349	PAPPA	0.646	-0.378	-0.346	-0.346	-0.41
12350	ITIH1	0.09	-0.426	-0.168	-0.301	-0.504
12351	POLD1	0.031	-0.353	-0.369	-0.724	-0.895
12352	GP9	0.067	0.035	0.012	0.084	0.1
12353	PGF	-0.216	-0.235	-0.294	-0.243	-0.354
12354	PHKA2	0.076	-0.169	-0.098	-0.273	-0.363
12355	GPNMB	0.001	1.807	-0.13	-0.229	-0.141
12356	NGFR	-0.334		-0.26	-0.216	-0.235
12357	NUP214	-0.203	-0.831	-0.178	-0.311	-0.44
12358	NCYM	-0.314	-0.183	-0.163	0.014	0.161
12359	MPO	-0.11	-0.243	0.055	-0.147	-0.285
12360	MYF6	-0.235	-0.442	-0.138	-0.168	-0.437
12361	CSNK1G2	0.278	0.091	0.303	0.32	0.186
12362	FAM3C	-0.028	0.076	0.265	0.344	0.243
12363	CTNNA2	-0.249	-0.583	-0.272	-0.291	-0.403
12364	BCAT2	-0.123	-0.221	-0.313	-0.387	-0.401
12365	BLZF1	0.171	0.276	0.54	0.814	0.422
12366	ARNTL	-0.012	0.354	0.274	0.157	0.175
12367	PMS2L2	0.041	-0.023	0.07	0.115	0.045
12368	PL6	-0.262	-0.315	-0.238	-0.222	-0.231
12369	P2RY2	-0.502	-0.557	-0.235	-0.312	-0.476
12370	ATP1A2	-0.207	-0.416	-0.228	-0.397	-0.384
12371	NFATC1	-0.426	-0.325	-0.349	-0.377	-0.306
12372	KCNMB1	-0.303	-0.109	-0.314	-0.28	-0.838
12373	PITPNM	0.07	-0.168	0.344	0.242	0.252
12374	BMPR2	0.311	0.595	0.402	0.029	-0.182
12375	ASM3A	-0.169	-0.401	-0.523	-0.299	-0.084
12376	CHD4	-0.14	0.119	0.373	0.095	-0.151
12377	SSPN	0.229	-0.392	-0.32	-0.307	-0.405
12378	RAP1GDS1	-0.046	0.225	0.123	0.072	-0.046
12379	GAD1	-0.086	0.071	-0.102	0.138	0.034
12380	GTF2E2	0.142	0.165	0.006	-0.014	-0.061
12381	GJB1	0.086	-0.234	0.182	-0.184	-0.106
12382	GCA	0.232	0.055	0.17	-0.003	-0.119
12383	PYGM	-0.042		-0.128	-0.008	-0.307
12384	MTX1	-0.222	-0.415	-0.133	-0.304	-0.201
12385	MPI	0.044		-0.053	0.008	0.036
12386		-0.384	-0.973	-0.498	-0.639	-0.353
12387	OSGEP	0.115	0.16	0	0.049	-0.076
12388	NIT2	0.039	0.018	-0.004	-0.345	-0.114
12389	HMGE	-0.078	0.029	0.019	-0.26	-0.036
12390	EIF4EL3	0.023	-0.15	-0.129	-0.192	-0.245
12391	FLJ20605	-0.105	-0.464	-0.256	-0.426	-0.176
12392	C6orf33	0.396	0.458	-0.458	-0.2	0.284
12393	PCDHA10	0.1	-0.453	-0.45	-0.143	-0.383
12394	BFAR	0.156	0.602	0.269	0.629	0.398
12395		0	-0.085		-0.214	-0.084
12396	RANBP7	-0.293	0.236	1.058	-0.087	-0.13
12397	CBFA2T1	0.135	0.111	0.594	0.106	0.105
12398	NF1	0.147	0.285	0.791	0.36	0.455
12399	POP2	-1.07	-0.841	-1.223	-0.661	0.697
12400	KIAA1014	-0.442	0.035	0.24	0.2	0.396
12401	KIAA0020	-0.291	0.022	-0.05	-0.121	0.009
12402		-0.147	-0.605	-0.313	0.233	0.438
12403	KIAA1357	-0.47	-0.645	0.323	-0.159	0.019
12404		-0.836	-1.462	-1.179	-1.247	0.354
12405	FOXF2	-0.212	-1.187	-1.006	-1.488	0.868
12406	NUCKS	-0.248	0.3	0.154	-0.034	-0.297
12407	TGFB2	-0.144	-0.963	-0.571	-1.397	0.059
12408	DJ971N18.2	-0.181	0.064	-0.131	-0.113	-0.221
12409	KIAA1598	-0.226	0.103	0.084	0.189	0.122
12410		-0.258	-1.339	-0.366	-0.401	-0.644
12411	FLJ30626	-0.286		-0.067	-0.174	-0.311
12412		-1.502	0.152	-1.403	-1.894	0.836
12413		0.054	1.392	-0.368	0.003	-0.145
12414		0.056	-0.764	0.407	0.392	0.032
12415	TRPS1	0.002	-0.602	-0.306	-0.198	-0.357
12416	MGC13033	0.048	-0.034	0.463	0.26	0.243
12417	LOC90668	-0.146	-1.396	-0.172	-0.103	-0.117
12418	FLJ31810	-0.459		-0.272	-0.419	-0.151
12419		-0.413		-0.344	-0.339	-0.624
12420		-0.27	-0.652	-0.34	-0.372	-0.333
12421	OGDH	-0.161	0.24	-0.13	-0.191	-0.378
12422	NME1	-0.219	0.205		-0.424	-0.597
12423	MYL3	-0.206	-0.146	-0.972	-0.014	0.124
12424	FLJ21617	-0.303	0.043	-0.962	-0.064	-0.216
12425	MAP1B	0.061	-0.098	-0.332	-0.221	-0.188
12426		0.107	0.398	1.264	1.676	0.71
12427	NDUFA4	-0.018	-0.051	-0.737	-0.207	-0.217
12428		-0.3	-0.513	-1.051	-0.573	-0.453
12429	HRI	-0.205	0.197	-0.812	-0.363	-0.317
12430	HOXA1	-0.183	-0.249	-1.294	-0.116	-0.241
12431	ZNF148	0.414	0.684		0.759	0.416
12432	HSD17B8	0.239	0.294		0.112	-0.02
12433		0.103		-0.089	-0.207	-0.352
12434	DKFZP566C134	-0.104	-1.874	0.666	0.938	0.09
12435	DKFZP434A0225	0.518		0.396	0.903	0.484
12436	ACTR1A	-0.213		-0.079	-0.055	0.204
12437	FLJ20051	0.106	2.7	0.043	0.132	0.182
12438	AF038169	-0.045		-0.426	-0.387	-0.012
12439		0.079		-0.11	-0.218	-0.115
12440		-0.238	0.907	-0.475	-0.626	0.073
12441		0.053	2.322	-0.373	-0.188	0.165
12442	DKFZP564D0764	-0.231	0.415	-0.267	-0.595	-0.221
12443	UBL5	0.119	0	-0.097	-0.167	-0.19
12444	SPIN	-0.283		0.258	0.875	0.006
12445		-0.062		-0.232	-0.448	0.054
12446		-0.419		-0.44	-0.425	0.024
12447		-0.137	0.206	-0.289	-0.004	-0.434
12448	HAMP	-0.512	-0.585	-0.653	-0.512	-0.357
12449		0.199			0.326	0.31
12450	LOC161931	0.006		-0.262	-0.018	-0.091
12451	PCSK2	0.149	-0.663	-0.102	-0.255	-0.066
12452		-0.089	-0.28	-0.067	-0.178	-0.243
12453		0.116	0.286	0.05	0.263	0.126
12454	FLJ20093	0.476	0.432	0.222	0.657	0.261
12455	DKFZp761D221	-0.008	-0.28	-0.28	-0.042	-0.328
12456		0.175	-0.141	-0.12	-0.194	-0.039
12457	LOC51244	0.041	0.112	0.25	0.363	0.158
12458	EEF2K	-0.137	0.039	-0.456	-0.639	-0.16
12459		0.079	0.203	0.015	-0.179	0.107
12460		0.12	0.444	-0.36	-0.191	-0.177
12461	FBXO3	0.091		0.169	0.327	0.05
12462	NT5M	-0.061		-0.242	-0.458	-0.27
12463	MGC11308	0.007	1.222	-0.772	-0.34	-0.267
12464	ICMT	-0.023	-1.87	-0.278	-0.621	-0.548
12465	GEMIN4	-0.242	-0.469	0.048	-0.167	-0.548
12466		0.14	2.585	0.537	1.151	0.948
12467	MIR	0.015	1	-0.679	-0.257	-0.278
12468	MGC26706	0.075	0.637	-0.266	-0.239	-0.252
12469		-0.38		0.334	0.438	-0.158
12470		-0.259	1	-0.497	-0.264	-0.503
12471	GLCCI1	0.144	0.248	-0.261	-0.3	-0.406
12472		-0.058	-1.963	-0.436	-0.317	-0.784
12473	DPP9	-0.063	-0.701	-0.372	-0.415	-0.314
12474		-0.778	-1.824	-1.284	-1.176	-0.995
12475		-0.171	-1.116	-0.765	-0.563	-1.072
12476		-0.279	-0.928	-0.451	-0.546	-0.654
12477	LOC51257	0.043		-0.693	-0.516	-0.136
12478		-0.362	-1.186	-0.209	-0.073	-0.336
12479		-0.538	-1.722	-0.852	-0.71	-0.803
12480	KIAA1126	-0.311	-0.901	-0.098	0.012	-0.076
12481	GLI2	-0.32	-0.009	0.131	0.081	-0.324
12482	C1QTNF7	-0.116	-0.352	-0.343	-0.719	-0.287
12483		-0.01	-0.079	0.18	0.081	0.216
12484		0.1	-0.117	-0.16	0.005	-0.064
12485	FLJ13964	0.016	-0.222	-0.18	-0.559	-0.054
12486		-0.583	-0.985	-0.514	-1.012	-1.084
12487	BRF1	-0.472	-0.743	-0.662	-0.203	-0.762
12488	EPHA7	-0.57	-0.734	-0.739	-0.431	-0.807
12489		-0.785	-1.577	-0.857	-0.853	0.01
12490		-0.278	-0.694	-0.701	-0.358	-0.011
12491		-0.044	-0.285	-0.329	-0.222	-0.166
12492		-0.441	-0.881	-0.696	-0.706	-0.67
12493		-0.328	-1.286	-0.753	-0.602	-0.545
12494	RAI3	-0.023	-0.166	0.774	0.303	-0.266
12495		0.179	-0.7	-0.705	-0.413	-0.272
12496	LOC56990	-0.07	-0.633	-0.03	0.102	-0.134
12497	KIAA1332	-0.516		-0.741	-0.477	-0.116
12498		0.172	-0.371	0.091	0.126	0.046
12499	DYRK1A	-0.049		0.069	0.058	-0.239
12500		-0.304	1.807	-0.329	-0.404	-0.587
12501		-0.193	-1.445	-0.22	-0.243	-0.277
12502	UBC3B	-0.216	-0.626	-0.271	-0.25	-0.358
12503	ATP8A2	-0.077	-0.527	-0.332	-0.048	-0.147
12504	HELO1	-0.529	-0.807	-0.709	-0.573	-0.951
12505		-0.06	-0.138	0.03	0.268	-0.113
12506		-0.261	-0.962	-0.556	-0.556	-1.037
12507	DKFZp434A1520	-0.115	-0.519	-0.187	-0.306	-0.296
12508		-0.118		0.198	-0.039	-0.175
12509	MINPP1	0.222	0.663	-0.097	0.47	0.314
12510	KIAA0470	-0.03		0.161	0.916	0.412
12511		-0.291		-0.379	-0.185	-0.438
12512	PSP1	-0.138	-0.046	0.04	0.123	-0.278
12513		-0.373	-0.796	-0.931	-0.212	0.368
12514		-0.034	-0.472	-0.338	-0.374	-0.626
12515	MNAB	0.248	0.166	0.615	0.859	0.406
12516		-0.472	-0.48	-0.497	-0.421	-0.443
12517	GTSE1	-0.302	-0.437	-0.735	-0.772	-0.346
12518		-0.509	-1.332	-2.22	-0.89	0.25
12519		-0.026	-0.373	-0.263	-0.379	-0.115
12520		-0.213	-0.522	-0.329	-0.295	-0.463
12521		-0.155	-0.786	-0.382	-0.419	-0.559
12522	FLJ11259	0.069		0.105	0.262	0.327
12523		-0.995	2	-0.952	-1.912	0.055
12524	EPB41L4	-1.017	-3.137	-1.192	-1.078	0.423
12525		-1.197	-1.799	-1.19	-0.432	0.963
12526	LIPI	-0.11	-0.524	-0.355	-0.306	0.783
12527	LOC55565	-0.158		-0.174	-0.007	-0.06
12528	CXCL16	0.109	-0.363	0.704	0.804	0.971
12529		-0.003	0.206	0.174	0.045	-0.182
12530	PPP3CB	-0.421	-1.741	-0.25	-0.094	-0.619
12531		-0.137	-0.029	0.001	-0.249	-0.272
12532		-0.156	-0.55	-0.238	-0.263	-0.111
12533	FLJ20288	-0.059	0.154	-0.071	0.031	-0.056
12534	T1A-2	-0.333	-0.05	-0.092	-0.349	-0.501
12535	MGC27034	0.01	-0.215	-0.131	-0.141	0.003
12536		0.06	0.13	0.159	-0.014	-0.011
12537		-0.263	-0.179	0.493	-0.183	-0.459
12538		-0.194		0.109	-0.194	-0.23
12539		-0.442	1.585	-0.356	-0.274	-0.955
12540	SNRPB2	-0.09		0.178	-0.045	-0.122
12541		-0.218		-0.223	0.161	-0.145
12542	FLJ35821	-0.175		-0.423	-0.287	-0.552
12543		-0.511	-0.726	-0.235	-0.497	-0.163
12544		-0.432	-0.247	-0.253	-0.232	-0.32
12545	FLJ11088	-0.127	0.089	0.093	0.094	-0.038
12546	ZAP3	-0.135	-0.273	-0.641	-0.403	-0.309
12547	RPS19	0.091	-0.066	0.033	-0.138	-0.242
12548	NUDT6	-0.28	-0.718	-0.597	-0.539	-0.744
12549	LOC56902	-0.116	0.184	0.128	-0.173	-0.124
12550		-0.099		-0.162	-0.322	-0.257
12551	SLC13A3	-0.057		-0.169	-0.076	-0.293
12552		-0.083	-0.126	-0.356	-0.305	-0.283
12553		0.065	-1.129	0.009	-0.11	-0.118
12554	GLUD1	-0.194	-0.318	-0.127	-0.29	-0.382
12555		-0.366		-0.21	-0.456	0.058
12556		0.058		-0.036	-0.108	-0.243
12557		-0.079	-1.716	0.131	0.108	-0.142
12558	RPS18	0.022	-0.926	0.247	0.48	-0.195
12559		0.087	-0.632	-0.21	-0.082	-0.084
12560	SLC11A3	0.304	-0.08	-0.113	0.401	-0.273
12561		0.023	-0.11	-0.104	0.047	0.003
12562	ABT1	-0.014	0.093	-0.195	-0.389	-0.178
12563		0.284	-0.215	0.098	-0.149	-0.247
12564		-0.005	-0.334	-0.097	-0.1	-0.478
12565		-0.414	-0.889	-0.79	-0.138	-0.772
12566		-0.808	-0.763	-0.512	-0.509	-0.282
12567	HYPE	-0.124	-0.736	-0.373	-0.506	-0.037
12568	CCNC	0.197	2.112	0.943	1.033	0.714
12569		-0.422	-0.515	-0.665	-0.125	-0.101
12570		-0.051	2.585	-0.095	-0.283	-0.375
12571		-0.079		-0.042	0.167	-0.177
12572		-0.079	3.585	-0.012	-0.016	0.354
12573		0.085	-0.279	-0.193	-0.277	0.063
12574		-0.199	0.02	-0.124	-0.126	-0.016
12575		-0.221	0.017	-0.652	-0.301	-0.187
12576	ANGPTL1	-0.146	-0.074	-0.053	-0.08	-0.032
12577	HSPC051	-0.055	0.006	0.233	0.02	-0.295
12578	TFR2	-0.143		0.005	0.047	0.068
12579	MGC23908	0.159	-0.231	0.126	0.014	-0.095
12580	LMCD1	0.145	-2.102	0.029	-0.064	-0.287
12581		0.13	-0.331	-0.034	-0.058	-0.171
12582	MGC33901	0.031	-0.364	-0.276	-0.049	-0.005
12583		0.14	0.279	-0.649	-0.043	-0.291
12584	ECEL1	-0.083	-0.115	-0.144	-0.25	-0.327
12585	PRIM2A	0.129		0.297	0.309	0.08
12586	MGC4663	-0.107	-0.098	-0.082	-0.026	-0.221
12587	CFL2	0.036	0.517	0.711	0.911	0.353
12588	SMC4L1	-0.084	0.12	-0.313	-0.38	-0.546
12589		0.153	0.075	0.102	0.044	-0.086
12590	EVI2A	-0.038	0.411	0.27	0.858	0.491
12591	PVRL3	0.202	0.073	-0.148	0.307	0.386
12592		0.183	-0.206	-0.805	-0.506	-0.054
12593	FLJ20085	0.058	0.732	1.042	4.318	2.546
12594		-0.204	-0.263	-0.272	-0.227	-0.266
12595		-0.439	-0.252	-0.193	-0.245	0.072
12596		-0.486	-0.147	-0.265	-0.184	0.676
12597		0.04	0.172	0.075	0.25	-0.012
12598	TRUB1	-0.062	-0.002	-0.231	0.162	-0.092
12599	SDCBP	0.008		-0.251	-0.115	-0.095
12600		-0.495	-1.585	-0.285	-0.324	-0.467
12601	KIAA1805	-0.215	0.144	-0.189	-0.265	-0.067
12602		-0.252	-0.006	-0.442	-0.48	0.326
12603		-0.062	0.266	-0.062	-0.07	0.214
12604		-0.137	0.143	-0.118	0.041	0.358
12605		-0.822	-0.761	-0.754	-0.012	0.588
12606		0.807	0.181		1.241	1.375
12607	MGC4643	-1.089	-2.807	-1.464	-0.451	0.412
12608		-0.2		-0.581	-0.79	0.418
12609		-0.617	-1.417	-0.5	-0.107	0.592
12610		-0.201	-0.383	-0.364	-0.289	0.624
12611	CLN8	-0.04	-0.554	0.272	0.01	0.717
12612		-1.166	-2.012	-0.902	-0.302	0.446
12613	DKFZP434D1335	-0.151	-0.621	-0.011	-0.116	-0.057
12614	FLJ11017	0.075	-1.167	-0.28	-0.467	0.009
12615		-0.062	-0.326	-0.294	-0.142	0.068
